"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Score","%D","ADP","% Rostered"
"*05jqh*","Tekoah Roby","TEX","SP,RP","8189","FA","20","","0","0%","-","5%"
"*04si3*","Brayan Rocchio","CLE","SS,INF","8190","FA","21","","0","4%","711.67","44%"
"*05tdd*","Joe Rock","COL","SP","8191","FA","21","","0","0%","-","3%"
"*031cg*","Daniel Rockett","KC","OF","8192","FA","31","","0","0%","-","0%"
"*02yn1*","Chad Rodgers","ATL","RP","8193","FA","34","","0","0%","-","0%"
"*02mxs*","Colin Rodgers","KC","RP","8194","FA","28","","0","0%","-","0%"
"*04ehp*","Jordan Rodgers","ATL","2B,3B,INF","8195","FA","26","","0","0%","-","0%"
"*04emy*","Brody Rodning","TOR","SP,RP","8196","FA","26","","0","0%","-","0%"
"*01vjc*","Aderlin Rodriguez","SD","1B,INF","8197","FA","30","","0","1%","986.63","2%"
"*04pht*","Alberto Rodriguez","SEA","OF","8198","FA","21","","0","0%","-","7%"
"*0375h*","Alex Rodriguez","COL","SP,RP","8199","FA","28","","0","0%","-","0%"
"*02n82*","Alfredo Rodriguez","MIL","1B,INF","8200","FA","31","","0","0%","-","0%"
"*048to*","Alfredo Rodriguez","CIN","SS,INF","8201","FA","27","","0","0%","-","1%"
"*05gdt*","Anthony Rodriguez","SF","SS,INF","8203","FA","19","","0","0%","-","2%"
"*03mk4*","Arturo Rodriguez","MIA","C","8204","FA","30","","0","0%","-","0%"
"*04yu9*","Benjamin Rodriguez","CHC","SP","8205","FA","22","","0","0%","-","0%"
"*05y5d*","Bradgley Rodriguez","SD","SP","8206","FA","18","","0","0%","-","0%"
"*05rd9*","Brett Rodriguez","SEA","SS,INF","8207","FA","23","","0","0%","-","0%"
"*02c5o*","Carlos Rodriguez","ATL","SP,RP","8209","FA","29","","0","0%","-","0%"
"*04loe*","Carlos Rodriguez","MIL","OF","8298","FA","21","","0","0%","-","4%"
"*05j97*","Carlos Rodriguez","SD","C","8210","FA","18","","0","0%","-","0%"
"*05yf9*","Carlos Rodriguez","MIL","SP","8211","FA","20","","0","0%","-","0%"
"*02zmh*","Carlos Alexander Rodriguez","CHC","SP","8212","FA","26","","0","0%","-","0%"
"*03zu1*","Carlos Enrique Rodriguez","STL","1B,INF","8213","FA","25","","0","0%","-","0%"
"*04vej*","Cesar Rodriguez","PHI","C","8214","FA","21","","0","0%","-","0%"
"*041rr*","Chris Rodriguez","LAA","RP","8215","W (Sat)","23","","0","9%","703.51","26%"
"*05yb6*","CJ Rodriguez","OAK","C","8208","FA","21","","0","0%","-","1%"
"*055c9*","Cristhian Rodriguez","MIA","3B,INF","8216","FA","20","","0","0%","-","1%"
"*0309h*","Daniel Rodriguez","ATL","SP","8217","FA","37","","0","0%","-","0%"
"*02oqm*","David Rodriguez","NYM","C","8218","FA","26","","0","0%","-","0%"
"*05umz*","Dionys Rodriguez","STL","RP","8220","FA","21","","0","0%","-","0%"
"*02pxc*","Eddy Rodriguez","NYY","C","8221","FA","36","","0","0%","-","0%"
"*05un8*","Eddy Rodriguez","PIT","OF","8222","FA","18","","0","0%","-","0%"
"*04v94*","Edgardo Rodriguez","STL","C","8223","FA","21","","0","0%","-","1%"
"*05y7z*","Edryn Rodriguez","SEA","2B,INF","8224","FA","-181","","0","0%","-","0%"
"*04e83*","Elian Rodriguez","HOU","RP","8225","FA","25","","0","0%","-","0%"
"*03756*","Elier Rodriguez","STL","C","8226","FA","27","","0","0%","-","0%"
"*04avf*","Elvin Rodriguez","DET","SP","8227","FA","23","","0","0%","-","1%"
"*054p6*","Emmanuel Rodriguez","MIN","OF","8228","FA","19","","0","0%","-","8%"
"*05llt*","Emmanuel Rodriguez","SD","OF","8229","FA","20","","0","0%","-","0%"
"*0529l*","Endy Rodriguez","PIT","C","8230","FA","21","","0","0%","-","10%"
"*03bu8*","Freddy Rodriguez","TOR","OF","8231","FA","25","","0","0%","-","0%"
"*04el4*","Gabriel Rodriguez","ATL","OF,RP","8232","FA","22","","0","0%","-","0%"
"*04qov*","Gabriel Rodriguez","CLE","SS,INF","8233","FA","20","","0","0%","-","7%"
"*060gk*","Gabriel Rodriguez","CHW","SP","8234","FA","19","","0","0%","-","0%"
"*05xse*","Hector Rodriguez","NYM","2B,INF","8236","FA","18","","0","0%","-","0%"
"*03mku*","Helmis Rodriguez","COL","SP","8237","FA","27","","0","0%","-","0%"
"*025i6*","Henry Rodriguez","BOS","2B,INF","8239","FA","32","","0","0%","-","0%"
"*03ytw*","Herlis Rodriguez","PHI","OF","8240","FA","27","","0","0%","-","0%"
"*02hkv*","Jake Rodriguez","LAA","C","8241","FA","30","","0","0%","-","0%"
"*052h8*","Jesus Rodriguez","NYY","C","8243","FA","19","","0","0%","-","0%"
"*03arw*","Jhonny Rodriguez","OAK","OF","8244","FA","25","","0","0%","-","0%"
"*04gdw*","Johnathan Rodriguez","CLE","OF","8245","FA","22","","0","0%","-","1%"
"*02hf9*","Jonathan Rodriguez","STL","OF","8246","FA","32","","0","0%","-","0%"
"*03mf5*","Jorge Rodriguez","KC","SP","8247","FA","25","","0","0%","-","0%"
"*05gby*","Jorge Rodriguez","BOS","SP","8248","FA","21","","0","0%","-","1%"
"*03pzl*","Jose Rodriguez","NYM","RP","8249","FA","26","","0","0%","-","0%"
"*04ydr*","Jose Rodriguez","TEX","C","8250","FA","20","","0","0%","-","1%"
"*05gcy*","Jose Rodriguez","CHW","2B,SS,INF","8251","FA","20","","0","0%","-","16%"
"*02672*","Josh Rodriguez","NYM","SS,INF","8299","FA","37","","0","0%","-","0%"
"*05tih*","Juan Rodriguez","TB","RP","8252","FA","20","","0","0%","-","0%"
"*021xu*","Julio Rodriguez","DET","C","8253","FA","32","","0","0%","-","0%"
"*022vr*","Julio Rodriguez","PHI","SP","8254","FA","31","","0","0%","-","0%"
"*04awg*","Julio Rodriguez","STL","C","8255","FA","24","","0","0%","-","2%"
"*04mlm*","Keyber Rodriguez","TEX","SS,INF","8256","FA","21","","0","0%","-","1%"
"*03nfu*","Lenin Rodriguez","PHI","C","8257","FA","23","","0","0%","-","0%"
"*03nqb*","Leonardo Rodriguez","BAL","SP","8258","FA","24","","0","0%","-","0%"
"*04rzz*","Leovanny Rodriguez","HOU","SP","8259","FA","25","","0","0%","-","0%"
"*05wdm*","Lizandro Rodriguez","KC","2B,INF","8260","FA","19","","0","0%","-","1%"
"*027c4*","Luigi Rodriguez","CLE","OF","8261","FA","29","","0","0%","-","0%"
"*04vso*","Luis Rodriguez","CHC","SP","8262","FA","22","","0","0%","-","0%"
"*051wt*","Luis Rodriguez","LAD","OF","8263","FA","19","","0","0%","-","25%"
"*05oz2*","Luis Rodriguez","LAD","3B,INF","8264","FA","23","","0","0%","-","2%"
"*05xzn*","Luis Rodriguez","MIN","2B,INF","8265","FA","18","","0","0%","-","0%"
"*05yih*","Luis Rodriguez","STL","C","8266","FA","17","","0","0%","-","1%"
"*05zd5*","Luis Rodriguez","NYM","SP","8267","FA","19","","0","0%","-","0%"
"*02by6*","Manny Rodriguez","NYM","SS,INF,SP,RP","8268","FA","33","","0","0%","-","0%"
"*05ad7*","Manuel Rodriguez","CHC","RP","8269","FA","25","","0","1%","1010.4","5%"
"*05txv*","Miguel Rodriguez","MIN","SP","8270","FA","23","","0","0%","-","0%"
"*0423k*","Nathanael Rodriguez","TB","C,SS,INF","8271","FA","26","","0","0%","-","0%"
"*02n6b*","Nellie Rodriguez","CLE","1B,INF","8272","FA","27","","0","0%","-","0%"
"*04azf*","Nerio Rodriguez","HOU","C","8273","FA","22","","0","0%","-","0%"
"*05oz6*","Nicio Rodriguez","NYY","SP","8274","FA","22","","0","0%","-","0%"
"*04q4m*","Nick Rodriguez","SEA","2B,SS,INF","8275","FA","25","","0","0%","-","0%"
"*050on*","Nivaldo Rodriguez","DET","RP","8276","FA","24","","0","0%","-","1%"
"*02mvx*","Omar Luis Rodriguez","NYY","SP","8277","FA","29","","0","0%","-","0%"
"*04mkm*","Osiel Rodriguez","NYY","SP","8278","FA","20","","0","0%","-","8%"
"*01cwo*","Rafael Rodriguez","ARI","RP","8279","FA","37","","0","0%","-","0%"
"*01sli*","Rafael Rodriguez","SF","OF","8280","FA","29","","0","0%","-","0%"
"*048ye*","Ramon Rodriguez","LAD","SP","8281","FA","23","","0","0%","-","0%"
"*05w9g*","Randy Rodriguez","SF","SP","8282","FA","22","","0","0%","-","1%"
"*03mp2*","Reynaldo Rodriguez","MIN","1B,INF,OF","8283","FA","35","","0","0%","-","0%"
"*03ml4*","Ricardo Rodriguez","ATL","C","8284","FA","24","","0","0%","-","0%"
"*04vet*","Rodrigo Rodriguez","KC","C","8285","FA","21","","0","0%","-","0%"
"*05xzt*","Samuel Rodriguez","SF","SS,INF","8286","FA","18","","0","0%","-","0%"
"*02y4z*","Starlin Rodriguez","STL","2B,INF","8287","FA","32","","0","0%","-","0%"
"*04ytl*","Victor Rodriguez","ARI","SP","8288","FA","20","","0","0%","-","0%"
"*03qq8*","Wesley Rodriguez","ARI","RP","8289","FA","25","","0","0%","-","0%"
"*02xfa*","Wilfredo Rodriguez","COL","C","8290","FA","28","","0","0%","-","0%"
"*01srp*","Wilking Rodriguez","NYY","SP,RP","8291","FA","32","","0","0%","-","0%"
"*04235*","Yelin Rodriguez","BAL","SP,RP","8292","FA","23","","0","0%","-","0%"
"*04qot*","Yerry Rodriguez","TEX","SP","8293","FA","24","","0","0%","-","13%"
"*03fgs*","Yonauris Rodriguez","NYY","SS,INF","8294","FA","25","","0","0%","-","0%"
"*04ycr*","Yorlis Rodriguez","SF","3B,INF","8295","FA","22","","0","0%","-","0%"
"*01s8y*","Yorman Rodriguez","CIN","OF","8300","FA","29","","0","0%","-","0%"
"*0408e*","Yorman Agustin Rodriguez","TOR","1B,INF","8296","FA","24","","0","0%","-","0%"
"*05xoo*","Elmer Rodriguez-Cruz","BOS","SP","8297","FA","18","","0","0%","-","1%"
"*05t27*","Jose Rodulfo","LAD","SP","8301","FA","21","","0","0%","-","0%"
"*03qxa*","Joshua Roeder","NYY","SP,RP","8302","FA","29","","0","0%","-","0%"
"*04pn0*","Cole Roederer","CHC","OF","8303","FA","22","","0","0%","-","9%"
"*0424j*","Cam Roegner","MIL","SP,RP","8304","FA","28","","0","0%","-","0%"
"*04elr*","Keith Rogalla","LAA","SP,RP","8306","FA","26","","0","0%","-","0%"
"*05ali*","Anderson Rogers","BAL","SS,INF","8307","FA","19","","0","0%","-","0%"
"*031nn*","Chad Austin Rogers","CIN","SP","8308","FA","32","","0","0%","-","0%"
"*02h9t*","Cody Rogers","TB","OF","8309","FA","33","","0","0%","-","0%"
"*05ybf*","Jack Rogers","CIN","OF","8310","FA","22","","0","0%","-","0%"
"*02mz8*","Joe Rogers","DET","RP","8313","FA","31","","0","0%","-","0%"
"*01sbr*","Mark Rogers","TEX","SP","8314","FA","36","","0","0%","-","0%"
"*03dbc*","Wes Rogers","MIL","OF","8315","FA","28","","0","0%","-","0%"
"*02iyk*","Dan Rohlfing","MIN","C","8316","FA","33","","0","0%","-","0%"
"*02hjb*","David Rohm","ATL","1B,INF","8317","FA","32","","0","0%","-","0%"
"*01cii*","Cole Rohrbough","ATL","SP","8318","FA","34","","0","0%","-","0%"
"*04yqo*","Angel Rojas","NYY","2B,INF","8319","FA","21","","0","0%","-","0%"
"*04w4e*","Johan Rojas","PHI","OF","8320","FA","21","","0","0%","-","23%"
"*05rgq*","Kendry Rojas","TOR","RP","8321","FA","19","","0","0%","-","1%"
"*02n6r*","Leonardo Rojas","SF","C","8322","FA","31","","0","0%","-","0%"
"*03zl5*","Oscar Rojas","TB","OF","8323","FA","25","","0","0%","-","0%"
"*05u6f*","Oscar Rojas","NYM","SP","8324","FA","22","","0","0%","-","0%"
"*01tju*","Randol Rojas","TEX","SP","8325","FA","31","","0","0%","-","0%"
"*04l96*","Ronny Rojas","NYY","SS,INF","8326","FA","20","","0","0%","-","1%"
"*05yin*","Yendry Rojas","SD","SS,INF","8327","FA","17","","0","0%","-","2%"
"*01sl5*","Kiel Roling","COL","1B,INF","8328","FA","35","","0","0%","-","0%"
"*04mlh*","Ryan Rolison","COL","SP","8329","FA","24","","0","1%","1010.63","22%"
"*05h2w*","James Rolle","BAL","1B,INF","8330","FA","20","","0","0%","-","0%"
"*02hj2*","Kyle Roller","NYY","1B,INF","8331","FA","33","","0","0%","-","0%"
"*049j6*","Franklin Rollin","TEX","OF","8332","FA","26","","0","0%","-","0%"
"*04pqd*","Drew Rom","BAL","SP,RP","8333","FA","22","","0","0%","-","7%"
"*041x0*","Mitchell Roman","CHW","SS,INF","8334","FA","26","","0","0%","-","0%"
"*03758*","Jake Romanski","BOS","C","8335","FA","31","","0","0%","-","0%"
"*05l1o*","Keshawn Rombley","STL","OF","8336","FA","18","","0","0%","-","0%"
"*0519d*","Patrick Romeri","STL","OF","8337","FA","20","","0","0%","-","2%"
"*02mxw*","Avery Romero","MIA","2B,INF","8338","FA","28","","0","0%","-","0%"
"*052hw*","Carlos Romero","WSH","SP","8339","FA","22","","0","0%","-","0%"
"*05r62*","Christian Romero","LAD","RP","8340","FA","0","","0","0%","-","0%"
"*01fi6*","Deibinson Romero","MIN","3B,INF","8341","FA","35","","0","0%","-","0%"
"*03mq7*","Dioscar Romero","BOS","SP","8342","FA","26","","0","0%","-","0%"
"*02j3a*","Franderlin Romero","CIN","SP","8344","FA","31","","0","0%","-","0%"
"*04odc*","Jhon Romero","WSH","RP","8345","FA","27","","0","0%","1241.1","1%"
"*041rj*","JoJo Romero","PHI","RP","8346","FA","25","","0","0%","-","4%"
"*051e7*","Jorge Romero","OAK","OF","8347","FA","21","","0","0%","-","0%"
"*04z9j*","Miguel Romero","OAK","RP","8348","FA","27","","0","0%","-","0%"
"*01lul*","Niuman Romero","NYM","2B,INF","8349","FA","37","","0","0%","-","0%"
"*03bwb*","Orlando Romero","TB","SP","8350","FA","25","","0","0%","-","0%"
"*03qo5*","Pierce Romero","ARI","SP,RP","8351","FA","27","","0","0%","-","0%"
"*055c7*","Randy Romero","PIT","OF","8352","FA","22","","0","0%","-","0%"
"*04eea*","Seth Romero","WSH","RP","8353","FA","25","","0","0%","924.1","9%"
"*052fz*","Sterling Romero","CLE","OF","8354","FA","20","","0","0%","-","0%"
"*04eoc*","Tommy Romero","TB","SP","8355","FA","24","","0","12%","809.65","23%"
"*03ref*","Wennington Romero","CIN","SP","8356","FA","24","","0","0%","-","0%"
"*03o3a*","Yoel Romero","NYM","SS,INF","8357","FA","23","","0","0%","-","0%"
"*05gwr*","Drew Romo","COL","C","8358","FA","20","","0","0%","-","11%"
"*049t6*","Andri Rondon","CHC","SP","8359","FA","26","","0","0%","-","0%"
"*04qp1*","Angel Rondon","STL","RP","8360","FA","24","","0","0%","1271.1","4%"
"*03bah*","Cleuluis Rondon","CHW","2B,SS,INF","8361","FA","27","","0","0%","-","0%"
"*05xzq*","Leonardo Rondon","PHI","2B,INF","8362","FA","18","","0","0%","-","0%"
"*04an7*","Manuel Rondon","CHC","SP","8363","FA","27","","0","0%","-","0%"
"*04ppm*","John Rooney","LAD","SP","8364","FA","25","","0","0%","-","1%"
"*031dp*","Angel Rosa","LAA","2B,3B,SS,INF","8365","FA","29","","0","0%","-","0%"
"*02br7*","Gabriel Rosa","CIN","OF","8366","FA","28","","0","0%","-","0%"
"*03mpz*","Garabez Rosa","BAL","SS,INF","8367","FA","32","","0","0%","-","0%"
"*04080*","Jeffrey Rosa","WSH","SP","8368","FA","26","","0","0%","-","0%"
"*033rn*","Viosergy Rosa","MIA","1B,INF","8369","FA","31","","0","0%","-","0%"
"*025g8*","Adrian Rosario","BAL","RP","8370","FA","32","","0","0%","-","0%"
"*051kx*","Dalvy Rosario","MIA","SS,INF,OF","8371","FA","21","","0","0%","-","0%"
"*0514y*","Dilan Rosario","SF","SS,INF","8372","FA","20","","0","0%","-","1%"
"*045on*","Eguy Rosario","SD","3B,INF","8373","FA","22","","0","1%","1071.7","9%"
"*045oe*","Jeisson Rosario","BOS","OF","8374","FA","22","","0","0%","-","6%"
"*04yds*","Jerming Rosario","LAD","SP","8375","FA","19","","0","0%","-","2%"
"*02ylh*","Jose Rosario","CHC","SP","8376","FA","31","","0","0%","-","0%"
"*03c7o*","Jose Rosario","NYY","SS,INF","8377","FA","30","","0","0%","-","0%"
"*05js9*","Kala'i Rosario","MIN","1B,INF,OF","8378","FA","19","","0","0%","-","7%"
"*029uy*","Rainel Rosario","STL","OF","8379","FA","32","","0","0%","-","0%"
"*03avl*","Ronald Rosario","SEA","OF","8380","FA","25","","0","0%","-","0%"
"*04n1s*","Stanley Rosario","NYY","OF","8382","FA","21","","0","0%","-","0%"
"*03nfw*","Yeremi Rosario","COL","SS,INF","8383","FA","24","","0","0%","-","0%"
"*04yk7*","Yordi Rosario","LAA","SP","8384","FA","23","","0","0%","-","0%"
"*05nsh*","Yowelfy Rosario","STL","SS,INF","8385","FA","21","","0","0%","-","0%"
"*04eix*","Jayson Rose","MIL","SP,RP","8386","FA","26","","0","0%","-","0%"
"*041s8*","Joey Rose","ARI","3B,INF","8387","FA","24","","0","0%","-","0%"
"*02ndn*","Matt Rose","CHW","1B,3B,INF,SP,RP","8388","FA","27","","0","0%","-","0%"
"*03dio*","Yale Rosen","SD","OF","8389","FA","28","","0","0%","-","0%"
"*02i1m*","Daniel Rosenbaum","WSH","SP","8390","FA","34","","0","0%","-","0%"
"*0429i*","Kenny Rosenberg","TB","SP,RP","8392","FA","26","","0","0%","-","0%"
"*04q15*","Simon Rosenblum-Larson","TB","SP,RP","8393","FA","25","","0","0%","-","1%"
"*05uwz*","Corey Rosier","SD","OF","8394","FA","22","","0","0%","-","5%"
"*02hhn*","Seth Rosin","SF","RP","8395","FA","33","","0","0%","-","0%"
"*027bs*","Austin Ross","MIL","SP","8396","FA","33","","0","0%","-","0%"
"*02c41*","Greg Ross","ATL","SP,RP","8397","FA","32","","0","0%","-","0%"
"*02n1l*","Kevin Ross","PIT","SS,INF","8398","FA","28","","0","0%","-","0%"
"*0374r*","Ty Ross","SF","C","8399","FA","30","","0","0%","-","0%"
"*03185*","Max Rossiter","PIT","C","8401","FA","31","","0","0%","-","0%"
"*03du8*","Bubby Rossman","LAD","SP,RP","8402","FA","29","","0","0%","-","0%"
"*04gyn*","Ramon Rosso","DET","RP","8403","FA","25","","0","0%","-","1%"
"*0318c*","Billy Roth","PIT","SP,RP","8404","FA","26","","0","0%","-","0%"
"*057mz*","Houston Roth","BAL","RP","8405","FA","24","","0","0%","-","0%"
"*02i39*","Michael Roth","TEX","RP","8406","FA","32","","0","0%","-","0%"
"*05yhj*","Mike Rothenberg","DET","C","8407","FA","23","","0","0%","-","0%"
"*0516y*","Rudy Rott","PHI","1B,INF","8408","FA","25","","0","0%","-","0%"
"*05y72*","Landen Roupp","SF","SP","8409","FA","23","","0","0%","-","0%"
"*051fa*","Thomas Rowan","MIA","C","8410","FA","26","","0","0%","-","0%"
"*01t4p*","Billy Rowell","BAL","3B,INF","8411","FA","33","","0","0%","-","0%"
"*041wd*","Matt Rowland","ATL","SP,RP","8412","FA","24","","0","0%","-","0%"
"*025e0*","Robby Rowland","ARI","SP","8413","FA","30","","0","0%","-","0%"
"*05rkx*","Braxton Roxby","CIN","RP","8415","FA","23","","0","0%","-","0%"
"*03n2l*","Alex Roy","SEA","RP","8416","FA","26","","0","0%","-","0%"
"*0318s*","Jeff Roy","PIT","OF","8417","FA","30","","0","0%","-","0%"
"*04ptk*","Alex Royalty","CLE","SP,RP","8418","FA","24","","0","0%","-","0%"
"*05ya7*","Aaron Rozek","MIN","SP","8419","FA","26","","0","0%","-","0%"
"*052ie*","Luis Rubio","ARI","SS,INF","8420","FA","20","","0","0%","-","0%"
"*0429q*","Michael Rucker","CHC","RP","8422","FA","27","","0","0%","-","1%"
"*05y03*","Carson Rudd","CIN","RP","8423","FA","23","","0","0%","-","0%"
"*05yhf*","Matt Rudick","NYM","OF","8424","FA","23","","0","0%","-","0%"
"*02bvr*","Johnny Ruettiger","BAL","OF","8425","FA","32","","0","0%","-","0%"
"*0518a*","Mike Ruff","COL","SP,RP","8426","FA","23","","0","0%","-","0%"
"*051dt*","Jason Ruffcorn","CIN","SP,RP","8427","FA","23","","0","0%","-","0%"
"*025e8*","Chance Ruffin","SEA","RP","8428","FA","33","","0","0%","-","0%"
"*021y4*","Brian Ruggiano","LAD","3B,INF","8429","FA","35","","0","0%","-","0%"
"*04c0v*","Agustin Ruiz","SD","OF","8431","FA","22","","0","0%","-","1%"
"*05xrt*","Alfredo Ruiz","STL","SP","8432","FA","22","","0","0%","-","0%"
"*05ymc*","Cesar Ruiz","BOS","SP","8433","FA","18","","0","0%","-","0%"
"*0406v*","Esteury Ruiz","SD","2B,INF","8434","FA","23","","0","0%","-","9%"
"*04ocu*","Jean Ruiz","OAK","SP","8435","FA","25","","0","0%","-","0%"
"*05ydv*","Jorge Ruiz","LAA","OF","8436","FA","17","","0","0%","-","0%"
"*03p9u*","Norge Ruiz","OAK","SP","8437","FA","28","","0","0%","-","1%"
"*025g9*","Peter Ruiz","BOS","SP","8438","FA","34","","0","0%","-","0%"
"*04c0m*","Victor Ruiz","CIN","3B,INF","8439","FA","22","","0","0%","-","0%"
"*05yb0*","T.J. Rumfield","PHI","3B,INF","8440","FA","21","","0","0%","-","0%"
"*05y15*","Toby Rumfield","NYY","3B,INF","8441","FA","21","","0","0%","-","0%"
"*01u5n*","Sam Runion","KC","SP","8442","FA","33","","0","0%","-","0%"
"*0484f*","Pat Ruotolo","SF","RP","8443","FA","27","","0","0%","-","0%"
"*04epc*","Matthew Ruppenthal","HOU","SP,RP","8444","FA","26","","0","0%","-","0%"
"*03ql6*","Jagger Rusconi","CHW","2B,INF,OF","8445","FA","25","","0","0%","-","0%"
"*04er5*","Addison Russ","NYY","SP,RP","8447","FA","27","","0","0%","-","1%"
"*03piu*","Ashe Russell","KC","SP","8448","FA","25","","0","0%","-","1%"
"*04ep4*","John Russell","SF","SP,RP","8449","FA","26","","0","0%","-","0%"
"*03de8*","Michael Russell","TB","SS,INF","8450","FA","29","","0","0%","-","0%"
"*051i3*","Carter Rustad","MIL","SP,RP","8451","FA","20","","0","0%","-","0%"
"*02hob*","Evan Rutckyj","NYY","SP,RP","8452","FA","30","","0","0%","-","0%"
"*03sqv*","Eric Ruth","NYY","SP","8453","FA","31","","0","0%","-","0%"
"*03zce*","Blake Rutherford","CHW","OF","8454","FA","24","","0","0%","1338.1","7%"
"*04yte*","Jackson Rutledge","WSH","SP","8455","W (Sat)","22","","0","0%","-","32%"
"*02mzp*","Lex Rutledge","BAL","SP","8456","FA","30","","0","0%","-","0%"
"*03dj7*","Jared Ruxer","LAA","SP,RP","8457","FA","29","","0","0%","-","0%"
"*04ej1*","Connor Ryan","CIN","SP,RP","8459","FA","27","","0","0%","-","0%"
"*05ynx*","River Ryan","SD","SP","8461","FA","23","","0","0%","-","0%"
"*04aja*","Ryder Ryan","TEX","SP","8462","FA","26","","0","0%","-","0%"
"*000th*","Jae Kuk Ryu","SD","RP","8463","FA","38","","0","0%","-","0%"
"*0514i*","Andrew Saalfrank","ARI","SP,RP","8464","FA","24","","0","0%","-","0%"
"*0407x*","Elvis Sabala","SD","SS,INF","8465","FA","24","","0","0%","-","0%"
"*05ge2*","Aaron Sabato","MIN","1B,INF","8466","FA","22","","0","0%","-","28%"
"*05158*","Blake Sabol","PIT","OF","8467","FA","24","","0","0%","-","1%"
"*02hoj*","Stefan Sabol","ATL","C","8468","FA","30","","0","0%","-","0%"
"*04pxo*","Erik Sabrowski","SD","SP,RP","8469","FA","24","","0","0%","-","0%"
"*014ue*","Mark Saccomanno","MIA","3B,INF","8470","FA","41","","0","0%","-","0%"
"*03df1*","Chris Sadberry","MIA","SP,RP","8471","FA","30","","0","0%","-","0%"
"*004ff*","Billy Sadler","HOU","RP","8472","FA","40","","0","0%","-","0%"
"*05t5i*","Lexer Saduy","CLE","OF","8473","FA","19","","0","0%","-","0%"
"*02byy*","Connor Sadzeck","MIL","RP","8474","FA","30","","0","0%","-","0%"
"*05y5q*","Dustin Saenz","WSH","RP","8475","FA","22","","0","0%","-","1%"
"*05mru*","Thomas Saggese","TEX","SS,INF","8476","FA","19","","0","0%","-","2%"
"*021y9*","Kent Sakamoto","PIT","1B,INF","8477","FA","38","","0","0%","-","0%"
"*03o39*","Johan Sala","LAA","OF","8478","FA","24","","0","0%","-","0%"
"*03dhz*","Javi Salas","MIL","SP,RP","8479","FA","29","","0","0%","-","0%"
"*04aq5*","Jose Salas","DET","SS,INF","8480","FA","24","","0","0%","-","2%"
"*056j0*","Jose Salas","MIA","SS,INF","8481","FA","18","","0","0%","650.1","27%"
"*021yb*","Luis Salas","DET","OF","8482","FA","33","","0","0%","-","0%"
"*005hk*","Marino Salas","PIT","RP","8483","FA","40","","0","0%","-","0%"
"*0311u*","Carlos Salazar","ATL","SP,RP","8484","FA","27","","0","0%","-","0%"
"*04psg*","Cesar Salazar","HOU","C","8485","FA","26","","0","0%","-","0%"
"*05r6p*","Eduardo Salazar","NYM","OF","8486","FA","21","","0","0%","-","0%"
"*05rlb*","Eduardo Salazar","CIN","SP","8487","FA","23","","0","0%","-","1%"
"*05unx*","Johnfrank Salazar","BOS","SS,INF","8488","FA","18","","0","0%","-","0%"
"*03qpv*","Paul Salazar","STL","SP,RP","8489","FA","24","","0","0%","-","0%"
"*01spy*","Adrian Salcedo","MIN","SP","8490","FA","30","","0","0%","-","0%"
"*05w8m*","Andruw Salcedo","CIN","C","8491","FA","19","","0","0%","-","0%"
"*01spm*","Edward Salcedo","ATL","SS,INF","8492","FA","30","","0","0%","-","0%"
"*042b5*","Enrique Saldana","COL","SS,INF","8493","FA","22","","0","0%","-","0%"
"*01uce*","Josh Sale","TEX","OF","8494","FA","30","","0","0%","-","0%"
"*01uh2*","Emeel Salem","TB","OF","8495","FA","37","","0","0%","-","0%"
"*05ydb*","Bryant Salgado","HOU","RP","8496","FA","22","","0","0%","-","0%"
"*02c2l*","Ismael Salgado","DET","OF","8497","FA","29","","0","0%","-","0%"
"*04fha*","Raimfer Salinas","NYY","OF","8498","FA","21","","0","0%","-","3%"
"*04q6r*","Ricky Salinas","CIN","SP,RP","8499","FA","25","","0","0%","-","0%"
"*05wy3*","Royber Salinas","ATL","SP,RP","8500","FA","20","","0","0%","-","0%"
"*05j6z*","Ruben Salinas","SD","OF","8501","FA","19","","0","0%","-","0%"
"*03qu3*","J.D. Salmon-Williams","CIN","2B,INF","8502","FA","24","","0","0%","-","0%"
"*04ehd*","Logan Salow","OAK","SP,RP","8503","FA","27","","0","0%","-","0%"
"*02yn0*","Austin Salter","CIN","RP","8504","FA","30","","0","0%","-","0%"
"*04dwi*","Blaise Salter","DET","1B,INF","8505","FA","28","","0","0%","-","0%"
"*04q28*","J.T. Salter","SEA","SP,RP","8506","FA","25","","0","0%","-","0%"
"*03du3*","Daniel Salters","CLE","C","8507","FA","29","","0","0%","-","0%"
"*0420v*","Kidnay Salva","MIN","C","8508","FA","23","","0","0%","-","0%"
"*04ykf*","Jose Salvador","LAA","SP","8509","FA","22","","0","0%","-","1%"
"*03qvk*","Mike Salvatore","SEA","SS,INF,SP,RP","8510","FA","25","","0","0%","-","0%"
"*05yay*","Tyler Samaniego","PIT","SP,RP","8511","FA","23","","0","0%","-","0%"
"*031cl*","Jose Samayoa","TEX","SP,RP","8512","FA","32","","0","0%","-","0%"
"*04ej0*","Bryan Sammons","MIN","SP,RP","8513","FA","26","","0","0%","-","0%"
"*000zh*","Clint Sammons","MIA","C","8514","FA","38","","0","0%","-","0%"
"*04q2l*","Caleb Sampen","TB","SP,RP","8515","FA","25","","0","0%","-","1%"
