"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Score","%D","ADP","% Rostered"
"*050if*","Humberto Castellanos","ARI","SP","756","FA","23","","19.73","0%","-","4%"
"*03poo*","Peter Lambert","COL","SP","760","W (Mon)","24","","19.36","0%","-","7%"
"*041px*","Ben Bowden","COL","RP","762","W (Mon)","27","","19.29","0%","-","4%"
"*03d7a*","Sean Reid-Foley","NYM","RP","763","W (Mon)","26","","19.26","0%","-","6%"
"*0310h*","Travis Demeritte","ATL","OF","771","W (Tue)","27","","18.57","0%","-","3%"
"*03qn0*","Garrett Stubbs","PHI","C","773","W (Mon)","28","","18.41","0%","-","3%"
"*041sr*","Bryan Garcia","DET","RP","774","FA","26","","18.34","0%","-","6%"
"*03qqd*","Seby Zavala","CHW","C","778","W (Mon)","28","","18","0%","-","4%"
"*041m5*","T.J. Zeuch","STL","SP","788","W (Fri)","26","","17.12","0%","-","6%"
"*02n2v*","Anthony Banda","PIT","RP","789","FA","28","","17.11","0%","-","3%"
"*041vm*","Dylan Lee","ATL","RP","790","FA","27","","17.05","0%","-","1%"
"*041yb*","Dean Kremer","BAL","SP","799","W (Mon)","26","","15.94","0%","-","9%"
"*0429r*","Max Kranick","PIT","SP","801","FA","24","","15.67","0%","-","7%"
"*03d6p*","Grant Holmes","OAK","SP","804","W (Mon)","25","","15.18","0%","-","7%"
"*03qyb*","Donovan Walton","SEA","2B","805","FA","27","","14.88","0%","-","4%"
"*04lo8*","Jose Rojas","LAA","OF","807","FA","28","","14.42","0%","-","6%"
"*03xy4*","Albert Abreu","NYY","RP","812","W (Thu)","26","","0","0%","-","10%"
"*04tlv*","Bryan Abreu","HOU","RP","813","W (Fri)","24","","0","0%","-","8%"
"*000fh*","Manny Acosta","NYM","RP","814","FA","40","","0","0%","-","1%"
"*03218*","Micker Adolfo","CHW","OF","816","W (Mon)","25","","0","0%","-","6%"
"*021ho*","Craig Albernaz","TB","C","818","FA","39","","0","0%","-","0%"
"*01cfu*","Tim Alderson","PIT","SP","819","FA","33","","0","0%","-","1%"
"*02484*","Aaron Altherr","NYM","OF","821","FA","30","","0","0%","-","0%"
"*01skd*","Carlo Alvarado","LAD","SP","822","FA","43","","0","0%","-","0%"
"*03mpn*","Eddy Alvarez","LAD","3B","823","W (Wed)","31","","0","0%","-","1%"
"*04elh*","Jacob Amaya","LAD","SS","825","W (Mon)","23","","0","0%","-","6%"
"*03xs3*","Miguel Amaya","CHC","C","826","W (Mon)","22","","0","0%","-","13%"
"*026qh*","Steven Ames","MIA","RP","827","FA","33","","0","0%","-","0%"
"*04a1i*","Yasel Antuna","WSH","SS","832","W (Mon)","22","","0","0%","-","8%"
"*04l9y*","Sherten Apostel","TEX","3B","833","W (Mon)","22","","0","0%","-","11%"
"*02b2j*","Mark Appel","PHI","SP","834","FA","30","","0","0%","-","1%"
"*03nrm*","Jonathan Arauz","BOS","SS","836","W (Mon)","23","","0","0%","-","4%"
"*02i63*","Feny Arias","CHW","SP","837","FA","30","","0","0%","-","0%"
"*02hma*","Tyler Austin","MIL","1B,OF","838","FA","30","","0","0%","-","0%"
"*03to4*","Pedro Avila","SD","SP","839","W (Mon)","24","","0","0%","-","3%"
"*03c6o*","Luis Aviles","MIA","SS","840","W (Tue)","26","","0","0%","-","0%"
"*03bu6*","Yoan Aybar","COL","RP","841","W (Mon)","24","","0","0%","-","3%"
"*04akb*","Michel Baez","SD","RP","842","FA","25","","0","0%","-","6%"
"*041w4*","Bryan Baker","BAL","RP","843","W (Mon)","27","","0","0%","-","0%"
"*041v3*","Caleb Baragar","SF","RP","845","W (Mon)","27","","0","0%","-","6%"
"*041sn*","Tres Barrera","WSH","C","846","W (Mon)","27","","0","0%","-","3%"
"*01dom*","Antonio Bastardo","ARI","RP","847","FA","36","","0","0%","-","0%"
"*01f6h*","Aaron Bates","LAD","1B","848","FA","37","","0","0%","-","0%"
"*02n2w*","D.J. Baxendale","MIN","SP,RP","851","FA","31","","0","0%","-","0%"
"*04mjn*","Eduard Bazardo","BOS","RP","852","W (Mon)","26","","0","0%","-","4%"
"*02i3i*","Wuilmer Becerra","NYM","OF","853","FA","27","","0","0%","-","0%"
"*03djb*","Jalen Beeks","TB","RP","854","FA","28","","0","0%","-","5%"
"*02hdd*","Chad Bell","ATL","RP","855","FA","32","","0","0%","-","0%"
"*04t40*","Brayan Bello","BOS","SP","856","W (Mon)","22","","0","0%","-","14%"
"*05u9e*","Hugo Beltran","BAL","SP","857","FA","21","","0","0%","-","0%"
"*02nbr*","Anthony Bemboom","BAL","C","858","W (Sun)","31","","0","0%","-","2%"
"*05udq*","Mason Berne","ARI","1B","860","FA","25","","0","0%","-","0%"
"*01sci*","Christian Bethancourt","OAK","C","861","W (Mon)","30","","0","0%","-","0%"
"*04ekb*","Alec Bettinger","MIL","RP","862","W (Mon)","26","","0","0%","-","3%"
"*02aud*","Greg Billo","KC","SP","863","FA","31","","0","0%","-","0%"
"*04pwm*","Jason Bilous","CHW","SP","864","W (Mon)","24","","0","0%","-","4%"
"*02mwd*","Paul Blackburn","OAK","SP","865","FA","28","","0","0%","-","2%"
"*03qk2*","Travis Blankenhorn","NYM","2B","866","W (Mon)","25","","0","0%","-","3%"
"*025l1*","Jabari Blash","LAA","OF","867","FA","32","","0","0%","-","0%"
"*0056g*","Brian Bocock","KC","SS","869","FA","36","","0","0%","-","0%"
"*0436p*","Ronald Bolanos","KC","RP","870","W (Mon)","25","","0","0%","-","4%"
"*03qkd*","Skye Bolt","OAK","OF","871","FA","27","","0","0%","-","3%"
"*021iy*","Brock Bond","SF","2B","872","FA","36","","0","0%","-","0%"
"*02n6w*","Ryan Borucki","TOR","RP","873","W (Mon)","27","","0","0%","-","4%"
"*04eiy*","Bret Boswell","COL","2B","874","FA","27","","0","0%","-","1%"
"*0009s*","Michael Bourn","ARI","OF","875","FA","39","","0","0%","-","0%"
"*04pmg*","Jonathan Bowlan","KC","SP","876","W (Mon)","25","","0","0%","-","8%"
"*025e9*","Rob Brantly","NYY","C","878","W (Tue)","32","","0","0%","-","0%"
"*02bs3*","Bryan Brickhouse","SF","SP","880","W (Sat)","29","","0","0%","-","1%"
"*04q5b*","Jonah Bride","OAK","3B","881","W (Mon)","26","","0","0%","-","4%"
"*01saq*","Zack Britton","NYY","RP","882","FA","34","","0","0%","-","6%"
"*05k3i*","Justin Bruihl","LAD","RP","883","FA","24","","0","0%","-","0%"
"*021jp*","Alex Buchholz","CIN","2B","884","FA","34","","0","0%","-","0%"
"*000iy*","Travis Buck","SD","OF","885","FA","38","","0","0%","-","0%"
"*024ms*","Cody Buckel","TEX","SP","886","FA","29","","0","0%","-","0%"
"*02bua*","Sean Buckley","CIN","3B","887","FA","32","","0","0%","-","0%"
"*024mt*","Robert Bundy","BAL","SP","889","FA","31","","0","0%","-","0%"
"*03z64*","Zack Burdi","ARI","RP","890","W (Mon)","26","","0","0%","-","4%"
"*03dap*","Brock Burke","TEX","SP","891","W (Mon)","25","","0","0%","-","3%"
"*04pt4*","Jeremiah Burks","CHW","2B,SS","892","FA","25","","0","0%","-","0%"
"*03dbp*","D.J. Burt","CHW","2B","893","W (Tue)","26","","0","0%","-","0%"
"*00035*","Jared Burton","TEX","RP","894","FA","40","","0","0%","-","0%"
"*05oz7*","Jose Butto","NYM","SP","896","W (Mon)","23","","0","0%","-","7%"
"*042no*","Oswaldo Cabrera","NYY","2B","897","W (Mon)","22","","0","0%","-","15%"
"*01sy6*","Colton Cain","PIT","SP","898","FA","30","","0","0%","-","0%"
"*04eso*","Paul Campbell","MIA","RP","899","FA","26","","0","0%","-","3%"
"*04hi6*","Alexander Canario","CHC","OF","901","W (Mon)","21","","0","0%","-","17%"
"*021k6*","Mitch Canham","SD","C","902","FA","37","","0","0%","-","0%"
"*050ok*","Yeinier Cano","MIN","RP","904","La Maqui","27","","0","0%","-","2%"
"*04qnh*","Gerardo Carrillo","WSH","SP","905","W (Mon)","23","","0","0%","-","5%"
"*04erx*","Donovan Casey","WSH","OF","907","W (Mon)","25","","0","0%","-","3%"
"*04220*","Dan Castano","MIA","SP","908","W (Mon)","27","","0","0%","-","5%"
"*03o3u*","Ivan Castillo","KC","2B,3B","910","W (Sun)","26","","0","0%","-","1%"
"*03c7k*","Anthony Castro","TOR","RP","911","W (Mon)","26","","0","0%","-","4%"
"*03qxs*","Blake Cederlind","PIT","RP","914","FA","26","","0","0%","-","3%"
"*03vum*","Gilberto Celestino","MIN","OF","915","W (Mon)","22","","0","0%","-","7%"
"*0529m*","Allan Cerda","CIN","OF","916","W (Mon)","22","","0","0%","-","7%"
"*04o0a*","Wandisson Charles","OAK","SP","918","W (Mon)","25","","0","0%","-","3%"
"*03bu1*","Juan Ciriaco","COL","2B","919","FA","31","","0","0%","-","0%"
"*03qju*","Garrett Cleavinger","LAD","RP","920","FA","27","","0","0%","-","2%"
"*04ppi*","Kody Clemens","DET","2B","921","W (Mon)","25","","0","0%","-","5%"
"*04alp*","Ernie Clement","CLE","2B","922","W (Mon)","25","","0","0%","-","4%"
"*013u9*","Phil Coke","NYY","RP","923","FA","39","","0","0%","-","0%"
"*01sh9*","Zach Collier","PHI","OF","925","FA","31","","0","0%","-","0%"
"*02bqx*","Zach Cone","TEX","OF","926","FA","32","","0","0%","-","0%"
"*04yl7*","Efrain Contreras","SD","SP","927","W (Mon)","22","","0","0%","-","3%"
"*02hjg*","Jordan Cooper","CLE","SP,RP","928","FA","32","","0","0%","-","0%"
"*04aw2*","Aldrem Corredor","PHI","1B","929","W (Sun)","26","","0","0%","-","1%"
"*01ubn*","Zack Cox","WSH","3B","931","FA","32","","0","0%","-","0%"
"*024nc*","Sean Coyle","BOS","2B","932","FA","29","","0","0%","-","0%"
"*02ht3*","Evan Crawford","CHW","RP","933","FA","35","","0","0%","-","0%"
"*031gu*","Stefan Crichton","ARI","RP","935","W (Mon)","29","","0","0%","-","3%"
"*04px6*","Cooper Criswell","LAA","SP","936","W (Mon)","25","","0","0%","-","3%"
"*013vo*","Luis Cruz","NYY","3B","938","FA","37","","0","0%","-","0%"
"*03pik*","William Cuevas","BOS","RP","939","FA","31","","0","0%","-","0%"
"*03o0h*","Hagen Danner","TOR","C,RP","940","W (Mon)","23","","0","0%","-","2%"
"*03dji*","Austin Davis","BOS","RP","942","FA","28","","0","0%","-","2%"
"*03qzb*","Jaylin Davis","SF","OF","944","W (Mon)","27","","0","0%","-","4%"
"*01sjz*","Kentrail Davis","MIL","OF","945","FA","33","","0","0%","-","0%"
"*04pva*","Noah Davis","COL","SP","946","W (Mon)","24","","0","0%","-","3%"
"*059zq*","Angel De Jesus","DET","SP","947","W (Mon)","24","","0","0%","-","1%"
"*05r0r*","Enmanuel De Jesus","SF","SP","948","W (Sat)","25","","0","0%","-","0%"
"*02jwc*","Keury De La Cruz","BOS","OF","949","FA","30","","0","0%","-","0%"
"*03cb5*","Edgar De La Rosa","DET","SP","950","FA","31","","0","0%","-","0%"
"*01cxc*","Fautino De Los Santos","SD","RP","951","FA","35","","0","0%","-","0%"
"*04eem*","Greg Deichmann","CHC","OF","952","FA","26","","0","0%","-","6%"
"*03mny*","Miguel Del Pozo","DET","RP","953","FA","29","","0","0%","-","0%"
"*024nk*","Paul Demny","WSH","SP","954","FA","32","","0","0%","-","0%"
"*0313n*","David Denson","MIL","1B","955","FA","26","","0","0%","-","0%"
"*01s92*","Daniel Descalso","MIN","2B","956","FA","35","","0","0%","-","0%"
"*03qqf*","Alexis Diaz","CIN","SP","958","W (Mon)","25","","0","0%","-","1%"
"*04oc6*","Jhonathan Diaz","LAA","SP","959","W (Mon)","25","","0","0%","-","2%"
"*04yub*","Jordan Diaz","OAK","3B","960","W (Mon)","21","","0","0%","-","6%"
"*03yv1*","Yennsy Diaz","NYM","RP","961","W (Mon)","25","","0","0%","-","3%"
"*024b5*","Zackry Dodson","PIT","SP","963","FA","31","","0","0%","-","0%"
"*02z0b*","Jose Dominguez","SD","RP","966","FA","31","","0","0%","-","0%"
"*01c1i*","Jason Donald","TEX","SS","967","FA","37","","0","0%","-","0%"
"*05y12*","Daniel Duarte","CIN","SP","969","W (Mon)","25","","0","0%","-","0%"
"*04pxb*","Shawn Dubin","HOU","SP","970","W (Mon)","26","","0","0%","-","6%"
"*02zo9*","Samir Duenez","KC","1B,3B","971","FA","25","","0","0%","-","0%"
"*03hfk*","Matt Duffy","HOU","3B","972","FA","32","","0","0%","-","0%"
"*041qq*","Jon Duplantier","SF","SP","973","W (Tue)","27","","0","0%","-","7%"
"*04yj5*","Rodolfo Duran","NYY","C","976","W (Sun)","23","","0","0%","-","2%"
"*02mzo*","Josh Elander","ATL","C","977","FA","30","","0","0%","-","0%"
"*02zl7*","Roenis Elias","SEA","RP","978","FA","33","","0","0%","-","1%"
"*04eet*","Drew Ellis","ARI","3B","979","W (Mon)","26","","0","0%","-","5%"
"*02hqe*","Kent Emanuel","PHI","RP","980","W (Mon)","29","","0","0%","-","2%"
"*04mdf*","Jerar Encarnacion","MIA","OF","981","W (Mon)","24","","0","0%","-","6%"
"*04ak4*","Blayne Enlow","MIN","SP","982","W (Mon)","22","","0","0%","-","6%"
"*01cfx*","Brandon Erbe","PHI","SP","984","FA","34","","0","0%","-","0%"
"*05u1q*","Samuel Escudero","PIT","C","985","FA","17","","0","0%","-","0%"
"*03g4b*","Anderson Espinoza","CHC","SP","986","W (Mon)","23","","0","0%","-","8%"
"*03zl6*","Breiling Eusebio","COL","SP","987","W (Tue)","25","","0","0%","-","2%"
"*04aec*","Alex Faedo","DET","SP","988","W (Mon)","26","","0","0%","-","9%"
"*04ekf*","Calvin Faucher","TB","SP","990","W (Mon)","26","","0","0%","-","1%"
"*041qj*","Mario Feliciano","MIL","C","991","W (Mon)","23","","0","0%","-","6%"
"*025gh*","Jose Felix","TEX","C","992","FA","36","","0","0%","-","0%"
"*03r06*","Ryan Feltner","COL","SP","993","W (Mon)","25","","0","0%","-","4%"
"*03qmw*","Gray Fenter","SF","SP","994","W (Sun)","25","","0","0%","-","2%"
"*02757*","Anthony Fernandez","SEA","SP","996","FA","31","","0","0%","-","0%"
"*04ana*","Julian Fernandez","COL","RP","997","La Maqui","26","","0","0%","-","1%"
"*03mo2*","Junior Fernandez","STL","RP","998","FA","24","","0","0%","-","3%"
"*04esk*","Dylan File","MIL","SP","999","W (Mon)","25","","0","0%","-","3%"
"*03d6m*","Brandon Finnegan","CHW","SP","1000","W (Tue)","28","","0","0%","-","0%"
"*026m5*","Derek Fisher","MIN","OF","1001","W (Sun)","28","","0","0%","-","2%"
"*04py2*","Aaron Fletcher","SEA","RP","1002","W (Mon)","25","","0","0%","-","3%"
"*04aoq*","Jason Foley","DET","RP","1004","FA","26","","0","0%","-","2%"
"*01glp*","Logan Forsythe","MIL","3B","1005","FA","34","","0","0%","-","0%"
"*0422q*","Matt Foster","CHW","RP","1006","FA","26","","0","0%","-","6%"
"*0375q*","Dustin Fowler","MIA","OF","1007","FA","27","","0","0%","-","3%"
"*03pzm*","Lucius Fox","WSH","SS","1008","W (Mon)","24","","0","0%","-","5%"
"*0421k*","Bowden Francis","TOR","SP","1009","W (Mon)","25","","0","0%","-","4%"
"*02hnu*","David Freitas","NYY","C","1010","W (Sun)","32","","0","0%","-","0%"
"*02bs6*","Drew Gagnon","NYM","SP,RP","1013","FA","31","","0","0%","-","0%"
"*04gym*","Luis Garcia","PHI","SS","1015","W (Tue)","21","","0","0%","-","8%"
"*05g3x*","Maikel Garcia","KC","SS","1016","W (Mon)","21","","0","0%","-","2%"
"*02mxu*","Onelki Garcia","KC","RP","1019","FA","32","","0","0%","-","0%"
"*045gt*","Rony Garcia","DET","RP","1017","FA","24","","0","0%","-","3%"
"*03mkj*","Wilkerman Garcia","NYY","SS","1018","W (Tue)","23","","0","0%","-","2%"
"*004fb*","Michael Gardner","SD","RP","1020","FA","40","","0","0%","-","0%"
"*02hgc*","Dustin Garneau","DET","C","1021","FA","34","","0","0%","-","1%"
"*03dpt*","Reed Garrett","TEX","RP","1023","FA","29","","0","0%","-","0%"
"*03dgh*","Stone Garrett","ARI","OF","1024","FA","26","","0","0%","-","0%"
"*03ywr*","Ralph Garza Jr.","MIN","RP","1025","FA","27","","0","0%","-","0%"
"*03df4*","Max George","COL","2B","1026","W (Mon)","25","","0","0%","-","0%"
"*04pta*","Joey Gerber","SEA","RP","1027","W (Mon)","24","","0","0%","-","4%"
"*05y17*","Logan Gillaspie","BAL","SP","1028","W (Mon)","24","","0","0%","-","0%"
"*05llr*","Jose Godoy","SEA","C","1030","W (Mon)","27","","0","0%","-","1%"
"*04xne*","Yoendrys Gomez","NYY","SP","1031","W (Mon)","22","","0","0%","-","8%"
"*03bnk*","Erik Gonzalez","MIA","3B","1033","W (Mon)","30","","0","0%","-","4%"
"*03aqt*","Victor Gonzalez","LAD","RP","1034","W (Mon)","26","","0","0%","-","9%"
"*04llx*","Yariel Gonzalez","ATL","3B","1035","W (Sat)","27","","0","0%","-","3%"
"*0316r*","Trevor Gott","MIL","RP","1039","W (Mon)","29","","0","0%","-","3%"
"*02ymt*","Ashton Goudeau","COL","RP","1040","FA","29","","0","0%","-","2%"
"*0311k*","Hunter Green","LAA","SP,RP","1041","La Maqui","26","","0","0%","-","0%"
"*04v6r*","Osmy Gregorio","LAA","SS","1042","W (Sat)","23","","0","0%","-","0%"
"*004hr*","Seth Greisinger","ATL","SP,RP","1043","FA","0","","0","0%","-","0%"
"*024p6*","Justin Grimm","OAK","RP","1044","W (Sun)","33","","0","0%","-","0%"
"*04pmk*","Michael Grove","LAD","SP","1046","W (Mon)","25","","0","0%","-","5%"
"*04ei8*","Sean Guenther","MIA","RP","1047","FA","26","","0","0%","-","0%"
"*03fi1*","Javy Guerra","SD","RP","1048","FA","26","","0","0%","-","2%"
"*032uh*","Alex Guerrero","LAD","OF","1049","FA","35","","0","0%","-","0%"
"*023s4*","Ismael Guillon","CIN","SP","1050","FA","29","","0","0%","-","0%"
"*031nm*","Jandel Gustave","MIL","RP","1051","FA","29","","0","0%","-","2%"
"*03xs6*","Jeison Guzman","ARI","SS","1052","W (Mon)","23","","0","0%","-","3%"
"*03qsb*","Thomas Hackimer","NYM","SP,RP","1053","FA","27","","0","0%","-","0%"
"*02bx5*","Justin Hancock","CHC","SP,RP","1056","FA","31","","0","0%","-","0%"
"*03qlo*","Eric Hanhold","PIT","RP","1057","FA","28","","0","0%","-","1%"
"*021pm*","Alonzo Harris","NYM","2B","1058","FA","32","","0","0%","-","0%"
"*0310c*","Hunter Harvey","SF","RP","1061","FA","27","","0","0%","-","10%"
"*02hkp*","Drew Hayes","CIN","RP","1064","FA","34","","0","0%","-","0%"
"*02n8l*","Louis Head","MIA","RP","1065","W (Mon)","31","","0","0%","-","2%"
"*04pwx*","Jon Heasley","KC","SP","1066","FA","24","","0","0%","-","6%"
"*02h9k*","Robert Hefflinger","ATL","OF","1067","FA","32","","0","0%","-","0%"
"*031gh*","Ben Heller","ARI","RP","1068","FA","30","","0","0%","-","2%"
"*04n1t*","Austin Hendrick","CIN","OF","1069","99 prob","20","","0","0%","-","30%"
"*031ev*","Ryan Hendrix","CIN","RP","1070","W (Mon)","27","","0","0%","-","4%"
"*04tzu*","Ronny Henriquez","TEX","SP","1071","W (Mon)","21","","0","0%","-","6%"
"*041sv*","Payton Henry","MIA","C","1072","FA","24","","0","0%","-","3%"
"*03733*","Leonardo Heras","HOU","OF","1073","FA","31","","0","0%","-","0%"
"*01zz8*","Luis Heredia","PIT","SP","1074","FA","27","","0","0%","-","0%"
"*03zlc*","Arnaldo Hernandez","MIL","SP","1075","W (Sun)","25","","0","0%","-","0%"
"*04up9*","Heriberto Hernandez","TB","C","1076","Canha Ge","22","","0","0%","-","22%"
"*03mgq*","Jonathan Hernandez","TEX","RP","1077","FA","25","","0","0%","-","8%"
"*04al0*","Ronaldo Hernandez","BOS","C","1078","W (Mon)","24","","0","0%","-","7%"
"*04hyc*","Ivan Herrera","STL","C","1080","W (Fri)","21","","0","0%","-","16%"
"*01fhw*","Javier Herrera","OAK","OF","1081","FA","40","","0","0%","-","0%"
"*05xz1*","Jose Herrera","ARI","C","1082","W (Fri)","24","","0","0%","-","0%"
"*02n83*","Dalton Hicks","MIN","1B","1083","FA","31","","0","0%","-","0%"
"*01sg4*","Steven Hill","OAK","C","1084","FA","36","","0","0%","-","0%"
"*01sas*","Matt Hobgood","BAL","SP","1085","FA","31","","0","0%","-","0%"
"*02nef*","Matt Hoffman","DET","RP","1086","FA","33","","0","0%","-","0%"
"*03pjg*","Kyle Holder","COL","SS","1087","W (Tue)","27","","0","0%","-","2%"
"*03dsa*","Jordan Holloway","MIA","RP","1088","W (Mon)","25","","0","0%","-","7%"
"*01uwj*","Tyler Holt","CIN","OF","1089","FA","32","","0","0%","-","0%"
"*03to7*","Jae-gyun Hwang","SF","3B","1093","FA","34","","0","0%","-","0%"
"*01olv*","Ryota Igarashi","NYY","RP","1094","FA","42","","0","0%","-","0%"
"*01sb6*","Brett Jackson","SF","OF","1097","FA","33","","0","0%","-","0%"
"*03qky*","Drew Jackson","OAK","SS","1098","W (Tue)","28","","0","0%","-","0%"
"*01s97*","Jay Jackson","ATL","RP","1099","W (Thu)","34","","0","0%","-","1%"
"*0241x*","Tyrell Jenkins","ATL","SP","1100","FA","29","","0","0%","-","0%"
"*02br4*","Williams Jerez","SEA","RP","1101","FA","29","","0","0%","-","0%"
"*04ni4*","Leonardo Jimenez","TOR","SS","1102","W (Mon)","20","","0","0%","-","9%"
"*02ymd*","Josh Johnson","WSH","SS","1103","FA","36","","0","0%","-","0%"
"*000f0*","Kelly Johnson","NYM","2B,3B,OF","1104","FA","39","","0","0%","-","0%"
"*04eqh*","Damon Jones","PHI","RP","1105","W (Mon)","27","","0","0%","-","3%"
"*02bwl*","Devin Jones","BAL","SP,RP","1106","FA","31","","0","0%","-","0%"
"*04222*","Taylor Jones","HOU","1B","1108","FA","28","","0","0%","-","5%"
"*02myn*","Zack Jones","MIN","RP","1109","FA","31","","0","0%","-","0%"
"*01ubf*","Caleb Joseph","SEA","C","1110","FA","35","","0","0%","-","0%"
"*01shs*","Corban Joseph","WSH","2B","1111","FA","33","","0","0%","-","0%"
"*05ueo*","Jorge Juan","OAK","SP","1112","W (Mon)","22","","0","0%","-","3%"
"*0310g*","Rob Kaminsky","PHI","SP","1114","FA","27","","0","0%","-","2%"
"*0311h*","Gosuke Katoh","TOR","2B","1115","W (Sat)","27","","0","0%","-","0%"
"*02i1l*","Munenori Kawasaki","CHC","2B","1116","FA","40","","0","0%","-","0%"
"*041mb*","Anthony Kay","TOR","SP","1117","W (Mon)","26","","0","0%","-","8%"
"*01fcp*","Casey Kelly","SF","RP","1118","FA","32","","0","0%","-","0%"
"*03qr5*","Matt Kent","MIA","RP","1120","W (Tue)","29","","0","0%","-","0%"
"*03yet*","Hyun Soo Kim","PHI","OF","1122","FA","34","","0","0%","-","0%"
"*04eku*","John King","TEX","RP","1123","FA","27","","0","0%","-","5%"
"*01vxo*","Austin Kirk","CHC","SP","1125","FA","31","","0","0%","-","0%"
"*027rt*","Brock Kjeldgaard","MIL","OF","1126","FA","35","","0","0%","-","0%"
"*0596f*","Heston Kjerstad","BAL","OF","1127","Hit","22","","0","0%","-","31%"
"*03h52*","Phil Klein","PHI","RP","1128","FA","32","","0","0%","-","0%"
"*03dww*","Gabe Klobosits","WSH","RP","1129","W (Mon)","26","","0","0%","-","1%"
"*023wj*","Marcus Knecht","TOR","OF","1130","FA","31","","0","0%","-","0%"
"*04q1u*","Reiss Knehr","SD","SP","1131","FA","25","","0","0%","-","5%"
"*02hky*","Adam Kolarek","OAK","RP","1132","W (Mon)","32","","0","0%","-","3%"
"*04eid*","Mark Kolozsvary","CIN","C","1133","W (Mon)","26","","0","0%","-","1%"
"*05t6p*","Austin Krzeminski","CHC","RP","1134","FA","25","","0","0%","-","0%"
"*000w2*","Masumi Kuwata","PIT","SP,RP","1135","FA","0","","0","0%","-","0%"
"*041s7*","Jimmy Lambert","CHW","SP","1138","W (Mon)","27","","0","0%","-","4%"
"*03ca0*","Stephen Landazuri","SEA","SP","1139","FA","30","","0","0%","-","0%"
"*021sc*","Quincy Latimore","PIT","OF","1140","FA","32","","0","0%","-","0%"
"*03qq9*","Justin Lawrence","COL","RP","1142","FA","27","","0","0%","-","2%"
"*03xu9*","Dae-Ho Lee","SEA","1B","1144","FA","39","","0","0%","-","0%"
"*04pyc*","Evan Lee","WSH","SP","1145","W (Mon)","24","","0","0%","-","3%"
"*0152p*","Travis Lee","WSH","1B","1147","FA","0","","0","0%","-","0%"
"*01skk*","Arnold Leon","TOR","RP","1151","FA","33","","0","0%","-","0%"
"*04yi5*","Eddys Leonard","LAD","SS","1148","W (Mon)","21","","0","0%","-","20%"
"*037ab*","Domingo Leyba","SD","2B","1150","W (Sat)","26","","0","0%","-","3%"
"*04af8*","Jesus Liranzo","ARI","SP","1153","FA","26","","0","0%","-","0%"
"*05koh*","Luke Little","CHC","SP,RP","1154","Hit","21","","0","0%","-","5%"
"*04aza*","Mauricio Llovera","SF","RP","1155","W (Tue)","25","","0","0%","-","3%"
"*04ejq*","Zach Logue","TOR","SP","1157","W (Mon)","25","","0","0%","-","2%"
"*00009*","James Loney","NYM","1B","1158","FA","37","","0","0%","-","0%"
"*02n09*","Tim Lopes","COL","2B","1159","W (Tue)","27","","0","0%","-","1%"
"*03mk3*","Yoan Lopez","PHI","RP","1162","W (Thu)","29","","0","0%","-","3%"
"*02bsq*","Jake Lowery","CLE","C","1163","FA","31","","0","0%","-","0%"
"*05t6o*","Carlos Luna","MIL","SP","1166","FA","25","","0","0%","-","0%"
"*03qok*","Vimael Machin","OAK","SS","1167","FA","28","","0","0%","-","3%"
"*025hp*","Matt Magill","SEA","RP","1169","FA","32","","0","0%","-","3%"
"*004dk*","Mitch Maier","KC","OF","1170","FA","39","","0","0%","-","0%"
"*04mlc*","Kazuhisa Makita","SD","RP","1171","FA","37","","0","0%","-","0%"
"*04eie*","Nick Margevicius","SEA","SP","1174","FA","25","","0","0%","-","6%"
"*04erc*","Ron Marinaccio","NYY","SP","1175","W (Mon)","26","","0","0%","-","0%"
"*04egi*","James Marinan","CIN","SP","1176","W (Mon)","23","","0","0%","-","3%"
"*01c5r*","Chris Marrero","SF","1B,OF","1178","FA","33","","0","0%","-","0%"
"*01ud3*","Christian Marrero","CHW","3B","1179","FA","35","","0","0%","-","0%"
"*04ydj*","Jose Marte","LAA","RP","1180","W (Mon)","25","","0","0%","-","0%"
"*03yxa*","Yunior Marte","SF","SP","1182","W (Fri)","26","","0","0%","-","0%"
"*026l3*","Leonys Martin","CLE","OF","1185","FA","33","","0","0%","-","0%"
"*05u3c*","Adrian Martinez","SD","RP","1186","W (Thu)","25","","0","0%","-","2%"
"*02i3j*","Hersin Martinez","SEA","OF","1187","FA","26","","0","0%","-","0%"
"*01sgc*","Jose Martinez","NYM","OF","1188","FA","33","","0","0%","-","2%"
"*01fhx*","Mario Martinez","SEA","3B","1189","FA","32","","0","0%","-","0%"
"*0420n*","Seth Martinez","HOU","RP","1190","W (Tue)","27","","0","0%","-","1%"
"*04ahc*","Bryan Mata","BOS","SP","1191","W (Mon)","22","","0","0%","-","12%"
"*04eqw*","Isaac Mattson","BAL","RP","1194","FA","26","","0","0%","-","2%"
"*02bs5*","Pratt Maynard","LAD","C","1196","FA","32","","0","0%","-","0%"
"*03qmz*","Patrick Mazeika","NYM","C","1197","FA","28","","0","0%","-","3%"
"*04pw3*","James McArthur","PHI","SP","1198","W (Mon)","25","","0","0%","-","1%"
"*02c4e*","Christopher McFarland","MIL","SS","1199","FA","29","","0","0%","-","0%"
"*013uk*","Casey McGehee","DET","3B","1200","FA","39","","0","0%","-","0%"
