"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Score","%D","ADP","% Rostered"
"*03zbh*","Fernando Tatis Jr.","SD","SS,OF","49","Pinstrip","23","","89.07","100%","2.45","97%"
"*03ynj*","Juan Soto","WSH","OF","20","Hit","23","","94.24","100%","2.69","97%"
"*02c68*","Trea Turner","LAD","2B,SS","28","Scavenge","28","","92.64","100%","3.35","97%"
"*03ojr*","Vladimir Guerrero Jr.","TOR","1B","10","lasmimis","22","","96.81","100%","4.77","97%"
"*01ub6*","Jose Ramirez","CLE","3B","2","La Maqui","29","","100","100%","5","97%"
"*041qb*","Bo Bichette","TOR","SS","44","La Maqui","23","","90.02","100%","7.88","97%"
"*01spo*","Gerrit Cole","NYY","SP","1","La Maqui","31","","100","100%","8.06","97%"
"*02yc4*","Shohei Ohtani","LAA","UT,SP","113","miche","27","","81.85","100%","8.55","97%"
"*041rd*","Corbin Burnes","MIL","SP","5","miche","27","","98.46","100%","9.26","97%"
"*01fh9*","Bryce Harper","PHI","OF","30","Canha Ge","29","","92.41","100%","9.97","97%"
"*03wha*","Ronald Acuna Jr.","ATL","OF","141","METS","24","","78.44","100%","11.29","97%"
"*03aac*","Walker Buehler","LAD","SP","4","La Maqui","27","","99.19","100%","12.58","97%"
"*01s8u*","Mike Trout","LAA","OF","75","miche","30","","85.98","100%","13.56","97%"
"*03pir*","Kyle Tucker","HOU","OF","61","miche","24","","87.59","100%","15.4","97%"
"*02btf*","Mookie Betts","LAD","OF","25","sfernand","29","","93.09","100%","15.44","97%"
"*02bu3*","Brandon Woodruff","MIL","SP","3","Canha Ge","28","","99.28","100%","17.29","97%"
"*004ee*","Max Scherzer","NYM","SP","9","SLG","37","","97.31","100%","17.51","95%"
"*030uc*","Rafael Devers","BOS","3B","63","sfernand","25","","87.31","100%","19.64","97%"
"*01sb3*","Zack Wheeler","PHI","SP","8","SLG","31","","97.78","100%","19.77","97%"
"*01cgo*","Freddie Freeman","(N/A)","1B","29","lasmimis","32","","92.55","100%","20.6","98%"
"*02hjp*","Jacob deGrom","NYM","SP","43","99 prob","33","","90.12","100%","21.22","97%"
"*03fi0*","Ozzie Albies","ATL","2B","60","METS","25","","87.83","100%","21.62","97%"
"*047l7*","Luis Robert","CHW","OF","168","Canha Ge","24","","75.37","100%","23.46","97%"
"*041rf*","Shane Bieber","CLE","SP","17","99 prob","26","","95.72","100%","24.28","97%"
"*02vl6*","Julio Urias","LAD","SP","7","99 prob","25","","97.9","100%","29.64","97%"
"*01svq*","Manny Machado","SD","3B","38","Canha Ge","29","","90.88","100%","29.95","97%"
"*04355*","Yordan Alvarez","HOU","OF","86","CALIXTO","24","","84.11","100%","30.08","97%"
"*02bu9*","Marcus Semien","TEX","2B,SS","68","Hit","31","","86.85","100%","30.22","97%"
"*03btv*","Sandy Alcantara","MIA","SP","14","METS","26","","96.14","100%","30.87","97%"
"*03qr0*","Cedric Mullins","BAL","OF","67","CALIXTO","27","","87.15","100%","30.99","97%"
"*025j1*","Robbie Ray","SEA","SP","13","Pinstrip","30","","96.26","100%","31.72","97%"
"*02i3o*","Aaron Nola","PHI","SP","6","CALIXTO","28","","98.33","100%","33.62","97%"
"*02z0s*","Aaron Judge","NYY","OF","111","miche","29","","82.07","100%","35.24","97%"
"*02i37*","Lucas Giolito","CHW","SP","15","miche","27","","96.11","100%","35.44","97%"
"*02mwm*","Matt Olson","OAK","1B","53","Canha Ge","27","","88.73","100%","38.23","97%"
"*01s9k*","Starling Marte","NYM","OF","159","99 prob","33","","75.95","100%","39.87","97%"
"*02hjk*","Whit Merrifield","KC","2B,OF","102","Scavenge","32","","82.83","100%","40.17","97%"
"*02xic*","Teoscar Hernandez","TOR","OF","145","Pinstrip","29","","77.83","100%","41.4","97%"
"*03dc4*","Freddy Peralta","MIL","SP","35","miche","25","","91.09","100%","42.79","97%"
"*01u75*","Salvador Perez","KC","C","152","sfernand","31","","76.7","100%","43.67","97%"
"*025gb*","Xander Bogaerts","BOS","SS","47","Hit","29","","89.17","100%","45.82","97%"
"*04csx*","Wander Franco","TB","SS","83","Scavenge","20","","84.98","100%","47.81","97%"
"*02hi7*","Kevin Gausman","TOR","SP","11","99 prob","31","","96.8","100%","48.69","97%"
"*01uca*","Chris Sale","BOS","SP","40","Scavenge","32","","90.64","100%","49.37","95%"
"*03d6w*","Jack Flaherty","STL","SP","99","miche","26","","83.09","100%","49.91","97%"
"*02bqh*","Trevor Story","(N/A)","SS","92","lasmimis","29","","83.67","100%","50.33","98%"
"*01ual*","Paul Goldschmidt","STL","1B","50","CALIXTO","34","","89.03","100%","52.35","97%"
"*01s94*","Lance Lynn","CHW","SP","45","Pinstrip","34","","89.8","100%","54.51","97%"
"*03nuc*","Luis Castillo","CIN","SP","18","Scavenge","29","","95.61","100%","54.55","97%"
"*03pom*","Austin Riley","ATL","3B","129","Pinstrip","24","","79.38","100%","54.96","97%"
"*030ud*","Eloy Jimenez","CHW","OF","164","99 prob","25","","75.72","100%","57.56","97%"
"*024m0*","Jose Altuve","HOU","2B","81","CALIXTO","31","","85.35","100%","58.23","97%"
"*025he*","George Springer","TOR","OF","185","sfernand","32","","73.13","100%","58.45","97%"
"*041pz*","Pete Alonso","NYM","1B","89","SLG","27","","83.95","100%","58.88","97%"
"*03110*","Tim Anderson","CHW","SS","161","METS","28","","75.91","100%","59.08","97%"
"*01uc9*","Nick Castellanos","(N/A)","OF","119","La Maqui","29","","80.82","100%","59.45","98%"
"*02mwk*","Jose Berrios","TOR","SP","12","sfernand","27","","96.8","100%","59.77","97%"
"*03dbm*","Logan Webb","SF","SP","26","SLG","25","","93.01","100%","60.78","97%"
"*01ub8*","Liam Hendriks","CHW","RP","109","CALIXTO","32","","82.27","100%","61","96%"
"*02611*","Francisco Lindor","NYM","SS","128","Pinstrip","28","","79.7","100%","61.65","97%"
"*03qjy*","Brandon Lowe","TB","2B","123","Scavenge","27","","80.05","100%","62.21","97%"
"*02w7p*","Alex Bregman","HOU","3B","84","Canha Ge","27","","84.96","100%","63.09","97%"
"*02n96*","Josh Hader","MIL","RP","135","miche","27","","78.57","100%","64.23","97%"
"*02i2k*","Byron Buxton","MIN","OF","289","miche","28","","63.76","100%","64.51","97%"
"*02i2j*","Max Fried","ATL","SP","21","CALIXTO","27","","94.23","100%","68.36","97%"
"*02yk4*","Tyler O'Neill","STL","OF","160","Canha Ge","26","","75.94","100%","68.58","96%"
"*02mw6*","Corey Seager","TEX","SS","72","CALIXTO","27","","86.06","100%","69.73","96%"
"*02bqy*","Joe Musgrove","SD","SP","22","Hit","29","","94.23","100%","69.87","97%"
"*02yg3*","Frankie Montas","OAK","SP","16","CALIXTO","28","","95.9","100%","70.77","97%"
"*040b5*","Randy Arozarena","TB","OF","205","Scavenge","26","","71.53","100%","71.92","97%"
"*01sy3*","Nolan Arenado","STL","3B","90","Canha Ge","30","","83.9","100%","72","97%"
"*02i2e*","Jose Abreu","CHW","1B","93","CALIXTO","34","","83.64","100%","74.67","97%"
"*03df2*","Dylan Cease","CHW","SP","36","lasmimis","26","","91.03","100%","75.36","97%"
"*02i3g*","Adalberto Mondesi","KC","3B","366","99 prob","26","","56.03","100%","76.18","94%"
"*04ak5*","Trevor Rogers","MIA","SP","80","CALIXTO","24","","85.46","100%","76.67","97%"
"*005jn*","Charlie Morton","ATL","SP","32","Canha Ge","38","","91.5","100%","76.91","96%"
"*04yfw*","Alek Manoah","TOR","SP","48","CALIXTO","24","","89.11","100%","78.15","97%"
"*025i9*","J.T. Realmuto","PHI","C","133","CALIXTO","30","","79.06","100%","79.42","97%"
"*02i2q*","Carlos Correa","(N/A)","SS","103","miche","27","","82.79","100%","80.04","98%"
"*026mn*","Javier Baez","DET","2B,SS","173","Hit","29","","74.93","100%","86.35","97%"
"*042sz*","Will Smith","LAD","C","130","Pinstrip","26","","79.24","100%","86.77","97%"
"*01c5l*","Yu Darvish","SD","SP","23","La Maqui","35","","93.66","100%","88.04","97%"
"*03e5m*","Bryan Reynolds","PIT","OF","110","Canha Ge","26","","82.2","100%","88.29","97%"
"*02yd1*","Jorge Polanco","MIN","2B,SS","120","sfernand","28","","80.73","100%","89.77","96%"
"*02mwj*","Mitch Haniger","SEA","OF","98","Hit","31","","83.13","100%","90.29","97%"
"*02334*","J.D. Martinez","BOS","OF","134","CALIXTO","34","","78.91","100%","91.45","97%"
"*0326s*","Ketel Marte","ARI","2B,OF","85","CALIXTO","28","","84.25","100%","91.63","97%"
"*04nx3*","Jonathan India","CIN","2B","149","lasmimis","25","","77.66","100%","92.32","96%"
"*04mlt*","Shane McClanahan","TB","SP","58","sfernand","24","","87.89","100%","92.64","96%"
"*01cdf*","Giancarlo Stanton","NYY","OF","208","99 prob","32","","71.3","100%","92.65","94%"
"*02mwg*","Jesse Winker","CIN","OF","271","METS","28","","65.37","100%","95.09","97%"
"*01ubo*","Kris Bryant","(N/A)","3B,OF","227","METS","30","","70.61","100%","95.38","98%"
"*03120*","Cody Bellinger","LAD","OF","124","Pinstrip","26","","79.86","100%","97.13","97%"
"*02c2r*","Carlos Rodon","(N/A)","SP","214","lasmimis","29","","71.19","100%","97.32","98%"
"*045qo*","Jazz Chisholm Jr.","MIA","2B,SS","264","METS","23","","66.41","100%","98.15","97%"
"*025dn*","Christian Yelich","MIL","OF","189","Hit","30","","72.78","100%","98.41","97%"
"*03aqv*","Raisel Iglesias","LAA","RP","167","Canha Ge","32","","75.46","100%","98.47","96%"
"*02mzg*","Max Muncy","LAD","1B,2B","87","SLG","31","","84.08","100%","99.6","97%"
"*0312g*","Tyler Mahle","CIN","SP","27","Canha Ge","27","","92.83","100%","102.32","96%"
"*02i3v*","Joey Gallo","NYY","OF","223","Hit","28","","70.75","100%","102.65","96%"
"*043f9*","Pablo Lopez","MIA","SP","65","sfernand","25","","87.27","100%","103.31","97%"
"*026l1*","Lance McCullers Jr.","HOU","SP","73","miche","28","","86.04","100%","103.31","97%"
"*041sq*","Tommy Edman","STL","2B,OF","154","FA","26","","76.22","100%","105.01","97%"
"*02bqr*","Blake Snell","SD","SP","105","Hit","29","","82.78","100%","108.71","97%"
"*041qo*","Zac Gallen","ARI","SP","59","Scavenge","26","","87.85","100%","111.63","97%"
"*01uqq*","Yasmani Grandal","CHW","C","178","Scavenge","33","","74.14","100%","112.85","95%"
"*01ut7*","Nathan Eovaldi","BOS","SP","24","lasmimis","31","","93.46","100%","113.14","96%"
"*02my5*","Edwin Diaz","NYM","RP","229","99 prob","27","","70.22","100%","113.69","96%"
"*04lgp*","Bobby Witt Jr.","KC","SS","484","99 prob","21","","45.4","100%","113.74","98%"
"*01tt9*","Anthony Rendon","LAA","3B","96","FA","31","","83.33","100%","114.06","95%"
"*03cag*","Kyle Schwarber","(N/A)","OF","200","CALIXTO","28","","71.96","100%","115.23","98%"
"*02i3z*","Franmil Reyes","CLE","UT","172","Canha Ge","26","","75.21","100%","118.27","96%"
"*02k18*","Austin Meadows","TB","OF","254","Canha Ge","26","","67.64","100%","119.13","97%"
"*04ggr*","Jarred Kelenic","SEA","OF","309","Scavenge","22","","61.33","100%","119.64","95%"
"*04auj*","Framber Valdez","HOU","SP","42","lasmimis","28","","90.33","100%","120.13","97%"
"*02c2h*","Chris Bassitt","OAK","SP","34","99 prob","32","","91.35","100%","121.92","96%"
"*04cwf*","Shane Baz","TB","SP","94","sfernand","22","","83.38","100%","124.73","99%"
"*000dp*","Justin Verlander","HOU","SP","155","W (Sun)","38","","76.19","100%","126.58","91%"
"*03qmh*","Jake Cronenworth","SD","1B,2B,SS","142","La Maqui","27","","78.33","100%","126.85","97%"
"*03pjl*","Ryan Mountcastle","BAL","1B,OF","201","sfernand","24","","71.91","100%","127.76","97%"
"*02zif*","Ryan Pressly","HOU","RP","220","miche","33","","70.87","100%","128.86","94%"
"*01gya*","Aroldis Chapman","NYY","RP","318","Pinstrip","33","","60.77","100%","128.95","95%"
"*041m0*","Ian Anderson","ATL","SP","79","METS","23","","85.5","100%","129.77","97%"
"*04ni3*","Luis Garcia","HOU","SP","31","SLG","25","","92.01","100%","129.99","96%"
"*01sfi*","DJ LeMahieu","NYY","1B,2B,3B","112","sfernand","33","","82.04","100%","130.72","96%"
"*03ae8*","Dansby Swanson","ATL","SS","148","sfernand","27","","77.71","100%","131.17","96%"
"*02x0f*","Sean Manaea","OAK","SP","19","CALIXTO","29","","94.87","100%","131.65","95%"
"*04n0m*","Logan Gilbert","SEA","SP","55","sfernand","24","","88.63","100%","131.76","96%"
"*03pit*","Trent Grisham","SD","OF","291","lasmimis","25","","63.09","100%","132","96%"
"*04efa*","Daulton Varsho","ARI","C,OF","285","Hit","25","","63.91","100%","132.21","95%"
"*04p9n*","Jared Walsh","LAA","1B","162","METS","28","","75.88","100%","133.77","97%"
"*04ug5*","Emmanuel Clase","CLE","RP","169","CALIXTO","23","","75.28","100%","134.73","95%"
"*03eet*","Yoan Moncada","CHW","3B","187","99 prob","26","","73","100%","138.03","97%"
"*03et8*","Ranger Suarez","PHI","SP,RP","77","La Maqui","26","","85.64","100%","140.28","95%"
"*005ih*","Clayton Kershaw","(N/A)","SP","147","Scavenge","33","","77.74","100%","142.67","96%"
"*03atq*","Willy Adames","MIL","SS","188","sfernand","26","","72.98","100%","142.67","96%"
"*02hg4*","Marcus Stroman","CHC","SP","41","sfernand","30","","90.43","100%","144.67","96%"
"*03de9*","Rhys Hoskins","PHI","1B","247","METS","28","","68.44","100%","145.46","96%"
"*01seb*","Robbie Grossman","DET","OF","272","Pinstrip","32","","65.07","100%","146.33","94%"
"*01svz*","Kenley Jansen","(N/A)","RP","262","SLG","34","","66.79","100%","146.87","96%"
"*029si*","Eduardo Rodriguez","DET","SP","39","Scavenge","28","","90.83","100%","147.73","94%"
"*02bsw*","Mike Clevinger","SD","SP","239","Pinstrip","31","","68.9","100%","150.09","96%"
"*00031*","Joey Votto","CIN","1B","157","miche","38","","76.14","100%","150.27","95%"
"*03ab0*","Luis Severino","NYY","RP","137","miche","27","","78.56","100%","150.28","96%"
"*000wm*","Adam Wainwright","STL","SP","51","METS","40","","88.95","100%","150.54","94%"
"*03nri*","Lourdes Gurriel Jr.","TOR","OF","195","Canha Ge","28","","72.46","100%","150.59","96%"
"*041mc*","Dylan Carlson","STL","OF","237","miche","23","","69.01","100%","152.26","95%"
"*03oh0*","Willson Contreras","CHC","C","253","Hit","29","","67.73","100%","153.65","96%"
"*03d6s*","Matt Chapman","OAK","3B","177","Pinstrip","28","","74.17","100%","154.73","95%"
"*04ptt*","Tarik Skubal","DET","SP","71","La Maqui","25","","86.16","100%","154.82","96%"
"*031t0*","Gleyber Torres","NYY","SS","244","Pinstrip","25","","68.7","100%","156.69","96%"
"*02u47*","Chris Taylor","LAD","2B,SS,OF","301","SLG","31","","62.22","100%","157","94%"
"*02bq4*","C.J. Cron","COL","1B","165","Canha Ge","32","","75.63","100%","157.06","95%"
"*0260v*","Sonny Gray","CIN","SP","78","Hit","32","","85.62","100%","157.5","96%"
"*02z0t*","Michael Conforto","(N/A)","OF","203","lasmimis","28","","71.86","100%","160.72","94%"
"*03022*","Hunter Renfroe","MIL","OF","228","Canha Ge","29","","70.6","100%","160.99","95%"
"*03di6*","Jordan Romano","TOR","RP","306","Canha Ge","28","","61.92","100%","161.54","94%"
"*03d7g*","Alex Verdugo","BOS","OF","213","99 prob","25","","71.2","100%","162.08","96%"
"*03qqb*","Myles Straw","CLE","OF","236","FA","27","","69.18","100%","163.77","92%"
"*026lz*","Josh Bell","WSH","1B","114","Hit","29","","81.77","100%","165.09","95%"
"*03pji*","Ke'Bryan Hayes","PIT","3B","207","Hit","24","","71.34","100%","167.08","97%"
"*03lua*","Brendan Rodgers","COL","2B,SS","232","99 prob","25","","69.89","100%","168.04","96%"
"*03d6v*","Michael Kopech","CHW","RP","46","lasmimis","25","","89.44","100%","168.46","96%"
"*04aq4*","Adolis Garcia","TEX","OF","281","La Maqui","28","","64.09","100%","171.04","93%"
"*01lum*","Justin Turner","LAD","3B","184","CALIXTO","37","","73.19","100%","172.13","95%"
"*01skh*","Will Smith","ATL","RP","267","Pinstrip","32","","66.02","100%","174.63","95%"
"*02xik*","Hyun Jin Ryu","TOR","SP","52","Canha Ge","34","","88.88","100%","174.86","96%"
"*02i11*","Jorge Soler","(N/A)","OF","230","sfernand","29","","70","99%","175.14","94%"
"*03amq*","German Marquez","COL","SP","33","sfernand","26","","91.5","100%","175.68","96%"
"*0440h*","Jose Urquidy","HOU","SP","82","Canha Ge","26","","85.14","100%","176","96%"
"*041qi*","Akil Baddoo","DET","OF","305","lasmimis","23","","62.03","100%","178.05","91%"
"*03djk*","Tanner Houck","BOS","SP","202","lasmimis","25","","71.87","100%","178.71","96%"
"*03nmw*","Ian Happ","CHC","OF","313","miche","27","","60.9","100%","178.86","92%"
"*04si2*","Andrew Vaughn","CHW","OF","451","SLG","23","","48.81","100%","180.69","96%"
"*0001d*","Nelson Cruz","(N/A)","UT","199","SLG","41","","71.98","100%","180.99","96%"
"*0310n*","Ryan McMahon","COL","2B,3B","259","METS","27","","67.02","100%","185.44","95%"
"*03whq*","Ty France","SEA","1B,2B","126","La Maqui","27","","79.72","100%","188.82","96%"
"*025ew*","Noah Syndergaard","LAA","SP","156","lasmimis","29","","76.16","100%","188.82","95%"
"*01urw*","Avisail Garcia","MIA","OF","234","SLG","30","","69.62","100%","189.9","92%"
"*03o43*","Luis Urias","MIL","2B,3B,SS","260","miche","24","","66.87","100%","190.92","94%"
"*04q2n*","Adley Rutschman","BAL","C","691","Hit","23","","25.68","100%","192.99","98%"
"*03gl9*","Huascar Ynoa","ATL","SP","240","lasmimis","23","","68.89","100%","194.35","93%"
"*02mwv*","Alex Wood","SF","SP","127","CALIXTO","31","","79.71","100%","194.53","93%"
"*02jh6*","Eugenio Suarez","CIN","3B,SS","299","Scavenge","30","","62.3","100%","195.5","94%"
"*03dim*","John Means","BAL","SP","108","Canha Ge","28","","82.45","100%","195.77","95%"
"*01sdl*","Brandon Crawford","SF","SS","268","99 prob","34","","65.75","99%","196.68","90%"
"*04mlf*","Casey Mize","DET","SP","91","Pinstrip","24","","83.84","100%","196.81","96%"
"*03qpi*","Patrick Sandoval","LAA","SP","181","miche","25","","73.48","100%","196.81","94%"
"*01sea*","Anthony Rizzo","(N/A)","1B","118","99 prob","32","","81.16","100%","197.62","97%"
"*03mul*","Giovanny Gallegos","STL","RP","144","Canha Ge","30","","77.88","100%","198.12","94%"
"*02but*","Anthony DeSclafani","SF","SP","54","METS","31","","88.7","100%","198.19","94%"
"*02yh5*","Amed Rosario","CLE","SS","206","CALIXTO","26","","71.45","100%","198.27","94%"
"*041qr*","Aaron Civale","CLE","SP","66","sfernand","26","","87.17","100%","198.71","95%"
"*04ps7*","Joe Ryan","MIN","SP","104","Canha Ge","25","","82.78","100%","199.71","97%"
"*03dbo*","Jordan Montgomery","NYY","SP","56","99 prob","29","","88.46","100%","200.53","95%"
"*01scl*","Craig Kimbrel","CHW","RP","296","CALIXTO","33","","62.4","100%","200.95","95%"
"*03pix*","Tyler Stephenson","CIN","C,1B","321","sfernand","25","","60.49","99%","202.54","94%"
"*03pon*","Triston McKenzie","CLE","SP","132","miche","24","","79.08","100%","203.53","96%"
"*026m0*","Kolten Wong","MIL","2B","261","METS","31","","66.85","99%","204.54","90%"
"*03pdw*","Andrew Benintendi","KC","OF","251","METS","27","","67.81","100%","204.9","94%"
"*041xv*","Nate Lowe","TEX","1B","182","Scavenge","26","","73.45","100%","206.17","92%"
"*041qs*","Austin Hays","BAL","OF","245","lasmimis","26","","68.58","99%","206.24","93%"
"*01c5s*","Buster Posey","(N/A)","C","","miche","34","","0","100%","206.38","100%"
"*031c4*","Trey Mancini","BAL","1B","171","METS","29","","75.26","100%","208.18","95%"
"*041m2*","Alex Kirilloff","MIN","1B,OF","392","Canha Ge","24","","53.14","100%","208.45","95%"
"*03yxh*","Cal Quantrill","CLE","SP,RP","76","La Maqui","26","","85.92","100%","209.12","95%"
"*025eo*","Mark Canha","NYM","OF","255","99 prob","32","","67.48","100%","209.86","91%"
"*041ai*","Gavin Lux","LAD","2B,SS","355","miche","24","","56.95","100%","211.15","95%"
"*03dp8*","Ramon Laureano","OAK","OF","378","FA","27","","54.66","100%","214.22","92%"
"*027ow*","Adam Duvall","ATL","OF","354","Pinstrip","33","","57.22","99%","219.05","90%"
"*01suo*","Jean Segura","PHI","2B","231","Scavenge","31","","69.91","99%","221.13","90%"
"*04aee*","Jo Adell","LAA","OF","599","CALIXTO","22","","34.58","99%","222.62","94%"
"*01uwk*","Brandon Belt","SF","1B","352","SLG","33","","57.27","100%","224.21","89%"
"*01cyw*","Mark Melancon","ARI","RP","406","CALIXTO","36","","52.14","100%","224.27","92%"
"*03rmz*","Keibert Ruiz","WSH","C","269","miche","23","","65.54","100%","224.86","97%"
"*025f7*","Eddie Rosario","(N/A)","OF","221","La Maqui","30","","70.83","100%","225.13","94%"
"*01sjg*","Josh Donaldson","MIN","3B","298","miche","36","","62.3","100%","226.18","92%"
"*02bwg*","Kyle Hendricks","CHC","SP","37","Pinstrip","32","","91","100%","227.23","95%"
"*02bxv*","Jon Gray","TEX","SP","107","Hit","30","","82.49","100%","227.77","93%"
"*03zlh*","Oneil Cruz","PIT","SS","433","FA","23","","50.31","100%","229.18","97%"
"*04ew7*","Aaron Ashby","MIL","RP","471","Canha Ge","23","","46.74","100%","229.29","96%"
"*0440n*","Sixto Sanchez","MIA","SP","678","sfernand","23","","27.41","100%","229.36","99%"
"*01sge*","Charlie Blackmon","COL","OF","193","lasmimis","35","","72.52","99%","230.24","91%"
"*01cil*","Michael Brantley","HOU","OF","288","sfernand","34","","63.77","100%","231.03","92%"
"*02h98*","Enrique Hernandez","BOS","2B,OF","209","METS","30","","71.28","100%","231.26","92%"
"*025hm*","Trevor Bauer","LAD","SP","849","Hit","30","","0","99%","234.09","92%"
"*04pn3*","Josiah Gray","WSH","SP","235","METS","24","","69.26","99%","235.59","94%"
"*021n3*","Eduardo Escobar","NYM","2B,3B","293","Pinstrip","33","","62.95","100%","235.87","94%"
"*03nru*","Jesus Sanchez","MIA","OF","340","METS","24","","58.08","100%","236.97","94%"
"*01s8p*","AJ Pollock","LAD","OF","444","Scavenge","34","","49.63","100%","238.31","89%"
"*04eqa*","Garrett Whitlock","BOS","RP","583","lasmimis","25","","35.49","99%","238.96","91%"
"*04k0w*","Camilo Doval","SF","RP","303","lasmimis","24","","62.14","100%","240.5","94%"
"*031f9*","Frank Schwindel","CHC","1B","329","lasmimis","29","","59.67","100%","242.85","92%"
"*031dw*","Mike Yastrzemski","SF","OF","273","FA","31","","65.06","97%","245.85","92%"
"*02bq2*","Brandon Nimmo","NYM","OF","382","La Maqui","28","","54.23","99%","249.32","90%"
"*04t3y*","Alejandro Kirk","TOR","C","517","METS","23","","42.42","100%","251.43","90%"
"*01sfj*","Kyle Seager","(N/A)","3B","","sfernand","34","","0","100%","251.58","100%"
"*04eee*","Drew Rasmussen","TB","SP,RP","115","Hit","26","","81.61","99%","251.87","90%"
"*025jv*","Yuli Gurriel","HOU","1B","179","La Maqui","37","","74.11","100%","252.1","93%"
"*03qjv*","Harrison Bader","STL","OF","308","FA","27","","61.39","99%","252.47","91%"
"*041se*","Abraham Toro","SEA","2B,3B","644","FA","25","","30.16","99%","253.2","88%"
"*04fhb*","Julio Rodriguez","SEA","OF","712","miche","21","","24.44","100%","255.16","97%"
"*04oct*","Josh Rojas","ARI","2B,SS,OF","270","FA","27","","65.38","99%","255.78","90%"
"*02h8d*","Steven Matz","STL","SP","140","W (Thu)","30","","78.46","100%","255.82","91%"
"*041sg*","Nicky Lopez","KC","SS","292","99 prob","26","","62.96","99%","256.24","88%"
"*045kb*","Cristian Javier","HOU","SP,RP","122","La Maqui","24","","80.57","97%","257.2","94%"
"*025g7*","Jonathan Schoop","DET","1B,2B","192","Scavenge","30","","72.6","99%","258.25","91%"
"*01t9q*","Gary Sanchez","NYY","C","327","FA","29","","60.05","100%","259.08","93%"
"*02i12*","Mike Zunino","TB","C","482","SLG","30","","45.47","100%","259.44","88%"
"*03qu7*","Nick Madrigal","CHC","2B","284","METS","24","","63.93","99%","259.53","94%"
"*03z62*","Bobby Dalbec","BOS","1B","410","SLG","26","","51.97","99%","259.82","93%"
"*041v6*","Tony Gonsolin","LAD","SP","153","Hit","27","","76.4","100%","260.17","94%"
"*041wu*","Zach Plesac","CLE","SP","70","Pinstrip","26","","86.33","97%","260.69","92%"
"*01srb*","Jameson Taillon","NYY","SP","158","miche","30","","76.01","97%","260.76","90%"
"*027fx*","Jeimer Candelario","DET","3B","238","Scavenge","28","","68.9","99%","260.89","90%"
"*041r1*","Jesus Luzardo","MIA","SP","258","METS","24","","67.1","100%","261.49","94%"
"*03111*","Marco Gonzales","SEA","SP","57","FA","29","","88.43","96%","263.28","91%"
"*01as6*","Carlos Carrasco","NYM","SP","191","sfernand","34","","72.76","99%","265.68","91%"
"*032pz*","Raimel Tapia","COL","OF","365","FA","27","","56.08","100%","269.66","89%"
"*04mn5*","Alec Bohm","PHI","3B","344","lasmimis","25","","57.94","97%","270.44","93%"
"*04yk2*","Spencer Torkelson","DET","3B","699","Pinstrip","22","","25.3","97%","270.96","96%"
"*03199*","Luke Voit","NYY","1B","336","La Maqui","30","","58.84","99%","271.03","92%"
"*03dei*","Lane Thomas","WSH","OF","332","METS","26","","59.47","97%","271.51","88%"
"*03aqz*","Adbert Alzolay","CHC","SP,RP","125","Canha Ge","26","","79.85","97%","271.88","91%"
"*02w16*","Anthony Santander","BAL","OF","283","Pinstrip","27","","63.94","97%","271.95","88%"
"*01c1g*","Andrew McCutchen","(N/A)","OF","372","SLG","35","","55.65","96%","272.58","81%"
"*025fx*","Tommy Pham","(N/A)","OF","300","miche","33","","62.24","97%","273.6","83%"
"*041rv*","Cavan Biggio","TOR","3B","349","La Maqui","26","","57.46","97%","273.63","92%"
"*031ey*","Eric Lauer","MIL","SP","249","sfernand","26","","67.98","97%","273.97","88%"
"*02buh*","Scott Barlow","KC","RP","218","sfernand","29","","70.89","100%","276.15","91%"
"*031b3*","Isiah Kiner-Falefa","TEX","SS","448","Hit","26","","49.13","97%","276.91","86%"
"*01fha*","Kyle Gibson","PHI","SP","64","FA","34","","87.28","99%","277.8","90%"
"*01cdo*","Stephen Strasburg","WSH","SP","190","FA","33","","72.77","100%","278.29","94%"
"*04k22*","Luis Patino","TB","SP","434","sfernand","22","","50.28","100%","278.51","94%"
"*01vja*","Max Kepler","MIN","OF","307","Pinstrip","28","","61.53","97%","279.89","90%"
"*02bve*","Blake Treinen","LAD","RP","222","SLG","33","","70.82","100%","279.91","92%"
"*02bv2*","Eric Haase","DET","C,OF","648","FA","29","","29.97","96%","282.14","82%"
"*0310z*","J.P. Crawford","SEA","SS","257","FA","27","","67.19","94%","283.4","86%"
"*01s9d*","Miguel Sano","MIN","1B","276","sfernand","28","","64.57","99%","284.82","88%"
"*03aoy*","Sean Murphy","OAK","C","328","W (Thu)","27","","59.73","97%","285.52","90%"
"*0317o*","Jeff McNeil","NYM","2B,OF","297","FA","29","","62.33","100%","286.12","91%"
"*02n5v*","Chris Flexen","SEA","SP","74","METS","27","","86.02","96%","286.8","93%"
"*0316j*","Nick Pivetta","BOS","SP","150","lasmimis","28","","77.27","97%","287.84","91%"
"*01usi*","Marcell Ozuna","ATL","OF","474","FA","31","","46.41","97%","289.67","89%"
"*03z61*","Kyle Lewis","SEA","OF","369","lasmimis","26","","55.74","99%","290.42","93%"
"*03yx9*","Elieser Hernandez","MIA","SP","97","FA","26","","83.25","96%","290.85","91%"
"*02yek*","Alex Reyes","STL","RP","385","miche","27","","54.04","99%","290.89","93%"
