playerid,Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,K,HBP,SB,CS,-1,AVG,OBP,SLG,OPS,wOBA,wRC+,-1.1,WAR,-1.2,ADP,playerid,NSB,K%,BB%,SF,SH,TB,wAVG,wOBP,wSLG,wOPS,rR,rRBI,rH,rHR,rK%,rBB%,rNSB,rwAVG,rwOBP,rwSLG,rwOPS,POINTS
7304,Salvador Perez,KCR,139,584,538,144,25,1,40,75,106,29,140,10,1,0,,0.267,0.314,0.538,0.852,0.356,125,,3.2,,32.6,7304,1,0.26022304832713755,0.04965753424657534,0,0,291,0.1510633254890703,-0.13451844954048275,0.011152201443273557,-0.1233662480972092,6.024096385542169,10.0,7.209302325581396,9.024390243902438,4.768031044670069,0.49536053327914514,0.29411764705882354,5.547288450459421,2.1070657439667992,7.821482504082139,2.154280599450867,55.445415477993265
18036,Jake Cronenworth,SDP,142,598,533,145,30,4,17,76,70,53,89,7,7,2,,0.272,0.343,0.44,0.783,0.336,113,,3.2,,123.2,18036,5,0.1669793621013133,0.08862876254180602,0,0,234,0.1951338709231476,0.1665109529993214,0.0005336885514964917,0.16704464155081789,6.144578313253012,5.764705882352941,7.286821705426356,3.4146341463414633,7.6286901132830955,3.078319756600255,1.4705882352941178,5.997133445699444,3.739437859632102,3.8137216204941793,3.7165493055785532,52.055180383955516
16505,Matt Chapman,OAK,146,614,532,116,24,3,29,76,77,70,183,7,3,1,,0.218,0.315,0.438,0.753,0.324,109,,3.2,,189.5,16505,2,0.34398496240601506,0.11400651465798045,0,0,233,-0.3622143278725065,-0.130385523170079,0.0004240203400490694,-0.12996150283002994,6.144578313253012,6.588235294117647,5.038759689922481,6.341463414634147,2.198266926445365,4.760322140488462,0.5882352941176471,0.308066170385033,2.129477088859439,3.772329386714212,2.118801351098596,39.98853507003604
11477,Christian Yelich,MIL,137,584,494,134,26,2,22,84,71,80,132,6,15,4,,0.272,0.378,0.465,0.843,0.362,125,,3.1,,101.8,11477,11,0.26720647773279355,0.136986301369863,0,0,230,0.17461075875312426,0.5054812394970187,0.00306156867825802,0.5085428081752768,7.108433734939759,5.882352941176471,6.434108527131783,4.634146341463414,4.553783716320925,6.2833906870519,3.235294117647059,5.787646151963891,5.577549482780793,4.7678231216827065,5.553642603161084,59.81817142531979
13338,Omar Narváez,MIL,113,430,378,99,16,1,13,50,50,43,82,5,0,0,,0.262,0.342,0.409,0.752,0.327,102,,3.1,,245.6,13338,0,0.21693121693121692,0.1,0,0,156,0.06606695746022573,0.11605561397418085,-0.001598662879433499,0.11445695109474735,3.0120481927710845,3.411764705882353,3.7209302325581395,2.4390243902439024,6.096197863168367,3.831989680748146,0.0,4.679697854637351,3.46583704915915,3.0089050946733193,3.4336532226299403,37.100048286471754
12927,Brandon Nimmo,NYM,123,522,435,115,23,4,13,73,52,73,108,11,7,3,,0.264,0.381,0.424,0.805,0.354,127,,3.1,,314.9,12927,4,0.2482758620689655,0.13984674329501914,0,0,185,0.09634569539128668,0.49791216022224694,-0.0007368512763942237,0.4971753089458527,5.783132530120482,3.6470588235294117,4.961240310077519,2.4390243902439024,5.13456338693587,6.472976829869489,1.1764705882352942,4.988764569975523,5.536505140118073,3.334179911108091,5.492491010896126,48.966407491109784
5343,Brandon Crawford,SFG,130,530,464,122,25,2,20,68,68,49,109,5,6,2,,0.263,0.338,0.458,0.795,0.338,114,,3.1,,214.0,5343,4,0.2349137931034483,0.09245283018867924,0,0,211,0.08908413503975754,0.04999733338053036,0.0019038035063907999,0.05190113688692116,5.180722891566265,5.529411764705882,5.503875968992248,4.146341463414634,5.544503462332129,3.3317736822570927,1.1764705882352942,4.914643032572384,3.107627205402738,4.330846116005841,3.0971335038216328,45.86334967930613
15998,Cody Bellinger,LAD,143,581,506,125,25,3,28,82,83,66,129,4,9,3,,0.247,0.335,0.474,0.809,0.342,116,,3.1,,97.2,15998,6,0.2549407114624506,0.11359724612736662,0,0,240,-0.06038905339651457,0.09004740018895285,0.003988589433548351,0.0940359896225012,6.867469879518072,7.294117647058823,5.736434108527132,6.097560975609756,4.930089897843663,4.733196387151777,1.7647058823529411,3.3889127499461775,3.3248040384197615,5.11770992402429,3.3237984265656633,52.57879991701807
15986,Willy Adames,MIL,144,593,529,135,26,2,26,78,78,57,161,3,6,2,,0.255,0.329,0.459,0.787,0.337,109,,3.0,,124.6,15986,4,0.30434782608695654,0.09612141652613827,0,0,243,0.02092369816407147,0.022159552944217564,0.0026168587216527928,0.024776411665870357,6.385542168674699,6.705882352941177,6.511627906976744,5.609756097560975,3.4143099429167822,3.574922521321251,1.1764705882352942,4.218903256722186,2.956673125293432,4.599975590979539,2.9512157339111487,48.10527928553323
13265,Mike Zunino,TBR,103,372,330,68,12,1,24,47,62,33,134,6,0,0,,0.207,0.29,0.469,0.759,0.322,109,,2.9,,245.1,13265,0,0.40606060606060607,0.08870967741935484,0,0,154,-0.3136496228547947,-0.2607574411312541,0.0021847583334144716,-0.2585726827978396,2.6506024096385543,4.823529411764706,1.317829457364341,5.121951219512195,0.2938242757073084,3.083682683005482,0.0,0.8037847797724474,1.4225179621093975,4.436887308146095,1.4269360358365448,25.38154554285707
13757,Chris Taylor,LAD,139,557,491,127,27,4,21,80,70,55,152,7,8,2,,0.26,0.341,0.458,0.799,0.343,117,,2.9,,135.0,13757,6,0.3095723014256619,0.09874326750448834,0,0,225,0.05274311920462904,0.12240183482887246,0.0023405128805210618,0.12474234770939352,6.626506024096385,5.764705882352941,5.891472868217054,4.390243902439025,3.254026245849973,3.7486951854877417,1.7647058823529411,4.543696316702374,3.5002502788159524,4.495673975139563,3.4889836314883973,47.46896019294234
15711,Tyler O'Neill,STL,139,545,490,124,24,2,31,79,80,44,167,7,12,2,,0.252,0.321,0.5,0.821,0.347,121,,2.9,,47.0,15711,10,0.3408163265306122,0.08073394495412844,0,0,245,-0.0009436369081572415,-0.05288197486402746,0.006335517607987062,-0.0465464572560404,6.506024096385542,6.9411764705882355,5.658914728682171,6.829268292682927,2.2954787304719773,2.555062143315711,2.9411764705882355,3.9956949631876033,2.5497504244622253,6.003514464638435,2.5675335438837914,48.843594328886844
18314,Dansby Swanson,ATL,150,635,572,145,29,2,25,82,78,53,157,5,9,3,,0.253,0.319,0.445,0.765,0.326,100,,2.9,,121.0,18314,6,0.2744755244755245,0.08346456692913386,0,0,253,0.0037062566231649274,-0.07607967345731881,0.0009297825170708762,-0.07514989094024793,6.867469879518072,6.705882352941177,7.286821705426356,5.365853658536586,4.330773823357189,2.736043999014796,1.7647058823529411,4.043158213593549,2.4239578074892374,3.9632199464493674,2.41366104486423,47.9015483135435
15161,Mitch Garver,MIN,105,408,356,83,17,1,20,55,55,45,118,5,1,1,,0.233,0.324,0.458,0.782,0.335,113,,2.9,,173.3,15161,0,0.33146067415730335,0.11029411764705882,0,0,162,-0.14302830039488734,-0.005039166056508559,0.0015148423225616048,-0.0035243237339469546,3.6144578313253013,4.0,2.4806201550387597,4.146341463414634,2.582504403606346,4.514269590454691,0.0,2.5453821944138015,2.809184441118368,4.184039926318781,2.7989716037784236,33.67577160946911
17988,Tyler Stephenson,CIN,130,479,425,113,24,1,14,59,55,43,100,7,0,0,,0.267,0.341,0.423,0.764,0.331,101,,2.9,,136.5,17988,0,0.23529411764705882,0.08977035490605428,0,0,181,0.10706222965101708,0.11493112004704042,-0.0006712679833124624,0.11425985206372796,4.096385542168675,4.0,4.8062015503875966,2.682926829268293,5.532835338744001,3.1539829228769225,0.0,5.098152353938151,3.4597393307455606,3.3589331095369888,3.4325929261357464,39.62174990380194
13621,Jeimer Candelario,DET,144,609,534,134,32,3,18,72,69,63,133,7,1,0,,0.251,0.335,0.423,0.758,0.328,108,,2.8,,239.5,13621,1,0.24906367041198502,0.10344827586206896,0,0,226,-0.023012187515425442,0.0870842390858495,-0.0011010617151188118,0.08598317737073069,5.662650602409639,5.647058823529412,6.434108527131783,3.658536585365854,5.110393910459686,4.060536645575954,0.29411764705882354,3.7704327853520545,3.3087359018253952,3.1967154314213757,3.28047823085086,44.42376509098084
19290,Randy Arozarena,TBR,142,600,528,136,27,3,23,82,72,54,158,15,18,7,,0.257,0.341,0.447,0.788,0.339,121,,2.8,,62.5,19290,11,0.29924242424242425,0.09,0,0,238,0.04524472278608638,0.1551835946274449,0.001731328775619656,0.15691492340306457,6.867469879518072,6.0,6.589147286821706,4.878048780487805,3.5709405382592267,3.1692034827475,3.235294117647059,4.467157302538078,3.6780137469228653,4.265748725586205,3.6620563708152987,50.38308023134382
15518,Amed Rosario,CLE,140,582,541,151,26,5,12,71,61,33,113,4,12,4,,0.278,0.322,0.414,0.737,0.318,101,,2.8,,167.1,15518,8,0.2088724584103512,0.05670103092783505,0,0,223,0.27176522193915753,-0.03674361254843994,-0.002268076077639014,-0.039011688626078955,5.542168674698795,4.705882352941177,7.751937984496124,2.1951219512195124,6.343435628829462,0.9621937718793736,2.3529411764705883,6.779339097875875,2.637262848212877,2.7562474901604346,2.608066918003364,44.63459789478758
11281,Whit Merrifield,KCR,148,658,605,172,36,5,12,82,70,41,98,5,26,7,,0.285,0.333,0.419,0.751,0.324,103,,2.8,,32.3,11281,19,0.16198347107438016,0.06231003039513678,0,0,254,0.36016789312789954,0.052079206659511046,-0.0016222100342455081,0.05045699662526554,6.867469879518072,5.764705882352941,9.37984496124031,2.1951219512195124,7.781960983949733,1.3339505150314293,5.588235294117647,7.681699139223467,3.1189164411394614,3.000017657521132,3.089364734748345,55.801287440062055
14274,Mitch Haniger,SEA,142,636,560,139,25,2,32,82,89,60,155,11,2,1,,0.249,0.331,0.473,0.803,0.343,123,,2.8,,108.4,14274,1,0.2767857142857143,0.09433962264150944,0,0,264,-0.05340826849288827,0.0383348448930787,0.004057284613434631,0.04239212950651333,6.867469879518072,8.0,6.821705426356589,7.073170731707317,4.2598986177724205,3.4568276818798562,0.29411764705882354,3.4601683044398412,3.0443858049097527,5.143637646450701,3.0459796897385827,51.46736142983195
9874,DJ LeMahieu,NYY,145,647,577,162,26,2,13,79,63,61,93,4,3,1,,0.281,0.351,0.401,0.752,0.329,109,,2.8,,115.4,9874,2,0.1611785095320624,0.09428129829984544,0,0,231,0.30614167997979336,0.2676607142940379,-0.0037168743798683956,0.26394383991416953,6.506024096385542,4.9411764705882355,8.604651162790697,2.4390243902439024,7.806656710053259,3.4529620250136195,0.5882352941176471,7.130232817282877,4.287935941382985,2.2094254235431734,4.237819652690525,52.204143984092454
17929,Cedric Mullins,BAL,149,644,575,147,31,5,23,87,70,53,121,7,25,5,,0.255,0.323,0.448,0.771,0.33,107,,2.8,,33.0,17929,20,0.21043478260869566,0.08229813664596274,0,0,257,0.027558277411793286,-0.05781658872233142,0.001448129756888461,-0.05636845896544296,7.469879518072289,5.764705882352941,7.441860465116279,4.878048780487805,6.2955044812417995,2.6587346097532154,5.882352941176471,4.286624957025972,2.522991822159894,4.158860504880618,2.514695973224063,53.87425993549135
10472,Enrique Hernández,BOS,140,581,512,128,30,2,22,75,73,57,110,6,2,1,,0.25,0.33,0.449,0.779,0.335,108,,2.8,,223.6,10472,1,0.21484375,0.0981067125645439,0,0,228,-0.03149011851197314,0.020822322432273443,0.0011414335769295292,0.021963756009202973,6.024096385542169,6.117647058823529,5.9689922480620154,4.634146341463414,6.160240067514012,3.7065052026413117,0.29411764705882354,3.6838952852774973,2.949421814353379,4.043103716174629,2.9360850206006037,46.518250787511384
16478,Kyle Schwarber,,130,567,483,116,21,1,33,79,86,74,154,6,2,1,,0.241,0.347,0.495,0.842,0.357,125,,2.7,,120.6,16478,1,0.3188405797101449,0.13051146384479717,0,0,238,-0.12285854805211827,0.18695543835967054,0.005568426727271536,0.19252386508694208,6.506024096385542,7.647058823529412,5.038759689922481,7.317073170731708,2.969681156138231,5.854247392460871,0.29411764705882354,2.751262608582888,3.8503008103598093,5.713990229256147,3.853615080333633,51.796130704759555
16472,Rhys Hoskins,PHI,132,574,487,119,25,1,32,81,85,73,135,9,4,1,,0.243,0.35,0.499,0.849,0.361,124,,2.7,,129.4,16472,3,0.27720739219712526,0.12717770034843207,0,0,242,-0.08388936515269507,0.23374258095246736,0.00600702159174854,0.2397496025442159,6.746987951807229,7.529411764705882,5.271317829457364,7.073170731707317,4.246961798239245,5.6332901491819545,0.8823529411764706,3.149036035783168,4.104010336059842,5.879529731774878,4.107666475729722,54.62373574562308
11609,Willson Contreras,CHC,130,524,453,114,20,2,24,70,66,53,141,13,5,2,,0.251,0.345,0.461,0.805,0.347,115,,2.7,,112.7,11609,3,0.31125827814569534,0.10114503816793893,0,0,210,-0.013416740822114193,0.15422338641646327,0.002650764256375393,0.15687415067283866,5.421686746987952,5.294117647058823,4.883720930232558,5.121951219512195,3.2023015147839633,3.9078812301375323,0.8823529411764706,3.868377197647456,3.672806889733452,4.612772606642966,3.6618370334461914,44.52980595735956
17484,Eloy Jiménez,CHW,142,588,535,147,30,2,30,79,87,44,138,4,1,0,,0.275,0.333,0.504,0.837,0.354,126,,2.7,,64.5,17484,1,0.25794392523364484,0.07482993197278912,0,0,271,0.22400308299507232,0.050411929935462174,0.007535267221859876,0.05794719715732205,6.506024096385542,7.764705882352941,7.441860465116279,6.585365853658536,4.837953142452595,2.163752311630876,0.29411764705882354,6.291812588858773,3.109875410560811,6.456337719795262,3.1296583542749237,54.581463472145366
18030,Harrison Bader,STL,139,517,461,114,22,2,19,67,61,41,125,10,11,4,,0.248,0.321,0.432,0.754,0.323,105,,2.6,,234.9,18030,7,0.27114967462039047,0.07930367504835589,0,0,197,-0.053212851121398064,-0.06807156533621961,-0.0005915990170097807,-0.06866316435322939,5.0602409638554215,4.705882352941177,4.883720930232558,3.902439024390244,4.432808855797804,2.4602658280195375,2.0588235294117645,3.462163004657004,2.4673828426712627,3.389002684254088,2.4485564648134885,39.27128648104434
16622,Luis Urías,MIL,141,550,481,123,23,2,19,71,66,56,111,10,5,2,,0.255,0.342,0.434,0.776,0.335,108,,2.6,,157.4,16622,3,0.23076923076923078,0.10181818181818182,0,0,207,0.024090499522200215,0.16233877588410217,-0.0003302336260399552,0.16200854225806222,5.542168674698795,5.294117647058823,5.5813953488372094,3.902439024390244,5.671656091177123,3.952496262202809,0.8823529411764706,4.251228015307361,3.716813672336643,3.487650206833612,3.6894575517687715,45.97177543578786
15676,José Abreu,CHW,149,646,575,153,29,2,30,85,89,51,136,14,1,0,,0.266,0.337,0.48,0.817,0.348,122,,2.6,,75.1,15676,1,0.23652173913043478,0.07894736842105263,0,0,276,0.14293317019308804,0.11927331800767327,0.00510166802829598,0.12437498603596925,7.228915662650603,8.0,7.906976744186046,6.585365853658536,5.495172665040406,2.436650316536261,0.29411764705882354,5.464300830624025,3.4832854787690866,5.537820809404779,3.4870074051598428,55.919613413088406
12532,Kolten Wong,MIL,131,553,489,131,26,4,14,72,58,44,89,14,14,4,,0.268,0.344,0.42,0.764,0.331,105,,2.6,,191.0,12532,10,0.18200408997955012,0.07956600361663653,0,0,207,0.14087350925485742,0.14521103786110934,-0.0010083594140740115,0.14420267844703533,5.662650602409639,4.352941176470588,6.2015503875969,2.682926829268293,7.167740682838792,2.477652603459305,2.9411764705882355,5.443277079821113,3.6239362267540405,3.2317041967722804,3.5936707035164455,47.379226959495625
17128,Ramón Laureano,OAK,119,500,443,109,23,2,19,64,57,43,127,10,11,3,,0.247,0.325,0.439,0.763,0.329,112,,2.6,,235.2,17128,8,0.2866817155756208,0.086,0,0,193,-0.06214465669797664,-0.023455964291546616,0.00015790571264073794,-0.023298058578905878,4.698795180722891,4.235294117647059,4.496124031007752,3.902439024390244,3.956295371495604,2.904089003547242,2.3529411764705883,3.3709926323027295,2.7093168944765247,3.6718893528650645,2.69259857076652,38.99077535569222
10264,Brandon Belt,SFG,123,507,431,107,22,3,27,72,73,67,125,5,4,1,,0.248,0.353,0.499,0.852,0.362,129,,2.6,,225.6,10264,3,0.2900232018561485,0.13214990138067062,0,0,216,-0.04176549957619624,0.23450828750546382,0.005736576942895921,0.24024486444835974,5.662650602409639,6.117647058823529,4.341085271317829,5.853658536585366,3.8537806231201763,5.962840770967182,0.8823529411764706,3.579010521533442,4.108162482047403,5.77745541158579,4.110330742813917,50.24897496238074
18568,Luis Arraez,MIN,134,554,496,148,28,3,4,66,53,49,53,3,3,1,,0.299,0.362,0.396,0.758,0.331,110,,2.6,,319.3,18568,2,0.10685483870967742,0.08844765342960288,0,0,194,0.43801700867666105,0.3307684381856635,-0.004138331087688907,0.3266301070979746,4.9397590361445785,3.764705882352941,7.51937984496124,0.24390243902439024,9.473273591780156,3.066316094610216,0.5882352941176471,8.476334982019129,4.630145997592272,2.050354400609554,4.575041144776825,49.32744870798896
6153,Eduardo Escobar,NYM,141,587,529,129,24,3,24,71,79,48,124,4,2,1,,0.244,0.308,0.441,0.749,0.319,104,,2.6,,195.2,6153,1,0.23440453686200377,0.0817717206132879,0,0,231,-0.09548084030501225,-0.1859681807036162,0.0002887679522711184,-0.18567941275134509,5.542168674698795,6.823529411764706,6.046511627906977,5.121951219512195,5.560127131282839,2.6238444816669015,0.29411764705882354,3.0307173938566954,1.8280727093974596,3.7212808797647963,1.819066216695025,42.41138739360522
18577,Ke'Bryan Hayes,PIT,140,602,542,142,30,4,14,71,63,51,126,5,11,3,,0.261,0.328,0.409,0.737,0.32,100,,2.6,,140.5,18577,8,0.23247232472324722,0.08471760797342193,0,0,222,0.09264595573755252,0.023158844087806107,-0.0025451168773639177,0.02061372721044219,5.542168674698795,4.9411764705882355,7.054263565891473,2.682926829268293,5.619406213877573,2.81909382998304,2.3529411764705883,4.950999905378556,2.962091914901565,2.651683575080083,2.9288225252195548,44.50557468135775
11445,Mark Canha,NYM,137,575,485,118,24,2,19,76,64,66,124,19,6,2,,0.243,0.354,0.415,0.769,0.338,117,,2.6,,283.6,11445,4,0.2556701030927835,0.11478260869565217,0,0,203,-0.093582434387951,0.2626912416975269,-0.0014522736529800628,0.2612389680445468,6.144578313253012,5.0588235294117645,5.1937984496124034,3.902439024390244,4.907712610261652,4.811760582140404,1.1764705882352942,3.050095152682065,4.260988312919898,3.0641569949665435,4.223268763496534,45.79409232136982
16997,Gleyber Torres,NYY,140,578,513,132,25,1,18,72,62,55,116,5,9,4,,0.258,0.333,0.417,0.749,0.324,106,,2.6,,152.8,16997,5,0.22612085769980506,0.09515570934256055,0,0,213,0.041433891014486246,0.05511766514171845,-0.0018623975706327789,0.053255267571085674,5.662650602409639,4.823529411764706,6.27906976744186,3.658536585365854,5.81426532418347,3.510916782062712,1.4705882352941178,4.428258677997107,3.13539288782246,2.9093633236356675,3.104418065342179,44.79698966331978
18564,Trent Grisham,SDP,137,578,502,122,26,4,19,77,65,65,131,6,15,4,,0.243,0.334,0.426,0.76,0.329,108,,2.5,,143.6,18564,11,0.26095617529880477,0.11245674740484429,0,0,213,-0.09919550089295681,0.07243292445718308,-0.0009356256410615882,0.07149729881612149,6.265060240963855,5.176470588235294,5.503875968992248,3.902439024390244,4.745539159108344,4.65760570593926,3.235294117647059,2.9928004255495564,3.2292871926432025,3.2591562113213883,3.2025512812999666,46.17007991609042
4949,Giancarlo Stanton,NYY,137,580,505,129,21,0,34,82,82,65,158,6,0,0,,0.255,0.345,0.497,0.842,0.358,129,,2.5,,96.4,4949,0,0.31287128712871287,0.11206896551724138,0,0,252,0.0224996917533693,0.18226377605676247,0.006412914098865075,0.18867669015562755,6.867469879518072,7.176470588235294,6.046511627906977,7.560975609756097,3.1528153891084063,4.6319040576454755,0.0,4.234990029002699,3.8248596452949695,6.032726335625386,3.83291915873966,53.36164232083304
15672,Austin Meadows,TBR,136,578,508,128,29,4,27,76,82,58,124,7,7,2,,0.251,0.332,0.481,0.813,0.345,124,,2.5,,141.4,15672,5,0.2440944881889764,0.10034602076124567,0,0,246,-0.011788325996281435,0.07243292445718308,0.004986810127541541,0.07741973458472462,6.144578313253012,7.176470588235294,5.9689922480620154,5.853658536585366,5.26284537141344,3.8549234592256765,1.4705882352941178,3.884999053636765,3.2292871926432025,5.494469823583484,3.234411092330309,51.57522391426269
13620,Carson Kelly,ARI,107,406,353,88,17,1,16,49,54,44,84,5,0,0,,0.249,0.338,0.439,0.777,0.334,106,,2.4,,268.5,13620,0,0.23796033994334279,0.10837438423645321,0,0,155,-0.027426014529580156,0.07800624984106164,0.00037113472245720036,0.07837738456351884,2.891566265060241,3.8823529411764706,2.868217054263566,3.1707317073170733,5.451037274987375,4.387032309615681,0.0,3.7253791566162184,3.25950929344603,3.752368690555598,3.2395627813565278,36.62775747439478
5933,Jean Segura,PHI,134,580,527,149,25,2,14,72,64,39,85,7,9,3,,0.283,0.338,0.422,0.76,0.329,103,,2.4,,203.8,5933,6,0.16129032258064516,0.06724137931034482,0,0,220,0.30247463344303394,0.09571745092069595,-0.0016776222284712872,0.09403982869222466,5.662650602409639,5.0588235294117645,7.596899224806202,2.682926829268293,7.8032263543437805,1.6607935148839634,1.7647058823529411,7.092801863896085,3.355550645331959,2.979103351840547,3.323819078885199,48.98130087743038
19352,Sean Murphy,OAK,113,425,375,82,17,1,16,46,48,41,110,6,0,0,,0.218,0.303,0.394,0.697,0.303,95,,2.4,,249.2,19352,0,0.29333333333333333,0.09647058823529411,0,0,149,-0.2586753575788303,-0.17494577495836827,-0.002739206546507167,-0.17768498150487544,2.5301204819277108,3.176470588235294,2.4031007751937983,3.1707317073170733,3.752227820868481,3.5980651402773294,0.0,1.3649282341547404,1.887843175784751,2.5784280267910926,1.8620723511233377,26.32398830167361
6184,J.D. Martinez,BOS,144,624,554,154,33,2,28,85,89,60,143,4,0,0,,0.277,0.349,0.498,0.847,0.357,123,,2.4,,89.1,6184,0,0.2581227436823105,0.09615384615384616,0,0,275,0.2654632631556131,0.24318202928269028,0.006688361364328599,0.24987039064701888,7.228915662650603,8.0,7.984496124031008,6.097560975609756,4.832467102190611,3.5770719122863595,0.0,6.715012582488701,4.155197004576324,6.136688800733929,4.162111371213916,58.8895215357812
12552,Eugenio Suárez,CIN,131,541,472,114,19,1,33,76,83,56,153,8,2,1,,0.241,0.329,0.493,0.821,0.349,113,,2.3,,194.2,12552,1,0.3241525423728814,0.10351201478743069,0,0,234,-0.10772854280531319,0.022133463266171827,0.005731980424374339,0.027865443690546166,6.144578313253012,7.294117647058823,4.883720930232558,7.317073170731708,2.8067134016621917,4.064761173576469,0.29411764705882354,2.90570038717611,2.9565316505318666,5.775720540863379,2.967833217057962,47.410868079202906
11442,Gary Sánchez,NYY,103,406,353,77,13,0,22,51,55,43,113,7,0,0,,0.218,0.312,0.447,0.759,0.325,107,,2.3,,256.0,11442,0,0.32011331444759206,0.10591133004926108,0,0,156,-0.24837884256779796,-0.10046151416840954,0.0005720009297646711,-0.09988951323864487,3.1325301204819276,4.0,2.0155038759689923,4.634146341463414,2.93063443548629,4.223784477595817,0.0,1.470028720216461,2.2917440218271707,3.82818191757583,2.280573963436095,30.807127874051996
14566,Franmil Reyes,CLE,144,593,526,135,23,1,36,81,95,58,171,4,2,1,,0.256,0.332,0.511,0.843,0.355,126,,2.3,,121.2,14566,1,0.32509505703422054,0.09780775716694773,0,0,268,0.03567893529017874,0.056700359122752175,0.007724059353344359,0.06442441847609653,6.746987951807229,8.705882352941176,6.511627906976744,8.048780487804878,2.7777976302851286,3.686690851506858,0.29411764705882354,4.369515633069738,3.1439752571872903,6.5275938106814575,3.1645026405248258,53.977472169844155
sa3011643,Adley Rutschman,BAL,101,411,364,88,19,2,12,46,45,41,84,4,2,1,,0.241,0.322,0.399,0.721,0.312,95,,2.3,,181.8,sa3011643,1,0.23076923076923078,0.09975669099756691,0,0,147,-0.08317858893539531,-0.02251104066520182,-0.0021895813609533743,-0.024700622026155195,2.5301204819277108,2.823529411764706,2.868217054263566,2.1951219512195124,5.671656091177123,3.8158634958819504,0.29411764705882354,3.156291201811604,2.71444086896561,2.7858738661235547,2.685053464642394,31.540285534836556
17027,Alex Verdugo,BOS,144,607,544,153,35,2,15,77,69,54,94,5,5,2,,0.281,0.349,0.433,0.782,0.337,109,,2.3,,163.8,17027,3,0.17279411764705882,0.08896210873146623,0,0,237,0.2956047144318741,0.23620053970108135,0.00018968158706000882,0.23639022128814136,6.265060240963855,5.647058823529412,7.906976744186046,2.926829268292683,7.450296981726507,3.1004134819665445,0.8823529411764706,7.022677960176823,4.117338945454277,3.683882567718905,4.089594645797043,53.09248260098857
16376,Michael Conforto,,135,580,496,127,27,1,22,74,73,70,129,10,3,1,,0.255,0.356,0.445,0.802,0.346,118,,2.3,,204.4,16376,2,0.2600806451612903,0.1206896551724138,0,0,222,0.02797593875248361,0.30342863124726005,0.0013288831779668109,0.30475751442522686,5.903614457831325,6.117647058823529,5.891472868217054,4.634146341463414,4.772399886403691,5.203271469714998,0.5882352941176471,4.290888186853609,4.481892245243209,4.113853093826481,4.457377282047965,50.454798184542916
15491,J.P. Crawford,SEA,148,638,567,138,27,3,10,68,54,61,113,6,7,3,,0.244,0.322,0.352,0.673,0.298,92,,2.3,,399.7,15491,4,0.19929453262786595,0.09561128526645768,0,0,201,-0.10672386846434789,-0.05856090691609417,-0.008666105330966345,-0.06722701224706051,5.180722891566265,3.8823529411764706,6.744186046511628,1.7073170731707317,6.637280513745441,3.541111725512753,1.1764705882352942,2.9159554843090767,2.518955657405124,0.34142993191330473,2.456282261512869,37.102065115058956
20126,Dylan Carlson,STL,147,620,548,141,31,4,20,79,71,58,145,9,5,2,,0.256,0.334,0.432,0.767,0.33,110,,2.3,,178.2,20126,3,0.2645985401459854,0.0935483870967742,0,0,240,0.04384828809265162,0.09390912952603747,0.00043396866880646146,0.09434309819484393,6.506024096385542,5.882352941176471,6.976744186046512,4.146341463414634,4.633793640960878,3.404385682038052,0.8823529411764706,4.452903356918984,3.3457447812007595,3.7760841990177147,3.3254505206470397,47.332177808983054
3473,Anthony Rizzo,,133,583,499,127,24,2,22,76,71,61,89,19,7,2,,0.255,0.355,0.444,0.8,0.345,117,,2.3,,198.1,3473,5,0.17835671342685372,0.10463121783876501,0,0,221,0.013138829603026592,0.2863165608044893,0.0008789676120039003,0.2871955284164932,6.144578313253012,5.882352941176471,5.891472868217054,4.634146341463414,7.279639957035737,4.138940407094928,1.4705882352941178,4.139440111297181,4.389099759205617,3.944040802353929,4.362902377225527,52.277202113616994
17620,Myles Straw,CLE,143,568,502,134,24,3,3,68,42,58,109,3,24,5,,0.268,0.345,0.349,0.693,0.309,95,,2.3,,130.4,17620,19,0.21713147410358566,0.10211267605633803,0,0,173,0.13483949917278415,0.1639114836612554,-0.008736792309919583,0.15517469135133583,5.180722891566265,2.4705882352941178,6.434108527131783,0.0,6.09005409602038,3.9720149338468733,5.588235294117647,5.381685619812779,3.7253418901780058,0.3147504418458041,3.6526947725669987,42.81019670238065
11265,Jonathan Schoop,DET,141,598,551,145,27,2,22,70,75,34,120,9,1,0,,0.264,0.315,0.441,0.756,0.324,105,,2.2,,205.0,11265,1,0.2177858439201452,0.056856187290969896,0,0,242,0.10642423729937955,-0.12683259145540582,0.0005686404647952115,-0.1262639509906106,5.421686746987952,6.352941176470588,7.286821705426356,4.634146341463414,6.069978431643126,0.9724773214811487,0.29411764705882354,5.09164012080015,2.148743335315642,3.826913572357198,2.1386923735565033,44.2381587725609
20454,Jazz Chisholm Jr.,MIA,132,558,504,121,22,5,21,76,62,44,165,6,22,5,,0.239,0.306,0.429,0.736,0.316,100,,2.2,,77.7,20454,17,0.3273809523809524,0.07885304659498207,0,0,216,-0.1285229926143161,-0.19605327596820543,-0.0005195659107713468,-0.19657284187897678,6.144578313253012,4.823529411764706,5.426356589147287,4.390243902439025,2.7076677639294413,2.430398796087283,5.0,2.6934434458740704,1.7733849342005938,3.4161902451157693,1.7604648899708624,40.56625829178205
