playerid,Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,K,HBP,SB,CS,-1,AVG,OBP,SLG,OPS,wOBA,wRC+,-1.1,WAR,-1.2,ADP,-1.3,InterSD,InterSK,IntraSD,playerid,NSB,K%,BB%,SF,SH,TB,wAVG,wOBP,wSLG,wOPS,rR,rRBI,rH,rHR,rK%,rBB%,rNSB,rwAVG,rwOBP,rwSLG,rwOPS,POINTS
13590,Jesse Winker,CIN,135,567,488,140,28,1,28,85,77,67,98,10,2,1,,0.286,0.382,0.521,0.903,0.385,137,,3.2,,107.6,,2.47,-1.09,0.86,13590,1,0.20081967213114754,0.11816578483245149,0,0,254,0.30100249305285987,0.53898894272702,0.007807201934749597,0.5467961446617696,6.818181818181818,6.32183908045977,6.89922480620155,6.25,6.475161874851838,4.844863849140665,0.5555555555555556,7.280174639230765,5.391829469027994,6.733190825090626,5.40352507284186,62.97354699058244
18036,Jake Cronenworth,SDP,142,598,533,145,31,5,17,82,69,52,89,8,6,3,,0.273,0.345,0.444,0.788,0.34,114,,3.2,,123.2,,1.63,0.76,0.56,18036,3,0.1669793621013133,0.08695652173913043,0,0,237,0.17289015838135025,0.15362795506594362,0.0006336917959990918,0.15426164686194271,6.4772727272727275,5.402298850574713,7.286821705426356,3.5,7.445967655147287,2.96212265863968,1.1111111111111112,6.038768405226638,3.4283820960758997,3.921958461257897,3.4248382401604944,50.99954191089281
18360,Austin Riley,ATL,148,620,558,152,29,2,31,85,95,48,160,9,0,1,,0.272,0.336,0.497,0.833,0.353,118,,3.1,,51.6,,1.98,-0.41,1.0,18360,-1,0.2867383512544803,0.07741935483870968,0,0,278,0.18395684417874536,0.09779293402223388,0.006413065067151835,0.10420599908938571,6.818181818181818,8.39080459770115,7.829457364341085,7.0,4.010339588804657,2.3867801101657484,0.0,6.146004392876675,3.1438978620791382,6.186841463899666,3.172517866526983,55.08482506457692
9241,Starling Marte,NYM,138,604,543,151,28,3,17,90,66,42,112,14,37,8,,0.278,0.344,0.432,0.776,0.336,111,,3.1,,27.7,,6.45,0.87,2.14,9241,29,0.20626151012891344,0.0695364238410596,0,0,236,0.23911057187271378,0.15402881990454476,-0.0004072016181373428,0.1536216182864074,7.386363636363637,5.057471264367816,7.751937984496124,3.5,6.319047235860499,1.9112315896263772,8.333333333333334,6.680443028808306,3.4304245369027138,3.5140419466754866,3.42161198585151,57.305906542285804
12564,Trevor Story,,141,633,566,145,32,4,28,91,81,55,156,8,22,6,,0.256,0.329,0.475,0.805,0.343,101,,3.1,,38.2,,2.18,-0.69,0.99,12564,16,0.2756183745583039,0.08688783570300158,0,0,269,0.009871965690549933,0.007304772972688278,0.003999007527154375,0.011303780499842653,7.5,6.781609195402299,7.286821705426356,6.25,4.329347826137038,2.9579790802076826,4.722222222222222,4.459125030673024,2.682852899602928,5.24079461189405,2.704216614839912,54.91496918640552
18564,Trent Grisham,SDP,137,578,502,123,26,4,19,79,65,64,132,6,15,4,,0.245,0.335,0.424,0.759,0.329,107,,3.0,,143.6,,2.27,0.16,0.84,18564,11,0.26294820717131473,0.11072664359861592,0,0,214,-0.10019702134241304,0.05993767365332081,-0.0011930044191112432,0.05874466923420957,6.136363636363637,4.942528735632184,5.5813953488372094,4.0,4.692827703412271,4.396087548943628,3.3333333333333335,3.392558512908779,2.9510220549693384,3.206093087196629,2.943356518200108,45.57556647979711
16472,Rhys Hoskins,PHI,132,574,483,116,26,1,34,85,86,80,135,8,3,2,,0.241,0.357,0.51,0.867,0.369,130,,3.0,,129.4,,5.49,0.34,1.09,16472,1,0.2795031055900621,0.13937282229965156,0,0,246,-0.1425595162580784,0.27330698313423607,0.006680465721888518,0.2799874488561246,6.818181818181818,7.35632183908046,5.038759689922481,7.75,4.217903240162528,6.1242071918080505,0.5555555555555556,2.9820666940599723,4.038157036410067,6.291633310591997,4.058596522116781,55.23138289788971
15998,Cody Bellinger,LAD,143,581,510,124,25,3,28,80,82,64,129,3,10,3,,0.243,0.329,0.467,0.796,0.337,112,,3.0,,97.2,,4.4,-1.88,0.73,15998,7,0.2529411764705882,0.11015490533562823,0,0,239,-0.12029176996316004,0.008268738442346324,0.002984806357160086,0.01125354479950641,6.25,6.896551724137931,5.658914728682171,6.25,4.979907911581004,4.361596661584523,2.2222222222222223,3.197840757803433,2.6877643865713012,4.84333854124276,2.7039633868578035,50.052100320683145
11477,Christian Yelich,MIL,137,584,495,131,25,3,22,87,73,81,141,5,13,4,,0.265,0.373,0.461,0.834,0.36,123,,3.0,,101.8,,2.35,0.08,0.43,11477,9,0.28484848484848485,0.1386986301369863,0,0,228,0.09038553430800178,0.44097751618267234,0.0021317325355154626,0.4431092487181878,7.045454545454546,5.862068965517241,6.2015503875969,4.75,4.064555795136959,6.083535633778394,2.7777777777777777,5.239300072052949,4.892452821859346,4.5090267901251195,4.8808604487766605,56.306583238075895
18030,Harrison Bader,STL,139,517,460,113,23,2,19,64,58,43,128,10,12,4,,0.245,0.321,0.426,0.747,0.322,102,,2.9,,234.9,,4.66,-0.7,0.65,18030,8,0.2782608695652174,0.08317214700193423,0,0,197,-0.08686413246382085,-0.0618673227630151,-0.0009247516218341412,-0.06279207438484924,4.431818181818182,4.137931034482759,4.8062015503875966,4.0,4.2535403224572015,2.7338251119560026,2.5,3.5217539679257226,2.3304151230698587,3.3112188806795677,2.3307144303481575,38.357418603125055
5235,Justin Turner,LAD,130,549,481,134,25,1,23,77,78,51,89,12,2,1,,0.278,0.359,0.474,0.833,0.357,125,,2.9,,152.0,,3.45,-0.32,0.65,5235,1,0.18503118503118504,0.09289617486338798,0,0,230,0.21908906664931949,0.29534493617636715,0.0037279787690026045,0.29907291494536975,5.909090909090909,6.436781609195402,6.434108527131783,5.0,6.928099644194101,3.3204403017345836,0.5555555555555556,6.48643500091468,4.15044230241076,5.13458094498504,4.154802487854942,54.51033728306776
17988,Tyler Stephenson,CIN,130,479,421,113,23,1,13,61,56,47,98,7,0,0,,0.27,0.351,0.423,0.774,0.337,105,,2.9,,136.5,,3.59,-0.37,0.64,17988,0,0.2327790973871734,0.09812108559498957,0,0,177,0.1093141758401639,0.17486448058416926,-0.0015049296153117342,0.17335955096885752,4.090909090909091,3.9080459770114944,4.8062015503875966,2.5,5.558314637160551,3.635640139092555,0.2777777777777778,5.422718270304558,3.5365840199199976,3.0838524839643555,3.5211069034244153,40.34115084995239
15429,Kris Bryant,,130,583,506,130,29,2,23,83,73,63,134,12,7,2,,0.257,0.352,0.458,0.81,0.349,120,,2.9,,98.5,,2.91,0.95,0.31,15429,5,0.2648221343873518,0.10806174957118353,0,0,232,0.01614317747327121,0.23912355891809733,0.0019670251949743256,0.24109058411307166,6.590909090909091,5.862068965517241,6.124031007751938,5.0,4.639068758190495,4.235324196769486,1.6666666666666667,4.519892960800845,3.863989550274408,4.444479504718938,3.8625253117364005,50.80895601333551
17128,Ramón Laureano,OAK,119,500,447,113,24,2,20,68,60,37,129,12,13,4,,0.254,0.324,0.451,0.776,0.333,115,,2.9,,235.2,,3.8,-1.07,0.62,17128,9,0.28859060402684567,0.074,0,0,201,-0.02180581390017755,-0.03441298928804626,0.0009810984171691461,-0.03343189087087711,4.886363636363637,4.367816091954023,4.8062015503875966,4.25,3.9572024367988012,2.180502884698183,2.7777777777777777,4.152167912420748,2.4702973131814008,4.0581039072045515,2.47871316383484,40.38514667462156
12979,Javier Báez,DET,144,590,551,140,27,3,28,81,83,28,177,7,16,5,,0.254,0.297,0.463,0.759,0.32,102,,2.8,,62.8,,4.47,0.49,0.66,12979,11,0.32123411978221417,0.04745762711864407,0,0,257,-0.012669786305086195,-0.31921021438658936,0.002965307564786135,-0.31624490682180323,6.363636363636363,7.011494252873563,6.89922480620155,6.25,3.020730112622741,0.5792981856977933,3.3333333333333335,4.2406958565852255,1.0192309589100101,4.835697144615857,1.0531100794955621,44.606451093972
15711,Tyler O'Neill,STL,139,545,491,126,23,2,31,81,82,41,167,9,13,3,,0.256,0.323,0.5,0.823,0.349,120,,2.8,,47.0,,3.86,0.21,0.52,15711,10,0.34012219959266804,0.07522935779816514,0,0,246,0.012858330013348906,-0.04731676990109568,0.005985890793109072,-0.04133087910798661,6.363636363636363,6.896551724137931,5.813953488372093,7.0,2.478871688674956,2.254665563821627,3.0555555555555554,4.488062847604048,2.4045514412403497,6.019435811581881,2.4388959653366737,49.21418044996148
9874,DJ LeMahieu,NYY,145,647,580,163,27,2,14,87,64,58,87,4,4,2,,0.281,0.348,0.406,0.754,0.329,107,,2.8,,115.4,,2.19,0.58,1.0,9874,2,0.15,0.08964451313755796,0,0,236,0.28638865325030793,0.21961729738523839,-0.003514532861330466,0.21610276452390792,7.045454545454546,4.827586206896552,8.682170542635658,2.75,7.933069069382327,3.124279391094375,0.8333333333333334,7.1385667926471985,3.7646034702374407,2.2963075339470134,3.736566778472123,52.13193766410057
11281,Whit Merrifield,KCR,148,658,608,171,36,4,12,89,65,38,97,5,30,7,,0.282,0.326,0.413,0.739,0.319,100,,2.7,,32.3,,2.73,-0.18,1.85,11281,23,0.15953947368421054,0.057750759878419454,0,0,251,0.3011099867942124,-0.030265866843404154,-0.0029767943826316534,-0.03324266122603581,7.2727272727272725,4.942528735632184,9.30232558139535,2.25,7.659402067352993,1.2002454015348587,6.666666666666667,7.281216251663897,2.4914272586869495,2.507042276821384,2.4796670321157146,54.05324854459727
10472,Enrique Hernández,BOS,140,581,514,128,30,3,22,81,69,54,112,7,2,1,,0.248,0.326,0.449,0.775,0.332,106,,2.7,,223.6,,4.33,-0.13,0.56,10472,1,0.2178988326848249,0.09294320137693632,0,0,230,-0.062362391089210156,-0.026343800435990605,0.0008945680753362217,-0.025449232360654384,6.363636363636363,5.402298850574713,5.9689922480620154,4.75,5.985197457460677,3.323277240044801,0.5555555555555556,3.759175404076966,2.5114105243281326,4.024193465494825,2.5189521272189555,45.162689236453005
16478,Kyle Schwarber,,130,567,484,119,21,1,34,83,83,75,151,6,2,1,,0.245,0.352,0.504,0.856,0.363,127,,2.7,,120.6,,2.15,0.89,1.02,16478,1,0.3119834710743802,0.13227513227513227,0,0,244,-0.08892999660028988,0.24406780440550113,0.006202945381690694,0.2502707497871918,6.590909090909091,7.011494252873563,5.271317829457364,7.75,3.2861113466933043,5.696029399637425,0.5555555555555556,3.5017357813538053,3.8891809062349423,6.104497499979431,3.9088006659868646,53.565632328681346
18314,Dansby Swanson,ATL,150,635,572,144,30,2,25,81,79,52,158,5,10,3,,0.251,0.317,0.443,0.76,0.324,99,,2.7,,121.0,,2.71,-0.07,0.48,18314,7,0.2762237762237762,0.08188976377952756,0,0,253,-0.03874481883076042,-0.12396505922072087,0.0004174193062213005,-0.12354763991449957,6.363636363636363,6.551724137931035,7.209302325581396,5.5,4.311980153213154,2.6564636020859056,2.2222222222222223,3.98802925728992,2.014021815448935,3.837203270157559,2.0244579402830905,46.67904108784958
12927,Brandon Nimmo,NYM,123,522,435,114,23,4,14,73,49,73,111,10,7,3,,0.262,0.38,0.426,0.806,0.354,123,,2.7,,314.9,,4.3,-0.12,0.65,12927,4,0.25517241379310346,0.13984674329501914,0,0,187,0.058261720800972805,0.4515474255761376,-0.0007394944875704912,0.4508079310885671,5.454545454545454,3.103448275862069,4.883720930232558,2.75,4.915898507175458,6.152797119623832,1.3888888888888888,4.928020893120928,4.94630741922506,3.383819440433372,4.919667946004672,46.82711487511229
11609,Willson Contreras,CHC,130,524,453,111,21,1,22,69,67,52,140,15,5,2,,0.245,0.339,0.444,0.784,0.339,113,,2.7,,112.7,,2.18,0.07,0.33,11609,3,0.3090507726269316,0.09923664122137404,0,0,200,-0.09116990316169193,0.10783121542001228,0.000266517307833225,0.10809773272784551,5.0,5.172413793103448,4.651162790697675,4.75,3.3702441635066407,3.702937547615432,1.1111111111111112,3.4800311267938753,3.195043769087132,3.7780661708253924,3.192135306904543,41.40314577964524
5343,Brandon Crawford,SFG,130,530,471,121,25,2,17,67,68,49,108,5,5,3,,0.258,0.332,0.433,0.764,0.326,105,,2.6,,214.0,,3.25,0.68,0.17,5343,2,0.22929936305732485,0.09245283018867924,0,0,201,0.014974752347596265,0.0209833464887621,-0.0010840050097078446,0.019899341479054256,4.7727272727272725,5.287356321839081,5.426356589147287,3.5,5.658140737995066,3.2936949319971593,0.8333333333333334,4.508570942209122,2.7525464080166238,3.2488089489472425,2.747545095328648,42.02908058154084
16622,Luis Urías,MIL,141,550,482,121,24,2,19,71,66,56,115,10,5,2,,0.251,0.34,0.427,0.767,0.333,106,,2.6,,157.4,,3.6,-0.87,0.13,16622,3,0.23858921161825727,0.10181818181818182,0,0,206,-0.039917031408176484,0.11559167000366743,-0.0010472077184184858,0.11454446228524895,5.2272727272727275,5.057471264367816,5.426356589147287,4.0,5.391634944369902,3.858672490860556,1.1111111111111112,3.976670538358494,3.2345839525853974,3.2632294675180913,3.224631963785888,43.77163504937727
16376,Michael Conforto,,135,580,496,127,26,1,23,76,76,71,127,11,3,2,,0.255,0.359,0.453,0.812,0.351,121,,2.6,,204.4,,1.85,0.08,0.41,16376,1,0.2560483870967742,0.12241379310344827,0,0,224,0.007460968981259919,0.32551301497575347,0.0012665482717730825,0.32677956324752655,5.795454545454546,6.206896551724138,5.891472868217054,5.0,4.890768715343223,5.101130718546694,0.5555555555555556,4.435762515636901,4.304151258330716,4.169969068609858,4.294466085527236,50.64562788294593
19352,Sean Murphy,OAK,113,425,374,85,18,1,18,49,52,42,109,7,0,0,,0.226,0.315,0.421,0.735,0.319,106,,2.5,,249.2,,2.11,-0.04,0.43,19352,0,0.2914438502673797,0.0988235294117647,0,0,159,-0.20902411010039756,-0.09545116399710118,-0.0009981865214699348,-0.09644935051857112,2.727272727272727,3.4482758620689653,2.635658914728682,3.75,3.8753489330786914,3.678016016533195,0.2777777777777778,2.3380259672402754,2.159302563791542,3.2824404218082583,2.1610549240296137,30.333174108329725
16997,Gleyber Torres,NYY,140,578,514,135,25,1,20,70,69,56,115,4,11,5,,0.263,0.337,0.432,0.769,0.333,109,,2.5,,152.8,,3.49,0.42,0.38,16997,6,0.2237354085603113,0.09688581314878893,0,0,222,0.07354429795224937,0.09456819228425006,-0.0006586512279947443,0.09390954105625532,5.113636363636363,5.402298850574713,6.511627906976744,4.25,5.817758636951652,3.561120650791962,1.9444444444444444,5.076108792665411,3.127467525598213,3.4155011671363686,3.1206155087785414,47.340579847554416
12144,Max Kepler,MIN,132,553,483,113,25,3,24,74,69,59,103,7,8,2,,0.233,0.323,0.448,0.771,0.33,109,,2.5,,289.3,,1.33,1.02,0.73,12144,6,0.21325051759834368,0.10669077757685352,0,0,216,-0.20115792784607955,-0.04070113343698223,0.0008206245630885123,-0.039880508873893716,5.568181818181818,5.402298850574713,4.8062015503875966,5.25,6.118547629211825,4.1526184488948825,1.9444444444444444,2.414249132740784,2.4382586779658637,3.995215686038807,2.446206987681966,44.5362232261227
10264,Brandon Belt,SFG,123,507,434,108,22,2,26,73,69,65,123,5,3,2,,0.25,0.353,0.493,0.846,0.36,128,,2.5,,225.6,,3.13,0.58,0.47,10264,1,0.2834101382488479,0.1282051282051282,0,0,212,-0.05502170380305427,0.20588071855159318,0.004277230129890841,0.21015794868148402,5.454545454545454,5.402298850574713,4.4186046511627906,5.75,4.105818868429277,5.450500875455667,0.5555555555555556,3.830306532724919,3.6946144197422957,5.349827480048435,3.7066001668849857,47.7186728551241
17027,Alex Verdugo,BOS,144,607,548,158,35,2,15,82,66,50,98,5,6,2,,0.287,0.349,0.443,0.791,0.341,112,,2.5,,163.8,,1.53,0.3,0.98,17027,4,0.17883211678832117,0.08237232289950576,0,0,242,0.34927665750325576,0.24037267380506155,0.000327572109918961,0.24070024591498052,6.4772727272727275,5.057471264367816,8.294573643410853,3.0,7.105937591816701,2.6855746365027766,1.3888888888888888,7.747950430248247,3.870353898046638,3.8019929838180513,3.8605576960053383,53.29057376037803
sa3011643,Adley Rutschman,BAL,101,411,361,91,18,1,14,48,48,44,77,4,2,1,,0.253,0.338,0.426,0.764,0.33,108,,2.5,,181.8,,5.75,0.62,0.51,sa3011643,1,0.21329639889196675,0.1070559610705596,0,0,153,-0.023106215266244234,0.07532454500193131,-0.001060694479503077,0.07426385052242823,2.6136363636363638,2.9885057471264367,3.10077519379845,2.75,6.117231393485337,4.1746486392148405,0.5555555555555556,4.139567046417627,3.02941948775242,3.2579441304221732,3.0215855651784262,35.748869122587635
15161,Mitch Garver,MIN,105,408,355,85,18,1,20,54,55,44,118,5,1,1,,0.238,0.329,0.464,0.793,0.34,116,,2.5,,173.3,,4.47,0.59,0.4,15161,0,0.3323943661971831,0.10784313725490197,0,0,165,-0.11265134994766224,0.0037135609760208244,0.001869167175219122,0.005582728151239946,3.2954545454545454,3.793103448275862,2.635658914728682,4.25,2.7005666235878714,4.222136111828698,0.2777777777777778,3.2718762912434323,2.6645553656377823,4.406129850661806,2.6753779496659944,34.19263687886245
14274,Mitch Haniger,SEA,142,636,565,140,26,2,31,89,86,56,156,9,3,1,,0.248,0.323,0.467,0.791,0.338,119,,2.5,,108.4,,2.97,-0.24,0.98,14274,2,0.2761061946902655,0.0880503144654088,0,0,263,-0.08134288385138189,-0.0609930163335326,0.0029305858694403386,-0.05806243046409226,7.2727272727272725,7.35632183908046,6.89922480620155,7.0,4.315353314755929,3.0281071906511183,0.8333333333333334,3.5752547683329814,2.334869789517912,4.822090032923638,2.3545556066058575,49.79183795413006
15518,Amed Rosario,CLE,140,582,546,152,27,6,13,75,61,30,117,3,15,4,,0.278,0.318,0.419,0.737,0.317,100,,2.5,,167.1,,2.97,-1.3,1.05,15518,11,0.21428571428571427,0.05154639175257732,0,0,230,0.24349057453056377,-0.10122645213903603,-0.001818521960224806,-0.10304497409926083,5.681818181818182,4.482758620689655,7.829457364341085,2.5,6.0888500606329305,0.8259584663827685,3.3333333333333335,6.722885176306059,2.129876974036991,2.96095854055057,2.1278077225592127,44.68370444065078
15491,J.P. Crawford,SEA,148,638,567,144,30,2,10,78,56,59,113,6,8,3,,0.254,0.328,0.365,0.693,0.306,97,,2.5,,399.7,,1.24,-0.96,0.75,15491,5,0.19929453262786595,0.09247648902821316,0,0,208,-0.014253194005342529,-0.0036625528585354505,-0.007808700971651761,-0.011471253830187211,6.0227272727272725,3.9080459770114944,7.209302325581396,1.75,6.518914850053228,3.2951221836300086,1.6666666666666667,4.225352664260235,2.6269734313092545,0.613462715444204,2.5894122835128934,40.425980370196655
12532,Kolten Wong,MIL,131,553,492,131,27,3,12,75,55,42,89,13,14,5,,0.267,0.337,0.41,0.747,0.323,100,,2.5,,191.0,,2.9,0.85,0.93,12532,9,0.18089430894308944,0.0759493670886076,0,0,200,0.105370942517935,0.08103264475547434,-0.0030701008480493175,0.07796254390742502,5.681818181818182,3.793103448275862,6.2015503875969,2.25,7.0467777300375385,2.2981011023220375,2.7777777777777777,5.384508409865286,3.058502746889952,2.470476334867803,3.0402299287694987,44.00284604822083
17982,Ty France,SEA,142,590,526,143,28,1,19,73,73,42,108,18,0,0,,0.272,0.345,0.439,0.783,0.339,120,,2.5,,150.7,,2.71,0.09,0.66,17982,0,0.20532319391634982,0.0711864406779661,0,0,230,0.16899747494838468,0.16461174612134588,-0.00012678215238776103,0.16448496396895812,5.454545454545454,5.862068965517241,7.131782945736434,4.0,6.345965511789372,2.010771096681539,0.2777777777777778,6.0010483723111605,3.4843454561027625,3.6239357451529526,3.476371909326798,47.6686132349415
18568,Luis Arraez,MIN,134,554,498,149,27,4,5,70,50,47,53,2,3,2,,0.3,0.359,0.396,0.755,0.33,109,,2.5,,319.3,,3.56,-0.88,1.64,18568,1,0.10642570281124498,0.08483754512635379,0,0,199,0.4259809839781803,0.28396701177396677,-0.0037736853021785866,0.2801933264717882,5.113636363636363,3.218390804597701,7.596899224806202,0.5,9.183122025335175,2.834292516074199,0.5555555555555556,8.491213983326208,4.092470799085706,2.194748086091353,4.059634309443859,47.839963667952325
sa3011225,Bobby Witt Jr.,KCR,125,536,489,126,27,3,20,68,69,37,123,5,17,5,,0.257,0.314,0.447,0.761,0.325,104,,2.4,,93.7,,4.89,-0.24,0.82,sa3011225,12,0.25153374233128833,0.06902985074626866,0,0,219,0.022824198420984265,-0.13545116703406745,0.0008916477733678652,-0.1345595192606996,4.886363636363637,5.402298850574713,5.813953488372093,4.25,5.02028417280949,1.8806718795585495,3.611111111111111,4.584631934415442,1.9554991083413995,4.023049026127373,1.9689492887186275,43.396812496392435
5933,Jean Segura,PHI,134,580,530,149,27,3,15,77,62,39,85,7,9,3,,0.281,0.336,0.425,0.761,0.329,103,,2.4,,203.8,,2.43,0.79,0.81,5933,6,0.16037735849056603,0.06724137931034482,0,0,227,0.26523371960013864,0.08318330459476386,-0.0010468313905713789,0.08213647320419248,5.909090909090909,4.597701149425287,7.596899224806202,3.0,7.635364952665967,1.7727799107421225,1.9444444444444444,6.933575863548909,3.069460543726617,3.263376946925346,3.0612698602566626,48.783963805632474
13757,Chris Taylor,LAD,139,557,490,124,27,4,19,79,72,56,155,6,11,3,,0.254,0.336,0.442,0.778,0.336,111,,2.4,,135.0,,2.59,0.27,0.41,13757,8,0.3163265306122449,0.10053859964093358,0,0,216,-0.021171974159606144,0.058181266662959974,0.0002207541502365351,0.05840202081319651,6.136363636363637,5.747126436781609,5.658914728682171,4.0,3.161518300713251,3.7814799578445566,2.5,4.15830980818217,2.942073010303479,3.760132012063696,2.941629296968094,44.78754718790266
21711,Oneil Cruz,PIT,117,476,438,114,22,4,17,60,59,35,123,3,12,4,,0.26,0.317,0.446,0.764,0.327,104,,2.4,,213.9,,3.55,-0.17,0.67,21711,8,0.2808219178082192,0.07352941176470588,0,0,195,0.04313584011463867,-0.0721012543710986,0.0005781873010671235,-0.07152306707003148,3.977272727272727,4.252873563218391,4.883720930232558,3.5,4.18006935142503,2.1521140101610263,2.5,4.781451379522066,2.2782723614145577,3.9002067623722914,2.286703266083005,38.69268435170165
11737,Nick Castellanos,,142,637,581,163,38,3,31,93,95,45,141,7,3,2,,0.28,0.337,0.517,0.853,0.36,120,,2.3,,61.5,,2.62,-0.36,0.92,11737,1,0.24268502581755594,0.0706436420722135,0,0,300,0.28144115677309345,0.10479837215863208,0.00866829004723807,0.11346666220587015,7.7272727272727275,8.39080459770115,8.682170542635658,7.0,5.2741348358842,1.978026033456524,0.5555555555555556,7.090625640179127,3.179591171847658,7.070643302764391,3.2191989920667567,60.16802339936375
19470,Tommy Edman,STL,141,609,562,150,31,4,12,81,57,35,95,7,23,5,,0.268,0.317,0.402,0.719,0.311,95,,2.3,,86.9,,2.29,-0.79,1.45,19470,18,0.16903914590747332,0.05747126436781609,0,0,225,0.12570139383263346,-0.13268462400908843,-0.004124340392394177,-0.1368089644014826,6.363636363636363,4.022988505747127,7.674418604651163,2.25,7.38687688371475,1.1833844551933967,5.277777777777778,5.581510119863758,1.9695948829747452,2.057329595130879,1.957610291749306,45.72512748043927
7802,Miguel Rojas,MIA,130,541,495,133,26,2,9,64,50,38,72,6,12,4,,0.268,0.326,0.381,0.707,0.308,95,,2.3,,418.1,,2.37,1.23,1.03,7802,8,0.14545454545454545,0.07024029574861368,0,0,190,0.12935978885695865,-0.007064237186316102,-0.005273375828786564,-0.012337613015102666,4.431818181818182,3.218390804597701,6.3565891472868215,1.5,8.063468393233293,1.9536936185831641,2.5,5.616959902285505,2.6096415571163556,1.6070332209015141,2.585045142481537,40.44263996830408
18607,Jared Walsh,LAA,142,585,525,138,29,2,29,79,91,48,149,6,2,1,,0.262,0.328,0.492,0.82,0.347,120,,2.3,,117.5,,2.46,0.15,0.83,18607,1,0.2838095238095238,0.08205128205128205,0,0,258,0.07710658049598917,0.0028726494120723256,0.005382831176305558,0.008255480588377884,6.136363636363637,7.931034482758621,6.744186046511628,6.5,4.094361354874323,2.6662074112345358,0.5555555555555556,5.110627246867512,2.6602708489015634,5.783102318035875,2.6888507529075554,50.870559654010805
4949,Giancarlo Stanton,NYY,137,580,509,133,22,0,34,78,93,63,161,5,1,0,,0.262,0.347,0.51,0.857,0.359,126,,2.3,,96.4,,3.03,0.82,1.04,4949,1,0.3163064833005894,0.10862068965517241,0,0,257,0.05955288460289809,0.18703889475804036,0.006568745583291347,0.1936076403413317,6.0227272727272725,8.160919540229886,6.3565891472868215,7.75,3.1620934150079316,4.269043016595551,0.5555555555555556,4.940532247292565,3.598613707128349,6.247851220200897,3.6231734174577905,54.687098539482626
13723,Jacob Stallings,MIA,113,423,375,91,18,1,9,41,43,40,92,4,0,0,,0.243,0.32,0.365,0.685,0.302,91,,2.2,,400.2,,2.71,0.37,0.54,13723,0,0.24533333333333332,0.09456264775413711,0,0,138,-0.09435369970096641,-0.066023068626192,-0.005275770477700947,-0.07129883910389295,1.8181818181818181,2.413793103448276,3.10077519379845,1.5,5.198160583814703,3.420972542591564,0.2777777777777778,3.4491801952126946,2.3092412405052656,1.6060947801106151,2.2878335538070242,27.38201078924819
17620,Myles Straw,CLE,143,568,504,133,24,2,4,74,42,58,110,3,31,6,,0.264,0.341,0.343,0.684,0.306,92,,2.2,,130.4,,2.99,-0.35,2.36,17620,25,0.21825396825396826,0.10211267605633803,0,0,173,0.08444027330248849,0.13426582211997218,-0.009338879780953047,0.12492694233901913,5.568181818181818,2.2988505747126435,6.3565891472868215,0.25,5.975009381080498,3.8764382558157866,7.222222222222222,5.181690599132563,3.3297303635840985,0.013799773877904127,3.276967941102838,43.349480076997196
20126,Dylan Carlson,STL,147,620,549,141,30,4,20,78,71,56,149,9,5,2,,0.256,0.331,0.434,0.765,0.329,107,,2.2,,178.2,,4.11,0.46,0.27,20126,3,0.27140255009107467,0.09032258064516129,0,0,239,0.016455124756914463,0.04622219954488194,-0.00033557952463431073,0.045886620020247626,6.0227272727272725,5.632183908045977,6.976744186046512,4.25,4.45029077133727,3.165184734571656,1.1111111111111112,4.522915724405836,2.8811405348641137,3.5421099835677086,2.878541698569631,45.43294992524709
15676,José Abreu,CHW,149,646,575,153,30,2,31,87,103,49,141,15,1,1,,0.267,0.337,0.486,0.823,0.348,119,,2.2,,75.1,,2.49,0.25,1.11,15676,0,0.24521739130434783,0.07585139318885449,0,0,280,0.11927469341749819,0.08835680108718602,0.005345515021823122,0.09370231610900914,7.045454545454546,9.310344827586206,7.906976744186046,7.0,5.201486711495538,2.2921906937325227,0.2777777777777778,5.519235507665937,3.0958199532731716,5.768478461772242,3.1195709298260743,56.53733615277007
13066,Teoscar Hernández,TOR,142,601,550,147,28,2,33,88,97,43,163,6,11,4,,0.267,0.325,0.507,0.832,0.352,120,,2.2,,30.6,,3.12,1.13,0.51,13066,7,0.2963636363636364,0.07154742096505824,0,0,278,0.12721298558059924,-0.018637255467141012,0.007099326421190044,-0.011537929045950968,7.159090909090909,8.620689655172415,7.441860465116279,7.5,3.7342108413811737,2.0325477228529105,2.2222222222222223,5.596157416894176,2.5506760337027683,6.455780949758665,2.5890761872659716,55.902312403457486
17484,Eloy Jiménez,CHW,142,588,544,148,29,1,31,74,92,38,143,4,1,0,,0.271,0.321,0.501,0.822,0.348,119,,2.2,,64.5,,3.14,-0.46,0.97,17484,1,0.26286764705882354,0.06462585034013606,0,0,272,0.1762284341557896,-0.048704176147557066,0.006457244707467391,-0.042246931440089674,5.568181818181818,8.045977011494253,7.51937984496124,7.0,4.695138799935877,1.614994572702068,0.5555555555555556,6.07111623783651,2.3974824870985056,6.204155056865356,2.4342783312236493,52.10625971585484
