ID,Player,Position,Status,Age,ADP,IDFANGRAPHS
*03zbh*,Fernando Tatis Jr.,"SS,OF",Pinstrip,23,2.45,19709
*03ynj*,Juan Soto,OF,Hit,23,2.69,20123
*02c68*,Trea Turner,"2B,SS",Scavenge,28,3.35,16252
*03ojr*,Vladimir Guerrero Jr.,1B,lasmimis,22,4.77,19611
*01ub6*,Jose Ramirez,3B,La Maqui,29,5,13510
*041qb*,Bo Bichette,SS,La Maqui,23,7.88,19612
*01spo*,Gerrit Cole,SP,La Maqui,31,8.06,13125
*02yc4*,Shohei Ohtani,"UT,SP",miche,27,8.55,19755
*041rd*,Corbin Burnes,SP,miche,27,9.26,19361
*01fh9*,Bryce Harper,OF,Canha Ge,29,9.97,11579
*03wha*,Ronald Acuna Jr.,OF,METS,24,11.29,18401
*03aac*,Walker Buehler,SP,La Maqui,27,12.58,19374
*01s8u*,Mike Trout,OF,miche,30,13.56,10155
*03pir*,Kyle Tucker,OF,miche,24,15.4,18345
*02btf*,Mookie Betts,OF,sfernand,29,15.44,13611
*02bu3*,Brandon Woodruff,SP,Canha Ge,28,17.29,16162
*004ee*,Max Scherzer,SP,SLG,37,17.51,3137
*030uc*,Rafael Devers,3B,sfernand,25,19.64,17350
*01sb3*,Zack Wheeler,SP,SLG,31,19.77,10310
*01cgo*,Freddie Freeman,1B,lasmimis,32,20.6,5361
*02hjp*,Jacob deGrom,SP,99 prob,33,21.22,10954
*03fi0*,Ozzie Albies,2B,METS,25,21.62,16556
*047l7*,Luis Robert,OF,Canha Ge,24,23.46,20043
*041rf*,Shane Bieber,SP,99 prob,26,24.28,19427
*02vl6*,Julio Urias,SP,99 prob,25,29.64,14765
*01svq*,Manny Machado,3B,Canha Ge,29,29.95,11493
*04355*,Yordan Alvarez,OF,CALIXTO,24,30.08,19556
*02bu9*,Marcus Semien,"2B,SS",Hit,31,30.22,12533
*03btv*,Sandy Alcantara,SP,METS,26,30.87,18684
*03qr0*,Cedric Mullins,OF,CALIXTO,27,30.99,17929
*025j1*,Robbie Ray,SP,Pinstrip,30,31.72,11486
*02i3o*,Aaron Nola,SP,CALIXTO,28,33.62,16149
*02z0s*,Aaron Judge,OF,miche,29,35.24,15640
*02i37*,Lucas Giolito,SP,miche,27,35.44,15474
*02mwm*,Matt Olson,1B,Canha Ge,27,38.23,14344
*01s9k*,Starling Marte,OF,99 prob,33,39.87,9241
*02hjk*,Whit Merrifield,"2B,OF",Scavenge,32,40.17,11281
*02xic*,Teoscar Hernandez,OF,Pinstrip,29,41.4,13066
*03dc4*,Freddy Peralta,SP,miche,25,42.79,18679
*01u75*,Salvador Perez,C,sfernand,31,43.67,7304
*025gb*,Xander Bogaerts,SS,Hit,29,45.82,12161
*04csx*,Wander Franco,SS,Scavenge,20,47.81,23667
*02hi7*,Kevin Gausman,SP,99 prob,31,48.69,14107
*01uca*,Chris Sale,SP,Scavenge,32,49.37,10603
*03d6w*,Jack Flaherty,SP,miche,26,49.91,17479
*02bqh*,Trevor Story,SS,lasmimis,29,50.33,12564
*01ual*,Paul Goldschmidt,1B,CALIXTO,34,52.35,9218
*01s94*,Lance Lynn,SP,Pinstrip,34,54.51,2520
*03nuc*,Luis Castillo,SP,Scavenge,29,54.55,15689
*03pom*,Austin Riley,3B,Pinstrip,24,54.96,18360
*030ud*,Eloy Jimenez,OF,99 prob,25,57.56,17484
*024m0*,Jose Altuve,2B,CALIXTO,31,58.23,5417
*025he*,George Springer,OF,sfernand,32,58.45,12856
*041pz*,Pete Alonso,1B,SLG,27,58.88,19251
*03110*,Tim Anderson,SS,METS,28,59.08,15172
*01uc9*,Nick Castellanos,OF,La Maqui,29,59.45,11737
*02mwk*,Jose Berrios,SP,sfernand,27,59.77,14168
*03dbm*,Logan Webb,SP,SLG,25,60.78,17995
*01ub8*,Liam Hendriks,RP,CALIXTO,32,61,3548
*02611*,Francisco Lindor,SS,Pinstrip,28,61.65,12916
*03qjy*,Brandon Lowe,2B,Scavenge,27,62.21,18882
*02w7p*,Alex Bregman,3B,Canha Ge,27,63.09,17678
*02n96*,Josh Hader,RP,miche,27,64.23,14212
*02i2k*,Byron Buxton,OF,miche,28,64.51,14161
*02i2j*,Max Fried,SP,CALIXTO,27,68.36,13743
*02yk4*,Tyler O'Neill,OF,Canha Ge,26,68.58,15711
*02mw6*,Corey Seager,SS,CALIXTO,27,69.73,13624
*02bqy*,Joe Musgrove,SP,Hit,29,69.87,12970
*02yg3*,Frankie Montas,SP,CALIXTO,28,70.77,14309
*040b5*,Randy Arozarena,OF,Scavenge,26,71.92,19290
*01sy3*,Nolan Arenado,3B,Canha Ge,30,72,9777
*02i2e*,Jose Abreu,1B,CALIXTO,34,74.67,15676
*03df2*,Dylan Cease,SP,lasmimis,26,75.36,18525
*02i3g*,Adalberto Mondesi,3B,99 prob,26,76.18,13769
*04ak5*,Trevor Rogers,SP,CALIXTO,24,76.67,22286
*005jn*,Charlie Morton,SP,Canha Ge,38,76.91,4676
*04yfw*,Alek Manoah,SP,CALIXTO,24,78.15,26410
*025i9*,J.T. Realmuto,C,CALIXTO,30,79.42,11739
*02i2q*,Carlos Correa,SS,miche,27,80.04,14162
*026mn*,Javier Baez,"2B,SS",Hit,29,86.35,12979
*042sz*,Will Smith,C,Pinstrip,26,86.77,19197
*01c5l*,Yu Darvish,SP,La Maqui,35,88.04,13074
*03e5m*,Bryan Reynolds,OF,Canha Ge,26,88.29,19326
*02yd1*,Jorge Polanco,"2B,SS",sfernand,28,89.77,13152
*02mwj*,Mitch Haniger,OF,Hit,31,90.29,14274
*02334*,J.D. Martinez,OF,CALIXTO,34,91.45,6184
*0326s*,Ketel Marte,"2B,OF",CALIXTO,28,91.63,13613
*04nx3*,Jonathan India,2B,lasmimis,25,92.32,21523
*04mlt*,Shane McClanahan,SP,sfernand,24,92.64,21483
*01cdf*,Giancarlo Stanton,OF,99 prob,32,92.65,4949
*02mwg*,Jesse Winker,OF,METS,28,95.09,13590
*01ubo*,Kris Bryant,"3B,OF",METS,30,95.38,15429
*03120*,Cody Bellinger,OF,Pinstrip,26,97.13,15998
*02c2r*,Carlos Rodon,SP,lasmimis,29,97.32,16137
*045qo*,Jazz Chisholm Jr.,"2B,SS",METS,23,98.15,20454
*025dn*,Christian Yelich,OF,Hit,30,98.41,11477
*03aqv*,Raisel Iglesias,RP,Canha Ge,32,98.47,17130
*02mzg*,Max Muncy,"1B,2B",SLG,31,99.6,13301
*0312g*,Tyler Mahle,SP,Canha Ge,27,102.32,16358
*02i3v*,Joey Gallo,OF,Hit,28,102.65,14128
*043f9*,Pablo Lopez,SP,sfernand,25,103.31,17085
*026l1*,Lance McCullers Jr.,SP,miche,28,103.31,14120
*041sq*,Tommy Edman,"2B,OF",FA,26,105.01,19470
*02bqr*,Blake Snell,SP,Hit,29,108.71,13543
*041qo*,Zac Gallen,SP,Scavenge,26,111.63,19291
*01uqq*,Yasmani Grandal,C,Scavenge,33,112.85,11368
*01ut7*,Nathan Eovaldi,SP,lasmimis,31,113.14,9132
*02my5*,Edwin Diaz,RP,99 prob,27,113.69,14710
*04lgp*,Bobby Witt Jr.,SS,99 prob,21,113.74,sa3011225
*01tt9*,Anthony Rendon,3B,FA,31,114.06,12861
*03cag*,Kyle Schwarber,OF,CALIXTO,28,115.23,16478
*02i3z*,Franmil Reyes,UT,Canha Ge,26,118.27,14566
*02k18*,Austin Meadows,OF,Canha Ge,26,119.13,15672
*04ggr*,Jarred Kelenic,OF,Scavenge,22,119.64,22558
*04auj*,Framber Valdez,SP,lasmimis,28,120.13,17295
*02c2h*,Chris Bassitt,SP,99 prob,32,121.92,12304
*04cwf*,Shane Baz,SP,sfernand,22,124.73,22264
*000dp*,Justin Verlander,SP,W (Sun),38,126.58,8700
*03qmh*,Jake Cronenworth,"1B,2B,SS",La Maqui,27,126.85,18036
*03pjl*,Ryan Mountcastle,"1B,OF",sfernand,24,127.76,18373
*02zif*,Ryan Pressly,RP,miche,33,128.86,7005
*01gya*,Aroldis Chapman,RP,Pinstrip,33,128.95,10233
*041m0*,Ian Anderson,SP,METS,23,129.77,19951
*04ni3*,Luis Garcia,SP,SLG,25,129.99,23735
*01sfi*,DJ LeMahieu,"1B,2B,3B",sfernand,33,130.72,9874
*03ae8*,Dansby Swanson,SS,sfernand,27,131.17,18314
*02x0f*,Sean Manaea,SP,CALIXTO,29,131.65,15873
*04n0m*,Logan Gilbert,SP,sfernand,24,131.76,22250
*03pit*,Trent Grisham,OF,lasmimis,25,132,18564
*04efa*,Daulton Varsho,"C,OF",Hit,25,132.21,19918
*04p9n*,Jared Walsh,1B,METS,28,133.77,18607
*04ug5*,Emmanuel Clase,RP,CALIXTO,23,134.73,21032
*03eet*,Yoan Moncada,3B,99 prob,26,138.03,17232
*03et8*,Ranger Suarez,"SP,RP",La Maqui,26,140.28,17277
*005ih*,Clayton Kershaw,SP,Scavenge,33,142.67,2036
*03atq*,Willy Adames,SS,sfernand,26,142.67,15986
*02hg4*,Marcus Stroman,SP,sfernand,30,144.67,13431
*03de9*,Rhys Hoskins,1B,METS,28,145.46,16472
*01seb*,Robbie Grossman,OF,Pinstrip,32,146.33,5254
*01svz*,Kenley Jansen,RP,SLG,34,146.87,3096
*029si*,Eduardo Rodriguez,SP,Scavenge,28,147.73,13164
*02bsw*,Mike Clevinger,SP,Pinstrip,31,150.09,12808
*00031*,Joey Votto,1B,miche,38,150.27,4314
*03ab0*,Luis Severino,RP,miche,27,150.28,15890
*000wm*,Adam Wainwright,SP,METS,40,150.54,2233
*03nri*,Lourdes Gurriel Jr.,OF,Canha Ge,28,150.59,19238
*041mc*,Dylan Carlson,OF,miche,23,152.26,20126
*03oh0*,Willson Contreras,C,Hit,29,153.65,11609
*03d6s*,Matt Chapman,3B,Pinstrip,28,154.73,16505
*04ptt*,Tarik Skubal,SP,La Maqui,25,154.82,22267
*031t0*,Gleyber Torres,SS,Pinstrip,25,156.69,16997
*02u47*,Chris Taylor,"2B,SS,OF",SLG,31,157,13757
*02bq4*,C.J. Cron,1B,Canha Ge,32,157.06,12546
*0260v*,Sonny Gray,SP,Hit,32,157.5,12768
*02z0t*,Michael Conforto,OF,lasmimis,28,160.72,16376
*03022*,Hunter Renfroe,OF,Canha Ge,29,160.99,15464
*03di6*,Jordan Romano,RP,Canha Ge,28,161.54,16122
*03d7g*,Alex Verdugo,OF,99 prob,25,162.08,17027
*03qqb*,Myles Straw,OF,FA,27,163.77,17620
*026lz*,Josh Bell,1B,Hit,29,165.09,13145
*03pji*,Ke'Bryan Hayes,3B,Hit,24,167.08,18577
*03lua*,Brendan Rodgers,"2B,SS",99 prob,25,168.04,17907
*03d6v*,Michael Kopech,RP,lasmimis,25,168.46,17282
*04aq4*,Adolis Garcia,OF,La Maqui,28,171.04,19287
*01lum*,Justin Turner,3B,CALIXTO,37,172.13,5235
*01skh*,Will Smith,RP,Pinstrip,32,174.63,8048
*02xik*,Hyun Jin Ryu,SP,Canha Ge,34,174.86,14444
*02i11*,Jorge Soler,OF,sfernand,29,175.14,14221
*03amq*,German Marquez,SP,sfernand,26,175.68,15038
*0440h*,Jose Urquidy,SP,Canha Ge,26,176,18413
*041qi*,Akil Baddoo,OF,lasmimis,23,178.05,22168
*03djk*,Tanner Houck,SP,lasmimis,25,178.71,19879
*03nmw*,Ian Happ,OF,miche,27,178.86,17919
*04si2*,Andrew Vaughn,OF,SLG,23,180.69,26197
*0001d*,Nelson Cruz,UT,SLG,41,180.99,2434
*0310n*,Ryan McMahon,"2B,3B",METS,27,185.44,15112
*03whq*,Ty France,"1B,2B",La Maqui,27,188.82,17982
*025ew*,Noah Syndergaard,SP,lasmimis,29,188.82,11762
*01urw*,Avisail Garcia,OF,SLG,30,189.9,5760
*03o43*,Luis Urias,"2B,3B,SS",miche,24,190.92,16622
*04q2n*,Adley Rutschman,C,Hit,23,192.99,sa3011643
*03gl9*,Huascar Ynoa,SP,lasmimis,23,194.35,20468
*02mwv*,Alex Wood,SP,CALIXTO,31,194.53,13781
*02jh6*,Eugenio Suarez,"3B,SS",Scavenge,30,195.5,12552
*03dim*,John Means,SP,Canha Ge,28,195.77,16269
*01sdl*,Brandon Crawford,SS,99 prob,34,196.68,5343
*04mlf*,Casey Mize,SP,Pinstrip,24,196.81,20492
*03qpi*,Patrick Sandoval,SP,miche,25,196.81,19447
*01sea*,Anthony Rizzo,1B,99 prob,32,197.62,3473
*03mul*,Giovanny Gallegos,RP,Canha Ge,30,198.12,14986
*02but*,Anthony DeSclafani,SP,METS,31,198.19,13050
*02yh5*,Amed Rosario,SS,CALIXTO,26,198.27,15518
*041qr*,Aaron Civale,SP,sfernand,26,198.71,19479
*04ps7*,Joe Ryan,SP,Canha Ge,25,199.71,21390
*03dbo*,Jordan Montgomery,SP,99 prob,29,200.53,16511
*01scl*,Craig Kimbrel,RP,CALIXTO,33,200.95,6655
*03pix*,Tyler Stephenson,"C,1B",sfernand,25,202.54,17988
*03pon*,Triston McKenzie,SP,miche,24,203.53,18000
*026m0*,Kolten Wong,2B,METS,31,204.54,12532
*03pdw*,Andrew Benintendi,OF,METS,27,204.9,17901
*041xv*,Nate Lowe,1B,Scavenge,26,206.17,19566
*041qs*,Austin Hays,OF,lasmimis,26,206.24,19363
*01c5s*,Buster Posey,C,miche,34,206.38,9166
*031c4*,Trey Mancini,1B,METS,29,208.18,15149
*041m2*,Alex Kirilloff,"1B,OF",Canha Ge,24,208.45,20325
*03yxh*,Cal Quantrill,"SP,RP",La Maqui,26,209.12,19312
*025eo*,Mark Canha,OF,99 prob,32,209.86,11445
*041ai*,Gavin Lux,"2B,SS",miche,24,211.15,19955
*03dp8*,Ramon Laureano,OF,FA,27,214.22,17128
*027ow*,Adam Duvall,OF,Pinstrip,33,219.05,10950
*01suo*,Jean Segura,2B,Scavenge,31,221.13,5933
*04aee*,Jo Adell,OF,CALIXTO,22,222.62,20220
*01uwk*,Brandon Belt,1B,SLG,33,224.21,10264
*01cyw*,Mark Melancon,RP,CALIXTO,36,224.27,4264
*03rmz*,Keibert Ruiz,C,miche,23,224.86,19610
*025f7*,Eddie Rosario,OF,La Maqui,30,225.13,12155
*01sjg*,Josh Donaldson,3B,miche,36,226.18,5038
*02bwg*,Kyle Hendricks,SP,Pinstrip,32,227.23,12049
*02bxv*,Jon Gray,SP,Hit,30,227.77,14916
*03zlh*,Oneil Cruz,SS,FA,23,229.18,sa917318
*04ew7*,Aaron Ashby,RP,Canha Ge,23,229.29,23550
*0440n*,Sixto Sanchez,SP,sfernand,23,229.36,19680
*01sge*,Charlie Blackmon,OF,lasmimis,35,230.24,7859
*01cil*,Michael Brantley,OF,sfernand,34,231.03,4106
*02h98*,Enrique Hernandez,"2B,OF",METS,30,231.26,10472
*025hm*,Trevor Bauer,SP,Hit,30,234.09,12703
*04pn3*,Josiah Gray,SP,METS,24,235.59,24580
*021n3*,Eduardo Escobar,"2B,3B",Pinstrip,33,235.87,6153
*03nru*,Jesus Sanchez,OF,METS,24,236.97,19913
*01s8p*,AJ Pollock,OF,Scavenge,34,238.31,9256
*04eqa*,Garrett Whitlock,RP,lasmimis,25,238.96,20191
*04k0w*,Camilo Doval,RP,lasmimis,24,240.5,21992
*031f9*,Frank Schwindel,1B,lasmimis,29,242.85,15351
*031dw*,Mike Yastrzemski,OF,FA,31,245.85,14854
*02bq2*,Brandon Nimmo,OF,La Maqui,28,249.32,12927
*04t3y*,Alejandro Kirk,C,METS,23,251.43,22581
*01sfj*,Kyle Seager,3B,sfernand,34,251.58,9785
*04eee*,Drew Rasmussen,"SP,RP",Hit,26,251.87,25385
*025jv*,Yuli Gurriel,1B,La Maqui,37,252.1,19198
*03qjv*,Harrison Bader,OF,FA,27,252.47,18030
*041se*,Abraham Toro,"2B,3B",FA,25,253.2,19844
*04fhb*,Julio Rodriguez,OF,miche,21,255.16,sa3005720
*04oct*,Josh Rojas,"2B,SS,OF",FA,27,255.78,19734
*02h8d*,Steven Matz,SP,W (Thu),30,255.82,13361
*041sg*,Nicky Lopez,SS,99 prob,26,256.24,19339
*045kb*,Cristian Javier,"SP,RP",La Maqui,24,257.2,17606
*025g7*,Jonathan Schoop,"1B,2B",Scavenge,30,258.25,11265
*01t9q*,Gary Sanchez,C,FA,29,259.08,11442
*02i12*,Mike Zunino,C,SLG,30,259.44,13265
*03qu7*,Nick Madrigal,2B,METS,24,259.53,20521
*03z62*,Bobby Dalbec,1B,SLG,26,259.82,19966
*041v6*,Tony Gonsolin,SP,Hit,27,260.17,19388
*041wu*,Zach Plesac,SP,Pinstrip,26,260.69,19979
*01srb*,Jameson Taillon,SP,miche,30,260.76,11674
*027fx*,Jeimer Candelario,3B,Scavenge,28,260.89,13621
*041r1*,Jesus Luzardo,SP,METS,24,261.49,19959
*03111*,Marco Gonzales,SP,FA,29,263.28,15467
*01as6*,Carlos Carrasco,SP,sfernand,34,265.68,6632
*032pz*,Raimel Tapia,OF,FA,27,269.66,14350
*04mn5*,Alec Bohm,3B,lasmimis,25,270.44,21618
*04yk2*,Spencer Torkelson,3B,Pinstrip,22,270.96,sa3014504
*03199*,Luke Voit,1B,La Maqui,30,271.03,14811
*03dei*,Lane Thomas,OF,METS,26,271.51,16939
*03aqz*,Adbert Alzolay,"SP,RP",Canha Ge,26,271.88,17859
*02w16*,Anthony Santander,OF,Pinstrip,27,271.95,14551
*01c1g*,Andrew McCutchen,OF,SLG,35,272.58,9847
*025fx*,Tommy Pham,OF,miche,33,273.6,2967
*041rv*,Cavan Biggio,3B,La Maqui,26,273.63,19252
*031ey*,Eric Lauer,SP,sfernand,26,273.97,19316
*02buh*,Scott Barlow,RP,sfernand,29,276.15,14993
*031b3*,Isiah Kiner-Falefa,SS,Hit,26,276.91,16512
*01fha*,Kyle Gibson,SP,FA,34,277.8,10123
*01cdo*,Stephen Strasburg,SP,FA,33,278.29,10131
*04k22*,Luis Patino,SP,sfernand,22,278.51,22815
*01vja*,Max Kepler,OF,Pinstrip,28,279.89,12144
*02bve*,Blake Treinen,RP,SLG,33,279.91,12572
*02bv2*,Eric Haase,"C,OF",FA,29,282.14,14111
*0310z*,J.P. Crawford,SS,FA,27,283.4,15491
*01s9d*,Miguel Sano,1B,sfernand,28,284.82,12164
*03aoy*,Sean Murphy,C,W (Thu),27,285.52,19352
*0317o*,Jeff McNeil,"2B,OF",FA,29,286.12,15362
*02n5v*,Chris Flexen,SP,METS,27,286.8,13896
*0316j*,Nick Pivetta,SP,lasmimis,28,287.84,15454
*01usi*,Marcell Ozuna,OF,FA,31,289.67,10324
*03z61*,Kyle Lewis,OF,lasmimis,26,290.42,19508
*03yx9*,Elieser Hernandez,SP,FA,26,290.85,16933
*02yek*,Alex Reyes,RP,miche,27,290.89,15015
*029us*,Christian Vazquez,C,FA,31,291.95,9774
*03adt*,James Kaprielian,SP,La Maqui,27,293.01,18331
*01seh*,Alex Cobb,SP,SLG,34,293.19,6562
*01s9f*,Wil Myers,OF,La Maqui,31,293.96,10047
*025dq*,Taijuan Walker,SP,METS,29,294.99,11836
*031cd*,Mitch Garver,C,SLG,30,295.55,15161
*04aqc*,David Bednar,RP,lasmimis,27,296.06,19569
*0429m*,Joe Barlow,RP,Hit,26,298.63,22296
*04aok*,Gregory Soto,RP,Scavenge,26,299.23,19677
*04ywk*,Tylor Megill,SP,W (Mon),26,299.62,21318
*03yxd*,Vidal Brujan,2B,miche,23,300.16,20536
*04y44*,Josh Jung,3B,Hit,23,301.03,sa3011468
*03bin*,Nestor Cortes Jr.,"SP,RP",99 prob,27,302.08,17874
*02mws*,Patrick Wisdom,3B,Pinstrip,30,303.56,13602
*0310k*,Corey Knebel,RP,SLG,30,304.61,15010
*041qk*,Garrett Hampson,"2B,OF",FA,27,304.65,19262
*01s99*,Travis d'Arnaud,C,FA,32,306.25,7739
*02n3l*,Taylor Rogers,RP,miche,31,306.26,13449
*03qne*,Chris Paddack,SP,Scavenge,26,308.64,20099
*0425t*,Bailey Ober,SP,Canha Ge,26,308.71,21224
*03qlw*,David Fletcher,"2B,SS",sfernand,27,311.67,17992
*03pzn*,Andres Gimenez,"2B,SS",FA,23,312.43,19950
*0316t*,Adam Frazier,2B,99 prob,30,314.46,15223
*0005k*,Zack Greinke,SP,Canha Ge,38,315.06,1943
*02hhd*,Dylan Floro,RP,Canha Ge,31,315.43,13394
*043f8*,Omar Narvaez,C,99 prob,29,316.26,13338
*04mn4*,Joey Bart,C,lasmimis,25,316.26,21524
*02n2x*,Paul Sewald,RP,La Maqui,31,316.85,13892
*025gz*,Cesar Hernandez,2B,sfernand,31,317.44,10556
*022vt*,Rafael Ortega,OF,FA,30,317.71,10323
*041q8*,Brandon Marsh,OF,lasmimis,24,319.57,20202
*03d6y*,Connor Joe,OF,SLG,29,320.4,16572
*02jhn*,Jesus Aguilar,1B,99 prob,31,320.95,11342
*0311c*,Devin Williams,RP,99 prob,27,321.87,15816
*025gy*,Jonathan Villar,"3B,SS",METS,30,322.89,10071
*03qo2*,LaMonte Wade Jr.,"1B,OF",SLG,28,324.04,18126
*04nb2*,Riley Greene,OF,Pinstrip,21,327.17,sa3010694
*026rz*,Gio Urshela,"3B,SS",Hit,30,328.93,10681
*02mxf*,Carson Kelly,C,La Maqui,27,329.04,13620
*01z34*,Corey Kluber,SP,W (Wed),35,330.58,2429
*01sev*,Wade Miley,SP,lasmimis,35,331.06,8779
*041m9*,Dane Dunning,SP,miche,27,331.47,19409
*03ry2*,Dinelson Lamet,"SP,RP",Pinstrip,29,333.16,17186
*01t5w*,Miguel Rojas,SS,FA,32,334.52,7802
*041q1*,Nick Solak,2B,FA,27,335.63,19294
*01s9c*,Randal Grichuk,OF,Pinstrip,30,337.06,10243
*04pkr*,Nico Hoerner,2B,La Maqui,24,338.49,21479
*04n0k*,Carlos Hernandez,"SP,RP",FA,24,338.7,22713
*0260w*,Matt Barnes,RP,La Maqui,31,339.34,12863
*03zc9*,Nick Senzel,OF,FA,26,340.57,19293
*01avv*,Jake McGee,RP,99 prob,35,341.89,7550
*03fhx*,Elias Diaz,C,FA,31,342.07,11680
*01xfr*,Patrick Corbin,SP,FA,32,342.96,9323
*04ggi*,Andrew Kittredge,RP,99 prob,31,345.39,12828
*01cfp*,Eric Hosmer,1B,Hit,32,345.53,3516
*02bvf*,Ken Giles,RP,FA,31,345.58,12910
*02brc*,Adrian Houser,SP,Hit,28,346.74,12718
*02mw7*,Lucas Sims,RP,99 prob,27,347.52,13470
*04alq*,Pavin Smith,"1B,OF",lasmimis,25,348.84,19892
*02mwq*,Zach Eflin,SP,Hit,27,349.61,13774
*01c2r*,Mike Moustakas,3B,Hit,33,350.63,4892
*02bqj*,Michael Fulmer,RP,CALIXTO,28,352,13218
*02z96*,Dominic Smith,OF,FA,26,352.47,15653
*01sc7*,Max Stassi,C,Canha Ge,30,352.8,10059
*0315r*,Willie Calhoun,OF,FA,27,353.54,17838
*03mew*,Luis Arraez,"2B,3B,OF",Canha Ge,24,353.78,18568
*000d8*,Yadier Molina,C,FA,39,354.49,7007
*031d9*,Lou Trivino,RP,CALIXTO,30,354.68,15043
*03108*,Hunter Dozier,"3B,OF",miche,30,355.96,15117
*03pov*,Brady Singer,SP,Scavenge,25,358.72,25377
*02mzu*,Joey Wendle,"3B,SS",FA,31,359.93,13853
*04pst*,Jarren Duran,OF,Canha Ge,25,359.94,24617
*02mv0*,Andrew Heaney,SP,W (Thu),30,360.19,15423
*0596g*,Reid Detmers,SP,Canha Ge,22,361.59,27468
*01cfr*,Carlos Santana,1B,FA,35,363.22,2396
*031el*,Danny Jansen,C,Scavenge,26,363.48,16535
*04s1h*,Luis Gil,SP,lasmimis,23,363.93,21052
*04aea*,Hunter Greene,SP,99 prob,22,364.1,sa3005315
*02j2u*,Tyler Naquin,OF,sfernand,30,365.96,13359
*02c63*,Brian Anderson,3B,FA,28,367.41,18289
*02bra*,James McCann,C,FA,31,367.88,12859
*032gq*,Rowdy Tellez,1B,FA,26,368.49,15679
*02mzc*,Austin Nola,C,FA,32,369.22,15941
*03pp2*,Josh Staumont,RP,lasmimis,28,371.02,18335
*03db4*,Jonathan Loaisiga,RP,sfernand,27,372.52,19753
*04eec*,Nate Pearson,RP,Hit,25,373.57,20160
*03bud*,Bryan De La Cruz,OF,La Maqui,25,373.94,19600
*041m1*,Matt Manning,SP,FA,23,373.99,20369
*04dwv*,Jose Barrero,SS,CALIXTO,23,374.12,23378
*04eej*,Gavin Sheets,UT,SLG,25,374.22,19901
*05ajg*,Ha-seong Kim,"2B,3B,SS",FA,26,374.31,27506
*02i3d*,Manuel Margot,OF,FA,27,375.38,14712
*03qml*,Dylan Moore,"2B,OF",FA,29,376.14,18042
*03m6o*,Yandy Diaz,"1B,3B",99 prob,30,376.65,16578
*041ah*,Josh Lowe,OF,SLG,23,376.8,sa917926
*02c5l*,Luke Weaver,SP,99 prob,28,376.81,16918
*04ali*,Edward Cabrera,SP,METS,23,378.83,sa920423
*03qs6*,Sam Hilliard,OF,FA,27,380.86,17954
*02j7h*,Jacob Stallings,C,FA,32,380.93,13723
*04ejp*,James Karinchak,RP,La Maqui,26,381.41,20151
*01ut0*,Didi Gregorius,SS,FA,31,382.08,6012
*041md*,Dakota Hudson,"SP,RP",Scavenge,27,383,19206
*02n1f*,Drew Steckenrider,RP,99 prob,31,383.71,18806
*02hj7*,Merrill Kelly,SP,FA,33,384.82,11156
*041me*,Diego Castillo,RP,SLG,27,384.98,17496
*01cdg*,Madison Bumgarner,SP,FA,32,385.3,5524
*01sej*,Mike Minor,SP,FA,34,386.72,10021
*04b84*,Yoshi Tsutsugo,"1B,OF",W (Sat),30,387.04,27459
*02hq8*,Rowan Wick,RP,SLG,29,388.47,14646
*03pp7*,Tanner Rainey,RP,FA,29,389.13,17610
*02bu2*,J.D. Davis,3B,FA,28,390.48,16219
*041ru*,Cole Irvin,SP,FA,27,390.69,19244
*01cgt*,Wilmer Flores,"1B,2B,3B",CALIXTO,30,390.79,5827
*01c5f*,Lorenzo Cain,OF,FA,35,392.57,9077
*04pmb*,Kris Bubic,"SP,RP",lasmimis,24,393.13,21455
*000y3*,Ian Kennedy,RP,sfernand,37,396.29,6986
*04b3a*,Roansy Contreras,SP,W (Mon),22,397.08,22810
*0374o*,Chad Green,RP,miche,30,398.5,15552
*03c97*,Domingo German,SP,99 prob,29,399.36,17149
*0423e*,Anthony Bender,RP,lasmimis,26,399.73,19742
*02mw3*,Christian Walker,1B,Scavenge,30,400.42,13419
*004e1*,Evan Longoria,3B,SLG,36,401.98,9368
*02h9j*,Michael A. Taylor,OF,FA,30,402.6,11489
*02nqg*,Luis Torrens,C,FA,25,403.15,15905
*04de0*,Ramon Urias,"2B,SS",SLG,27,405.91,18795
*031b8*,Tony Kemp,"2B,OF",FA,30,406,14894
*022vw*,Tucker Barnhart,C,FA,31,406.29,10200
*025iy*,Jorge Alfaro,"C,OF",FA,28,406.44,12180
*03qkh*,Paul DeJong,SS,FA,28,410.18,18015
*03daq*,Bobby Bradley,1B,FA,25,410.26,17278
*02mx2*,Tyrone Taylor,OF,FA,27,411.58,13675
*0312h*,Kyle Farmer,SS,FA,31,411.62,14813
*05a2d*,Max Meyer,"SP,RP",CALIXTO,22,411.78,sa3014430
*024o9*,Yan Gomes,C,W (Fri),34,412.07,9627
*01cgr*,Aaron Hicks,OF,FA,32,412.35,5297
*03a95*,Francisco Mejia,C,FA,26,413.15,16403
*0414g*,Luis Garcia,2B,FA,21,413.53,20391
*04nky*,Trevor Larnach,OF,lasmimis,24,413.63,21501
*02h9r*,Miles Mikolas,SP,FA,33,414.08,9803
*02zoa*,Antonio Senzatela,SP,FA,26,414.11,15488
*03pjf*,Mike Soroka,SP,METS,24,414.88,18383
*03c65*,Victor Robles,OF,W (Mon),24,415.1,18363
