playerid,Name,Team,GS,G,IP,W,L,SV,HLD,H,ER,HR,K,BB,WHIP,K/9,BB/9,ERA,FIP,-1,WAR,RA9-WAR,-1.1,ADP,playerid,POS,QS,wERA,wWHIP,wK/9,wBB/9,wH/9,wK/BB,RAPP,rIP,rwERA,rwWHIP,rwK/9,rwBB/9,rwH/9,rwK/BB,rSV,rHLD,rQS,rRAPP,POINTS
22925,Joan Adon,WSN,22,22,107.0,6,7,0,0,114,61,16,86,47,1.5,7.23,3.95,5.13,5.02,,0.5,0.4,,599.7,22925,SP,6.0,0.056125601340100695,0.011906437004424175,-0.1627184802582914,0.011518897440844056,0.09563903559897202,-0.4340039960156199,0,5.314009661835748,3.362675224419471,2.829624729960397,2.67699168196751,5.078679007506846,3.1625096614604447,2.662677021810488,0.0,,3.6842105263157894,0.0,28.771377515276697
17964,Tyler Gilbert,ARI,12,26,78.0,5,5,0,0,78,40,12,66,26,1.33,7.62,3.0,4.62,4.63,,0.5,0.6,,600.0,17964,SP,5.0,-0.01072159452750232,-0.008587891454173935,-0.08295686589647222,-0.08861574993872412,0.011324726851156708,0.2610815665954571,0,3.7573805689747717,4.3363765351305394,4.3556292963075,3.2804610133459913,6.337748291800734,4.204074996456644,3.85628617221896,0.0,,3.1578947368421053,0.0,33.28585161107724
4264,Mark Melancon,ARI,0,56,55.0,4,2,30,0,54,22,4,45,18,1.31,7.36,2.95,3.6,3.57,,0.5,0.6,,132.0,4264,RP,0.0,-0.08391444627517519,-0.008058345747171236,-0.07801418751895306,-0.06787834984886132,-0.004646761875681804,0.1647624356864128,56,2.5228126677402036,5.40250914931742,4.316199403856615,3.3178568815159832,6.077001146107113,4.401376608166633,3.690885821245543,9.090909090909092,,0.5263157894736842,7.671232876712328,47.01709943504462
sa3014478,Zach McCambley,MIA,21,21,98.7,6,8,0,0,104,53,17,84,33,1.39,7.66,3.01,4.83,4.86,,0.5,0.3,,999.0,sa3014478,SP,6.0,0.014550280274953642,-0.0036547639403816667,-0.0975376736070942,-0.1085410861018376,0.0756482106384011,0.33118353941150325,0,4.868491680085882,3.9682644954271185,3.988309375207022,3.170143909680406,6.588284738462504,3.4094635961619133,3.9766661091875783,0.0,,3.6842105263157894,0.0,33.653834430528214
18335,Josh Staumont,KCR,3,59,64.0,4,3,5,0,52,30,7,77,38,1.41,10.83,5.34,4.22,4.11,,0.5,0.5,,465.2,18335,SP,3.0,-0.043188858900770066,-0.0009213118029876011,0.20711767612537424,0.12750304825003983,-0.13579485447692974,-0.15848001519808186,0,3.0059044551798175,4.809297163515115,3.7847769466143397,5.475139384946724,3.620321829743764,6.0214967162837585,3.135810060893324,1.5151515151515151,,2.1052631578947367,0.0,33.4731612302231
sa915675,Tom Cosgrove,SDP,8,21,53.7,2,2,0,0,53,26,6,47,23,1.42,7.88,3.86,4.36,4.33,,0.5,0.4,,999.0,sa915675,SP,2.0,-0.02676997406305992,-0.00012691512063667254,-0.038713857782867955,7.289414738070876e-05,-0.0012151302331122604,-0.09009423380404602,0,2.453032742887815,4.570138445196453,3.725626290997228,3.6151997061133496,5.222598335650073,4.358984413834977,3.2532429336509283,0.0,,1.5789473684210527,0.0,28.777770236751874
7803,Richard Bleier,MIA,0,57,49.7,2,2,2,0,49,19,4,36,8,1.15,6.52,1.45,3.44,3.43,,0.5,0.6,,600.7,7803,RP,0.0,-0.08730590951926331,-0.018360713541792917,-0.12804321628254778,-0.1633054384885137,-0.0019409833876220528,0.5508790613265329,57,2.2383252818035424,5.451909459429717,5.0833121360712825,2.939341667411524,7.276878704374644,4.367951141965268,4.353929858238098,0.6060606060606061,,0.5263157894736842,7.808219178082192,40.652243822910556
10160,Ryan Weber,SEA,16,25,101.3,5,5,0,0,112,55,19,76,22,1.32,6.75,1.95,4.88,4.94,,0.5,0.6,,999.0,10160,SP,7.0,0.021851074219979227,-0.012180630148598048,-0.21728114880046334,-0.24754171439114153,0.1379160430537566,0.7969722814531277,0,5.00805152979066,3.861920578659354,4.62314407067343,2.2641753496148906,8.336045639973648,2.6402464052439187,4.776524046920659,0.0,,4.2105263157894735,0.0,35.72063393666603
13183,Zach Davies,,29,29,139.0,8,9,0,0,144,76,22,103,59,1.46,6.67,3.82,4.92,5.11,,0.5,0.8,,594.0,13183,SP,9.0,0.03476512529624831,0.007372536540120711,-0.2997872568660006,-0.008746802292038947,0.07509963115312435,-0.6521320485358766,0,7.0316693505099295,3.6738135339830498,3.1672182659412096,1.639941421210549,5.333495104892956,3.4162403981524667,2.2881049497465518,0.0,,5.2631578947368425,0.0,31.813640919173555
19516,Raynel Espinal,SFG,18,23,98.7,7,7,0,0,104,57,16,84,37,1.43,7.66,3.38,5.2,4.82,,0.5,0.6,,999.0,19516,SP,6.0,0.06069049637398782,0.0014719267372889089,-0.0975376736070942,-0.06240087000280292,0.0756482106384011,0.09043140561505325,0,4.868491680085882,3.2961826181094347,3.606576770492558,3.170143909680406,6.0081286148705555,3.4094635961619133,3.563243697131817,0.0,,3.6842105263157894,0.0,31.606441412848355
sa872808,Norwith Gudino,SFG,6,27,58.3,4,3,0,0,54,27,8,64,23,1.32,9.87,3.55,4.17,4.1,,0.5,0.5,,999.0,sa872808,SP,3.0,-0.04372578565789542,-0.007583929155204228,0.11573828841637701,-0.024071440229836205,-0.04418392216700384,0.39220979262746036,0,2.699946323134729,4.817118079267576,4.280874416889855,4.783771006263047,5.5261834642703755,4.889793535438141,4.081461113100598,0.0,,2.1052631578947367,0.0,33.18441109625906
sa3011126,Colin Peluse,OAK,18,21,91.7,6,6,0,0,97,48,15,72,29,1.37,7.07,2.85,4.71,4.84,,0.5,0.7,,999.0,sa3011126,SP,6.0,-0.0008730181195230058,-0.00508723985740045,-0.16151907894732787,-0.12092796121531979,0.07514280249871375,0.24376417993223454,0,4.492753623188405,4.192921426316692,4.094971313165561,2.6860662463801392,6.744034365508697,3.415707086811855,3.826548550990378,0.0,,3.6842105263157894,0.0,33.13721313867752
sa3014505,Carmen Mlodzinski,PIT,16,18,58.3,3,4,0,0,60,31,7,47,26,1.47,7.25,4.01,4.78,4.66,,0.5,0.4,,999.0,sa3014505,SP,2.0,0.004934014240558282,0.004581020819409032,-0.09106586115205073,0.012423409694004073,0.028805777680675715,-0.27291414370689493,0,2.699946323134729,4.108335753769535,3.375074100078023,3.219109071259702,5.067305885165841,3.988125214815277,2.9393024217560044,0.0,,1.5789473684210527,0.0,26.976146138400164
8048,Will Smith,ATL,0,65,61.0,5,3,28,0,48,25,10,80,22,1.15,11.8,3.25,3.69,3.86,,0.5,0.6,,96.8,8048,RP,0.0,-0.08493603037873021,-0.022135546067874046,0.2784915020064841,-0.0502245051264022,-0.1489954094844662,0.9108144480338729,65,2.8448738593666127,5.417389620632974,5.364385589326038,6.0151474493147825,5.855025893570524,6.184567975513132,4.972015162032676,8.484848484848484,,0.5263157894736842,8.904109589041095,54.56867941312001
19695,Connor Seabold,BOS,16,16,71.7,4,4,0,0,76,41,11,60,25,1.41,7.53,3.14,5.15,4.7,,0.5,0.5,,999.0,19695,SP,4.0,0.0405344345443025,-0.0007920687976825658,-0.08459417724824292,-0.06882710151876775,0.06169848233962316,0.15415404637322716,0,3.419216317767042,3.5897773391387062,3.7751535321822773,3.268073260231701,6.088930524371898,3.581789665656008,3.6726689696283863,0.0,,2.6315789473684212,0.0,30.02718855634444
sa3007965,Caleb Sampen,TBR,14,15,67.3,4,4,0,0,70,34,7,46,28,1.46,6.15,3.74,4.54,4.58,,0.5,0.6,,999.0,sa3007965,SP,3.0,-0.015681430484190906,0.003522198425216727,-0.20365217739848174,-0.010358705554104952,0.042058491381054997,-0.4208334680171206,0,3.1830381105743424,4.408621880791779,3.453913853805604,2.3672909438156435,5.353762793846086,3.824409620274487,2.685293608286067,0.0,,2.1052631578947367,0.0,27.381593969288748
sa658530,Kevin McCanna,ARI,9,23,65.3,4,4,0,0,66,34,9,60,26,1.41,8.27,3.58,4.68,4.5,,0.5,0.5,,999.0,sa658530,SP,3.0,-0.0031092075887427795,-0.0007080199851081659,-0.012832483494995772,-0.024089354503576632,0.01771717463760214,0.09245134228944973,0,3.075684380032206,4.225493931250035,3.768895270437147,3.811015898671945,5.526408714095558,4.125106762962027,3.5667123562832868,0.0,,2.1052631578947367,0.0,30.20458047162694
sa829043,Tyler Eppler,,18,22,98.0,6,7,0,0,112,57,15,62,33,1.48,5.69,3.03,5.23,5.06,,0.5,0.2,,999.0,sa829043,SP,5.0,0.06497477026441945,0.00787684075508066,-0.3440286801535385,-0.10515159790971196,0.1760431647054349,-0.2739004652655419,0,4.830917874396135,3.2337775605985604,3.1296678511319795,1.3052147190972705,6.545666118595541,2.169248198351781,2.93760869870812,0.0,,3.1578947368421053,0.0,27.309995757721495
sa3008513,Reese Olson,DET,21,22,98.3,6,8,0,0,103,56,12,73,52,1.58,6.68,4.76,5.13,5.04,,0.5,0.5,,999.0,sa3008513,SP,5.0,0.05159674035592565,0.02015205056671876,-0.22019968058266914,0.112673462934958,0.06869499216550934,-1.0487841246728795,0,4.847020933977455,3.428642956036118,2.215657603698391,2.242093995854608,3.806785514968116,3.495359233991085,1.606969312535002,0.0,,3.1578947368421053,0.0,24.80042428790288
sa3003138,Osvaldo Bido,PIT,21,23,101.0,6,8,0,0,111,59,14,70,42,1.51,6.24,3.74,5.26,5.01,,0.5,0.1,,999.0,sa3003138,SP,5.0,0.06966986407893239,0.012638086656220349,-0.2831285522158997,-0.01612492667129911,0.12986770657727975,-0.5771998114049088,0,4.99194847020934,3.165388469002898,2.7751462086532586,1.7659797096436909,5.42626588927904,2.7396704342466,2.416779473734824,0.0,,3.1578947368421053,0.0,26.439073391611757
sa598974,Matt Tomshaw,,13,18,76.3,5,5,0,0,86,43,14,58,18,1.36,6.84,2.12,5.07,4.9,,0.5,0.3,,999.0,sa598974,SP,4.0,0.03544883050450798,-0.0054288133966475804,-0.1591762391037972,-0.17511179433130014,0.12625247376147142,0.5394894476199235,0,3.666129898013956,3.663854632210401,4.120404826719687,2.703791965765517,7.425329019925755,2.7843307206773327,4.33437147885131,0.0,,2.6315789473684212,0.0,31.32979148953238
sa3004118,Zack Kelly,BOS,4,32,54.7,4,3,0,0,52,26,6,54,24,1.39,8.89,3.95,4.28,4.1,,0.5,0.6,,999.0,sa3004118,SP,3.0,-0.0331315296062219,-0.0020512080705075153,0.0354206588161049,0.007022894340992403,-0.02548376697556254,0.04655450635214864,0,2.5067096081588836,4.662801344367368,3.868908850092766,4.176094912686106,5.135210683138117,4.658783714024416,3.4878977666897875,0.0,,2.1052631578947367,0.0,30.60167003705218
sa3007715,James McArthur,PHI,15,22,78.0,4,5,0,0,80,44,10,65,42,1.56,7.5,4.85,5.08,4.98,,0.5,0.3,,999.0,sa3007715,SP,3.0,0.036676112322614474,0.015110961970884018,-0.09480629260900142,0.10097507746174006,0.035023580276215105,-0.7110378463690483,0,3.7573805689747717,3.645977952427618,2.5910162904757925,3.1908092971333453,3.9538782367243215,3.911314436911211,2.186951216900102,0.0,,2.1052631578947367,0.0,25.3425911574419
11804,Héctor Neris,HOU,0,68,66.0,6,4,3,0,52,27,10,88,27,1.2,12.0,3.68,3.68,3.88,,0.5,0.7,,460.2,11804,RP,0.0,-0.09179464512903024,-0.019424715689927652,0.3163687609967383,-0.015663376760118197,-0.15915906444923267,0.8156240583652914,68,3.1132581857219535,5.5172927218080225,5.1625375734861665,6.301723446305133,5.420462470267299,6.310123303492229,4.808553098869466,0.9090909090909091,,0.5263157894736842,9.315068493150685,47.384425991665545
sa3006809,Jack Labosky,TBR,9,30,73.3,3,3,0,0,76,35,10,55,19,1.3,6.75,2.33,4.3,4.38,,0.5,0.6,,999.0,sa3006809,SP,5.0,-0.041075154635356825,-0.011742465572257998,-0.16196050041625132,-0.148451446645134,0.042769256494810004,0.3889782166873208,0,3.505099302200751,4.778508787324067,4.590518403252454,2.682726490523407,7.090108137257559,3.8156292802016516,4.075911812669294,0.0,,3.1578947368421053,0.0,33.696396950271286
15010,Corey Knebel,PHI,3,35,31.7,2,2,15,0,25,13,4,42,14,1.23,11.94,3.98,3.69,3.58,,0.5,0.4,,162.2,15010,SP,1.0,-0.04634491736938051,-0.008303927615903595,0.1579099891550364,0.006284584174454211,-0.08101993271758756,0.33372214244769527,0,1.2721417069243155,4.855268549863964,4.334485392287742,5.1028383703262605,5.144494019898134,5.344842177108187,3.981025428350921,4.545454545454546,,1.0526315789473684,0.0,35.63318176916144
4153,Jake Arrieta,,21,21,101.7,8,9,0,0,109,54,15,79,42,1.49,6.99,3.72,4.78,4.92,,0.5,0.4,,999.0,4153,SP,6.0,0.007943446948761479,0.008806977011717843,-0.18701743478929633,-0.019580998341577283,0.09884379144703637,-0.33629134846946496,0,5.029522275899088,4.064500129336194,3.060410047548869,2.4931479375630463,5.469721713993446,3.1229201463704968,2.830470336037311,0.0,,3.6842105263157894,0.0,29.754903113064245
15684,Miguel Castro,NYM,1,69,72.3,4,3,0,0,57,31,7,87,42,1.37,10.82,5.23,3.86,3.93,,0.5,0.4,,600.9,15684,SP,4.0,-0.08263720073081737,-0.004572275388948777,0.23109430486332894,0.1311003857837285,-0.1722508642842675,-0.12215049252684418,0,3.451422436929683,5.383904694119265,4.05662713750978,5.6565444408620635,3.5750897615991954,6.471851070503478,3.198195546972862,0.0,,2.6315789473684212,0.0,34.42521403586475
17264,Sam Coonrod,PHI,1,52,49.7,3,2,2,0,44,21,5,53,21,1.31,9.6,3.81,3.81,3.85,,0.5,0.5,,600.6,17264,SP,2.0,-0.06268986564741896,-0.007420249598750983,0.0811931566281262,-0.003301153321527417,-0.06348109306723193,0.205023877972907,0,2.2383252818035424,5.093350302662571,4.268686862119767,4.522405589459042,5.26502280752891,5.12817850913569,3.760023246199788,0.6060606060606061,,1.5789473684210527,0.0,32.46100057339097
20399,Luís Madero,MIA,11,24,79.3,5,7,0,0,84,43,11,60,31,1.45,6.81,3.52,4.88,4.82,,0.5,0.1,,999.0,20399,SP,4.0,0.01673589767988215,0.0034637552441241226,-0.16824311488915766,-0.03595337421111172,0.06712717140822833,-0.21037052441306825,0,3.82716049382716,3.9364286270070465,3.4582655241420746,2.635192784170938,5.675584081392679,3.5147270942810342,3.0467030646471387,0.0,,2.6315789473684212,0.0,28.72564061683649
sa3005068,MacKenzie Gore,SDP,14,14,58.7,3,3,0,0,58,31,8,54,28,1.47,8.28,4.3,4.76,4.69,,0.5,0.3,,999.0,sa3005068,SP,2.0,0.002386010499921376,0.003812918939666954,-0.0104788251270308,0.03463511574178324,-0.00031884528478065555,-0.19738870746437565,0,2.721417069243156,4.145450168963086,3.432266848709631,3.8288234700579267,4.7880211663560175,4.347912279741424,3.068995594275692,0.0,,1.5789473684210527,0.0,27.911833965767986
16794,Josh James,HOU,6,31,52.3,3,2,0,0,43,25,8,70,31,1.41,12.04,5.33,4.3,4.43,,0.5,0.4,,999.0,16794,SP,2.0,-0.030099082518562525,-0.00014951952777009225,0.25943115616989376,0.1055965630599503,-0.10694223880988363,0.06635901933451027,0,2.37788513150832,4.618630490742274,3.7273094116993706,5.8709385557275455,3.895768773948099,5.665069856488834,3.521906310654261,0.0,,1.5789473684210527,0.0,31.256455899189756
19268,Justin Dunn,SEA,19,19,90.3,4,5,0,0,83,49,16,92,44,1.41,9.17,4.38,4.88,5.06,,0.5,0.5,,564.9,19268,SP,5.0,0.019329936276826998,-0.001230864567849821,0.08674264841412171,0.06080506426908072,-0.07188284537973111,-0.10430796588588676,0,4.41760601180891,3.8986436646148626,3.8078261981992068,4.564392554296456,4.458966446291208,5.2319684125564425,3.2288349447831863,0.0,,3.1578947368421053,0.0,32.76613296939237
22051,John King,TEX,6,26,61.7,6,5,0,0,63,30,8,54,20,1.35,7.88,2.92,4.38,4.32,,0.5,0.5,,999.0,22051,SP,3.0,-0.02874589625168633,-0.005957925125546382,-0.04457921522492536,-0.07805306313820881,0.024431737008290377,0.29670833828848897,0,2.8824476650563606,4.598919877236463,4.159802405227249,3.5708229296128415,6.204935575541457,4.042159330802002,3.917464886005755,0.0,,2.1052631578947367,0.0,31.481815827376867
21183,Humberto Castellanos,ARI,16,26,94.7,5,5,0,0,100,51,16,74,28,1.35,7.04,2.66,4.85,4.88,,0.5,0.5,,999.0,21183,SP,6.0,0.01570916780877407,-0.007966910605418986,-0.17039701804120233,-0.14706271761732437,0.07536052216855349,0.3612231939174948,0,4.65378421900161,3.9513840519619565,4.309391157169226,2.6188965431103934,7.072646588144647,3.4130175165097345,4.02825055924977,0.0,,3.6842105263157894,0.0,33.731581161463126
sa3011244,Ryan Pepiot,LAD,23,27,100.7,7,7,0,0,98,55,19,101,43,1.4,9.03,3.84,4.92,5.05,,0.5,0.3,,600.8,sa3011244,SP,6.0,0.025480842356396693,-0.0021544263470028024,0.07667930496614628,-0.003136298274561411,-0.01625353884846481,0.19371188695593355,0,4.975845410628019,3.809049101462211,3.87659446719315,4.488254186353783,5.262949959304769,4.544759347412492,3.7405981614138555,0.0,,3.6842105263157894,0.0,34.38226116008406
5358,José Álvarez,SFG,1,63,54.3,4,3,0,0,53,23,5,45,19,1.33,7.45,3.15,3.81,3.81,,0.5,0.4,,999.0,5358,SP,3.0,-0.06728221949786561,-0.006718153664307058,-0.07004165818834784,-0.05201780263256106,-0.008445580346204462,0.10164693223980059,0,2.485238862050456,5.160242876171343,4.2164089060921,3.3781763344637508,5.87757439068608,4.448304794990464,3.582503132122324,0.0,,2.1052631578947367,0.0,31.253712454471255
16943,Sean Newcomb,ATL,8,44,77.0,5,4,0,0,69,38,11,84,38,1.39,9.82,4.44,4.44,4.44,,0.5,0.5,,599.7,16943,SP,4.0,-0.028256001397190422,-0.0027763090445853678,0.14165597415680298,0.058767278438679516,-0.08375405983994832,0.03114919831242391,0,3.7037037037037033,4.59178403173476,3.9228997578573637,4.979861928065394,4.484589081554524,5.37861784430415,3.4614435894917994,0.0,,2.6315789473684212,0.0,33.15447888408012
sa872881,Domingo Robles,STL,22,24,102.7,6,8,0,0,117,56,16,63,27,1.4,5.52,2.37,4.91,4.9,,0.5,0.3,,999.0,sa872881,SP,6.0,0.024879433649493632,-0.0019368767326213288,-0.38118436242707276,-0.196650825965902,0.17921893537230804,0.1151854408160089,0,5.083199141170155,3.8178092661719525,3.8603957561388285,1.0240981078310085,7.6961556903564645,2.1300167477517835,3.605751619198854,0.0,,3.6842105263157894,0.0,30.901636854934836
sa599472,Markus Solbach,DET,10,17,55.0,3,3,0,0,59,29,7,37,18,1.4,6.05,2.95,4.75,4.62,,0.5,0.4,,999.0,sa599472,SP,3.0,0.0016217361197315983,-0.0012697598428135226,-0.17576982454170353,-0.06787834984886132,0.05645051126353762,-0.0658388024265153,0,2.5228126677402036,4.156582647387575,3.810722334431425,2.5782463635418678,6.077001146107113,3.646619761912416,3.294894647334305,0.0,,2.1052631578947367,0.0,28.19214272634964
20045,Sean Guenther,MIA,3,38,66.7,3,3,0,0,69,31,8,54,20,1.34,7.29,2.7,4.19,4.19,,0.5,0.3,,999.0,20045,SP,4.0,-0.048001961629888235,-0.007367196817990029,-0.10080553581669394,-0.10348020715653938,0.03717543579462712,0.29670833828848897,0,3.1508319914117013,4.87940518188602,4.264736560168563,3.145419552752042,6.524650448051503,3.884731782707143,3.917464886005755,0.0,,2.6315789473684212,0.0,32.39881935035115
13345,Luis Cessa,CIN,1,46,65.3,3,3,4,0,63,32,9,61,23,1.32,8.4,3.17,4.41,4.2,,0.5,0.3,,592.3,13345,SP,4.0,-0.027211064737352686,-0.008741972367977802,-0.0007815549206913186,-0.06024214022649099,-0.01843561108531122,0.30709731737484347,0,3.075684380032206,4.57656340531822,4.3671021376121875,3.9021921601783394,5.98098525914332,4.571715279734189,3.935304963785953,1.2121212121212122,,2.6315789473684212,0.0,34.25324774529405
sa3008132,Ethan Roberts,CHC,0,41,54.7,4,3,0,0,53,24,6,51,18,1.3,8.4,2.96,3.95,3.83,,0.5,0.4,,999.0,sa3008132,RP,0.0,-0.05758039725620845,-0.00884256019550378,-0.001252642658873926,-0.06632370860896575,-0.013259333150569264,0.33771336427111187,41,2.5067096081588836,5.018925399643271,4.3745918918841395,3.8986279519478977,6.0574534562268125,4.507770834939431,3.9878792016789766,0.0,,0.5263157894736842,5.616438356164384,36.49471249011748
sa923839,Jose Bravo,HOU,8,20,71.0,5,5,0,0,75,37,11,59,23,1.38,7.48,2.92,4.69,4.66,,0.5,0.4,,999.0,sa923839,SP,4.0,-0.0028849233206130753,-0.0034614087548237027,-0.08876434280236967,-0.08919835927137987,0.058045680477965544,0.25035566720642954,0,3.3816425120772946,4.22222698963767,3.973912177626998,3.2365221558712673,6.345073883238722,3.6269140561801816,3.837867530909519,0.0,,2.6315789473684212,0.0,31.255738252910074
1247,Adam Ottavino,,0,63,56.7,6,3,0,0,46,23,5,70,33,1.39,11.12,5.24,3.65,3.81,,0.5,0.7,,596.8,1247,RP,0.0,-0.08237688372588337,-0.0018203823224198779,0.20746979172355018,0.10620561762432001,-0.12258905852610091,-0.05386991811025421,63,2.61406333870102,5.380112896937426,3.851721600150724,5.477803460471013,3.888110666444608,5.858360713774897,3.315447757064284,0.0,,0.5263157894736842,8.63013698630137,39.54207320931903
9073,Kirby Yates,ATL,0,33,31.7,3,1,2,0,25,12,4,44,11,1.14,12.51,3.13,3.41,3.26,,0.4,0.4,,583.1,9073,RP,0.0,-0.05896356037513528,-0.012510141951155296,0.18314727516654594,-0.0315713448428101,-0.08101993271758756,0.5886645275944309,33,1.2721417069243155,5.0390726582432235,4.647679469156158,5.293781447858346,5.620485484404679,5.344842177108187,4.418815507884441,0.6060606060606061,,0.5263157894736842,4.52054794520548,37.28974279231912
sa738902,Scott Moss,PHI,18,19,80.0,6,7,0,0,76,45,13,85,48,1.55,9.56,5.4,5.06,5.11,,0.4,0.3,,999.0,sa738902,SP,3.0,0.03602737455724703,0.013976507280782258,0.11959401686298132,0.1614215123447138,-0.03563294681767548,-0.5163198500214317,0,3.864734299516908,3.655427515782484,2.675487613403326,4.812943107232497,3.1938391144239633,4.7841602255463815,2.5213232635825955,0.0,,2.1052631578947367,0.0,27.61317829738289
sa879559,Jasseel De La Cruz,,19,23,81.7,4,4,0,0,84,45,11,67,40,1.52,7.38,4.41,4.96,4.9,,0.4,0.5,,999.0,sa879559,SP,4.0,0.02545543522384186,0.010789520932531271,-0.11176858806268075,0.058076928070746325,0.03902876032203262,-0.5441233027461001,0,3.955984970477724,3.8094191836765647,2.91279013005527,3.0624740674871402,4.493269383192486,3.861836990459987,2.473578845671728,0.0,,2.6315789473684212,0.0,27.20093251838932
21333,Seth Romero,WSN,11,12,37.7,1,1,0,0,36,19,5,37,17,1.41,8.84,4.06,4.54,4.44,,0.4,0.4,,999.0,21333,SP,1.0,-0.010172885459366121,-0.0005891202911116888,0.02346179985046848,0.01137827734951985,-0.01668035996952455,-0.0030586494907955952,0,1.5942028985507246,4.3283839973447895,3.760042017385092,4.085615241709226,5.080447131152099,4.550032024026253,3.402701468593297,0.0,,1.0526315789473684,0.0,27.85405635770885
19742,Anthony Bender,MIA,2,52,60.0,3,3,10,0,52,26,6,64,26,1.3,9.6,3.9,3.9,3.89,,0.4,0.4,,392.1,19742,SP,3.0,-0.06656132270124193,-0.00946618798676191,0.09608107389690534,0.0034926455247266674,-0.08868833740558535,0.20487149182678932,0,2.791196994095545,5.149742238909757,4.4210271219568575,4.63504625692413,5.179599193676597,5.439572770483867,3.7597615669070716,3.0303030303030303,,2.1052631578947367,0.0,36.51151233115159
5221,Wade LeBlanc,,14,22,85.0,4,4,0,0,92,46,14,62,25,1.38,6.56,2.65,4.87,4.84,,0.4,0.2,,999.0,5221,SP,5.0,0.016808515324793438,-0.00448868576538497,-0.20640884512188618,-0.1350086497057103,0.09461047781724308,0.21054020281241526,0,4.133118625872249,3.935370872899142,4.050403066908233,2.346434239231792,6.921081599846675,3.175215809994423,3.769495944467795,0.0,,3.1578947368421053,0.0,31.489014896062418
sa873347,Jhoan Duran,MIN,10,11,45.7,4,4,0,0,44,23,6,44,22,1.45,8.67,4.34,4.53,4.59,,0.4,0.5,,999.0,sa873347,SP,2.0,-0.012374859062010857,0.0017071445696530407,0.016783425010960862,0.030414842513360185,-0.015050541386483318,-0.11376505119282188,0,2.0236178207192697,4.360458111377828,3.589062486626217,4.035087247368358,4.841085880041917,4.529898282035841,3.2125951260245458,0.0,,1.5789473684210527,0.0,28.170752322615026
sa3016473,Victor Gonzalez,SFG,7,33,56.7,3,2,0,0,55,26,7,50,22,1.36,7.94,3.49,4.13,4.39,,0.4,0.5,,999.0,sa3016473,SP,3.0,-0.04580293687158021,-0.004529563570886852,-0.0363565206384745,-0.02789885417479321,-0.012867217963189459,0.05699819867829392,0,2.61406333870102,4.847374020942613,4.053446822061477,3.6330351107969556,5.57430845859034,4.502926893352695,3.505831798692568,0.0,,2.1052631578947367,0.0,30.836249601032407
15288,Adam Cimber,TOR,0,68,63.3,4,3,1,0,63,27,6,44,16,1.25,6.25,2.27,3.84,4.01,,0.4,0.7,,600.9,15288,RP,0.0,-0.07505247944017224,-0.014359068591366597,-0.18348664384186064,-0.13456004125311716,0.0053284239308167836,0.26320315070449096,68,2.9683306494900696,5.273425070161569,4.78535026434728,2.5198615901054926,6.91544090366293,4.278149508276968,3.8599293815475946,0.30303030303030304,,0.5263157894736842,9.315068493150685,40.744901953246575
sa3003166,Jose Butto,NYM,21,22,96.7,5,6,0,0,103,54,16,76,33,1.41,7.08,3.07,5.03,4.93,,0.4,0.0,,999.0,sa3003166,SP,6.0,0.038257631590915,-0.0013079136210574216,-0.1685678190296639,-0.09884065700338074,0.08706943441386295,0.11115299225621555,0,4.7611379495437465,3.6229414231540638,3.8135632589311568,2.6327361013149684,6.466313845849866,3.2683730630788936,3.598827050831414,0.0,,3.6842105263157894,0.0,31.848103219019897
sa875778,Nick Vespi,BAL,5,30,54.3,5,5,0,0,53,28,7,52,27,1.47,8.61,4.47,4.64,4.59,,0.4,0.3,,999.0,sa875778,SP,2.0,-0.006126824146966636,0.004153916620297071,0.015575895302909926,0.045830829928877104,-0.008445580346204462,-0.19300755090567412,0,2.485238862050456,4.269448762261726,3.4068762135001602,4.025951184221095,4.6472489140179185,4.448304794990464,3.076518968143787,0.0,,1.5789473684210527,0.0,27.938535067606658
6902,Martín Pérez,,22,32,116.0,8,7,0,0,132,68,18,89,46,1.53,6.91,3.57,5.28,4.97,,0.4,0.5,,600.8,6902,SP,6.0,0.08133066344787188,0.01709895726135069,-0.22248194946408684,-0.043716362989930035,0.19760697834208674,-0.2982984458857785,0,5.797101449275362,2.995536383479923,2.4429904648305554,2.224826551020212,5.773194059372415,1.9028625621790027,2.895712197778928,0.0,,3.6842105263157894,0.0,27.716434194252187
20370,Bruce Zimmermann,BAL,20,21,97.3,5,7,0,0,108,59,20,84,39,1.51,7.77,3.61,5.46,5.47,,0.4,0.2,,599.8,20370,SP,5.0,0.09237832354376385,0.011725314911841034,-0.08250805223278745,-0.03242128252858739,0.1379491167351542,-0.027777202555322233,0,4.7933440687063875,2.8346153309803404,2.843111053306223,3.283856697895564,5.631172399091357,2.639837834023256,3.360254476870661,0.0,,3.1578947368421053,0.0,28.544086597715896
21197,Darien Núñez,LAD,2,34,49.0,4,3,0,0,40,21,7,64,22,1.27,11.76,4.04,3.86,3.88,,0.4,0.5,,999.0,21197,SP,2.0,-0.05823645004226308,-0.010176328183377326,0.22489405178507593,0.01273634058308204,-0.10432329423347997,0.4554457817108961,0,2.200751476113795,5.028481514142707,4.473904052516986,5.609633873549101,5.063371166456029,5.632717081193989,4.190050701584616,0.0,,1.5789473684210527,0.0,33.77785723397828
