"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","wRC+","-1","WAR","-1","ADP","playerid"
"Jake McCarthy","ARI","78","293","265","62","13","3","6","36","27","22","80","4","11","2","",".233",".299",".374",".673",".293","80","","0.3","","600.2","21622"
"Yoshi Tsutsugo","PIT","119","464","402","90","21","1","16","51","56","55","120","3","1","0","",".224",".320",".403",".723",".315","96","","0.3","","383.4","27459"
"Gabriel Arias","CLE","27","89","82","21","4","0","2","10","10","5","23","1","1","0","",".254",".304",".394",".698",".301","90","","0.3","","600.1","sa3004047"
"Sergio Alcántara","CHC","75","269","239","54","10","1","4","27","22","26","66","1","3","1","",".227",".305",".334",".639",".283","74","","0.3","","601.0","16417"
"Tyrone Taylor","MIL","107","380","346","82","16","2","14","45","46","26","83","5","5","1","",".236",".297",".415",".711",".306","88","","0.3","","474.2","13675"
"Luis Guillorme","NYM","37","122","107","26","4","0","1","13","10","13","21","1","1","0","",".241",".326",".317",".643",".288","84","","0.3","","999.0","16451"
"Mauricio Dubón","SFG","37","136","125","31","6","1","3","15","13","8","26","1","2","1","",".249",".298",".371",".669",".290","82","","0.3","","593.5","16530"
"Roman Quinn","","38","125","112","24","5","1","2","15","8","10","38","2","6","1","",".217",".289",".334",".623",".274","70","","0.3","","999.0","13546"
"Reese McGuire","TOR","30","106","95","21","4","0","2","11","9","8","22","1","1","0","",".221",".287",".327",".614",".271","65","","0.3","","599.4","15674"
"Alan Trejo","COL","78","251","234","57","13","1","7","27","28","13","63","2","2","1","",".242",".286",".395",".681",".292","68","","0.2","","999.0","20056"
"Triston Casas","BOS","55","223","196","47","11","1","7","28","25","23","52","2","1","1","",".241",".325",".415",".740",".320","98","","0.2","","502.8","sa3007634"
"Brent Rooker","MIN","77","309","273","60","14","1","12","37","38","28","103","6","1","0","",".221",".306",".410",".716",".309","95","","0.2","","600.0","19627"
"Travis Jankowski","","43","129","113","28","4","1","1","15","9","14","27","1","5","2","",".244",".329",".319",".648",".289","80","","0.2","","999.0","13768"
"Jake Marisnick","","65","202","183","40","9","1","7","24","21","13","64","4","5","1","",".219",".285",".388",".672",".291","82","","0.2","","999.0","11339"
"Taylor Ward","LAA","36","137","121","29","6","0","4","16","15","14","34","2","1","0","",".240",".323",".401",".724",".315","98","","0.2","","600.0","17548"
"Michael Hermosillo","CHC","41","151","133","29","6","1","5","18","15","13","47","4","3","1","",".220",".305",".384",".689",".301","86","","0.2","","599.0","16285"
"Seby Zavala","CHW","31","113","103","20","4","0","4","11","13","8","42","1","0","0","",".194",".260",".351",".611",".266","67","","0.2","","598.5","18887"
"Heliot Ramos","SFG","37","151","138","34","7","1","4","18","15","11","44","2","2","1","",".245",".306",".386",".693",".300","89","","0.2","","999.0","sa3004693"
"Adam Eaton","","54","220","191","46","9","2","4","25","18","20","47","4","3","1","",".243",".325",".364",".689",".304","90","","0.2","","999.0","11205"
"Bobby Bradley","CLE","106","431","383","83","17","1","21","50","61","39","151","5","1","0","",".216",".295",".435",".731",".312","97","","0.2","","442.2","17278"
"Jorge Alfaro","SDP","97","364","335","81","14","1","10","41","39","18","114","8","6","2","",".243",".296",".382",".678",".294","86","","0.2","","404.0","12180"
"Rylan Bannon","BAL","39","151","134","30","6","1","4","16","15","14","36","1","1","0","",".221",".300",".367",".667",".292","82","","0.2","","600.3","sa3004162"
"Luke Maile","MIL","19","64","57","11","2","0","1","6","5","5","19","1","0","0","",".200",".274",".306",".580",".258","60","","0.2","","999.0","13355"
"Owen Miller","CLE","43","168","155","39","8","1","3","18","17","11","38","2","1","0","",".251",".305",".375",".680",".296","86","","0.2","","600.5","24655"
"Jake Rogers","DET","18","70","62","13","3","0","2","7","8","6","22","1","0","0","",".205",".287",".381",".668",".290","82","","0.2","","600.8","19452"
"Alex Jackson","MIA","35","122","110","21","5","0","5","12","14","9","49","3","0","0","",".188",".264",".361",".625",".271","71","","0.2","","999.0","17276"
"Ehire Adrianza","","59","180","160","38","8","1","4","20","17","16","37","2","1","0","",".239",".312",".369",".681",".298","86","","0.2","","999.0","8418"
"Luis Campusano","SDP","38","147","133","33","7","0","4","16","17","11","29","2","0","0","",".250",".312",".395",".706",".306","93","","0.2","","999.0","22217"
"Jurickson Profar","SDP","121","449","394","92","19","2","9","52","42","44","69","7","9","2","",".233",".320",".362",".681",".301","90","","0.2","","508.0","10815"
"Jake Burger","CHW","27","102","93","22","4","0","3","11","12","7","27","1","0","0","",".232",".292",".396",".688",".297","87","","0.2","","585.9","22275"
"Ben Rortvedt","MIN","21","72","65","14","3","0","2","7","7","5","19","1","0","0","",".217",".285",".351",".636",".278","74","","0.2","","999.0","20287"
"Dexter Fowler","","75","281","243","53","11","2","7","32","27","33","74","4","3","1","",".217",".317",".364",".681",".300","88","","0.2","","999.0","4062"
"Jake Lamb","","54","198","171","36","8","1","7","22","22","23","55","2","1","0","",".211",".310",".383",".693",".303","90","","0.2","","999.0","13329"
"Seth Beer","ARI","82","297","263","66","15","1","9","34","37","21","67","11","1","0","",".250",".330",".422",".751",".325","100","","0.2","","538.6","20493"
"William Contreras","ATL","17","66","60","14","3","0","2","7","7","5","17","1","0","0","",".242",".302",".400",".702",".303","86","","0.2","","591.4","20503"
"Romy Gonzalez","CHW","25","96","87","20","4","0","3","11","10","7","29","1","2","1","",".229",".294",".381",".676",".293","85","","0.2","","999.0","21562"
"Yermín Mercedes","CHW","14","47","42","11","2","0","2","5","6","3","9","0","0","0","",".256",".314",".424",".739",".316","101","","0.2","","594.1","17423"
"Yu Chang","CLE","61","222","201","44","10","1","7","23","24","17","64","2","2","1","",".220",".285",".381",".666",".288","81","","0.2","","598.1","14773"
"Andrew Young","WSN","33","81","73","16","3","0","3","9","10","5","27","3","0","0","",".219",".297",".400",".697",".302","86","","0.2","","999.0","19521"
"Travis Swaggerty","PIT","41","167","149","33","7","1","4","18","15","15","45","1","3","1","",".224",".299",".355",".654",".287","78","","0.2","","589.8","sa3007512"
"CJ Abrams","SDP","21","86","79","19","4","0","1","10","8","5","18","1","2","1","",".244",".298",".369",".667",".289","83","","0.2","","564.0","sa3010152"
"Jose Trevino","TEX","80","294","276","61","12","0","6","25","28","14","57","1","1","0","",".222",".261",".330",".590",".256","60","","0.2","","588.1","16725"
"Patrick Mazeika","NYM","16","53","48","11","2","0","1","5","6","4","10","1","0","0","",".222",".293",".349",".642",".282","80","","0.2","","999.0","18142"
"Nick Allen","OAK","47","190","172","40","8","1","2","19","14","12","39","2","3","1","",".230",".284",".330",".614",".269","72","","0.2","","999.0","sa3004723"
"Brian Goodwin","","47","177","156","36","8","1","5","20","19","18","47","1","2","1","",".230",".312",".390",".702",".305","91","","0.2","","600.6","12858"
"Eli White","TEX","33","127","114","25","5","1","3","14","11","10","36","2","2","1","",".221",".292",".354",".646",".284","79","","0.2","","999.0","19346"
"Eric Thames","OAK","44","181","158","35","8","1","8","21","21","19","55","3","1","0","",".220",".315",".424",".740",".318","96","","0.2","","594.6","3711"
"Jack Mayfield","LAA","40","153","141","31","6","0","5","16","17","9","35","1","1","0","",".218",".270",".371",".641",".276","72","","0.1","","999.0","15402"
"Andy Ibáñez","TEX","82","325","296","73","15","1","9","34","35","23","53","3","2","1","",".247",".304",".392",".696",".301","90","","0.1","","591.0","18819"
"Dustin Garneau","DET","11","42","37","8","2","0","1","4","5","3","11","1","0","0","",".203",".279",".375",".653",".284","78","","0.1","","999.0","9433"
"Billy Hamilton","","36","115","104","23","4","1","1","14","7","8","31","0","7","1","",".217",".276",".311",".587",".260","61","","0.1","","598.0","10199"
"Rafael Marchan","PHI","24","87","80","19","4","0","1","9","8","6","14","1","1","0","",".242",".298",".334",".632",".277","70","","0.1","","999.0","21646"
"Ernie Clement","CLE","27","99","92","23","5","0","1","10","9","6","14","1","1","0","",".252",".302",".343",".645",".282","77","","0.1","","999.0","20352"
"Josh Jung","TEX","23","96","88","22","5","0","3","11","11","7","23","1","1","0","",".252",".313",".407",".720",".310","96","","0.1","","387.6","sa3011468"
"Jason Heyward","CHC","100","387","342","81","14","2","9","42","37","37","74","4","4","1","",".236",".316",".371",".686",".300","85","","0.1","","598.4","4940"
"Colton Welker","COL","81","286","260","70","16","1","8","33","35","21","60","2","1","0","",".269",".327",".425",".752",".322","87","","0.1","","591.3","19961"
"Zack Short","DET","16","58","50","10","2","0","2","6","6","7","16","1","0","0","",".205",".303",".366",".669",".294","85","","0.1","","999.0","19562"
"Jordan Groshans","TOR","16","63","57","14","3","0","1","7","7","5","14","0","0","0","",".247",".308",".383",".692",".301","86","","0.1","","600.4","sa3006893"
"Elehuris Montero","COL","17","66","60","16","4","0","2","8","8","5","16","1","0","0","",".258",".315",".435",".749",".321","87","","0.1","","598.4","sa872477"
"Orlando Arcia","ATL","72","263","243","60","10","1","7","30","28","18","47","1","4","1","",".248",".299",".384",".683",".294","80","","0.1","","600.2","13185"
"Matt Vierling","PHI","97","346","317","79","16","2","9","40","36","23","81","4","6","2","",".248",".304",".390",".694",".300","85","","0.1","","566.6","21558"
"Curtis Terry","MIN","14","54","49","11","3","0","2","6","6","3","14","1","0","0","",".229",".292",".396",".687",".297","87","","0.1","","999.0","18881"
"Daniel Robertson","","21","66","57","13","2","0","1","7","6","7","17","2","0","0","",".223",".317",".341",".658",".294","81","","0.1","","999.0","14145"
"Khalil Lee","NYM","21","70","60","13","3","0","1","8","6","8","24","1","2","0","",".213",".315",".340",".655",".293","87","","0.1","","596.7","19952"
"Tres Barrera","WSN","21","77","69","15","3","0","2","7","7","6","18","1","0","0","",".220",".290",".336",".626",".275","68","","0.1","","999.0","19977"
"Cooper Hummel","ARI","34","134","116","27","6","1","3","16","14","15","32","2","1","0","",".235",".330",".381",".712",".313","93","","0.1","","999.0","sa918412"
"Yonathan Daza","COL","77","284","263","73","15","2","3","32","27","16","50","2","3","1","",".275",".319",".381",".699",".304","76","","0.1","","598.5","15794"
"Austin Romine","","36","122","113","25","5","0","3","12","12","6","35","1","0","0","",".223",".270",".344",".613",".267","66","","0.1","","999.0","5491"
"Phil Gosselin","","49","188","171","43","8","1","4","20","18","14","42","1","2","1","",".248",".306",".370",".675",".295","84","","0.1","","591.1","10953"
"Vimael Machín","OAK","38","139","124","28","6","0","2","13","11","13","30","1","1","0","",".223",".301",".319",".620",".274","75","","0.1","","999.0","17684"
"Richie Palacios","CLE","10","37","33","8","2","0","1","4","4","3","7","0","1","0","",".254",".324",".393",".717",".312","97","","0.1","","600.3","sa3006908"
"Otto Lopez","TOR","23","62","57","15","3","0","1","7","6","4","11","1","1","0","",".264",".315",".367",".682",".296","83","","0.1","","999.0","19608"
"Harold Ramirez","CHC","58","229","212","58","11","1","5","25","25","11","40","3","2","1","",".272",".317",".411",".728",".313","94","","0.1","","537.6","14387"
"Jonathan Araúz","BOS","15","56","50","12","3","0","1","6","6","5","11","0","0","0","",".234",".301",".377",".678",".295","81","","0.1","","999.0","20275"
"Gilberto Celestino","MIN","14","51","47","11","3","0","1","6","5","4","11","0","1","0","",".245",".305",".375",".679",".295","85","","0.1","","999.0","20233"
"Danny Mendick","CHW","50","179","162","36","7","0","3","18","16","14","38","2","2","1","",".224",".291",".332",".623",".275","73","","0.1","","999.0","18889"
"Matt Beaty","LAD","89","287","257","64","13","1","8","35","33","21","54","6","2","1","",".250",".320",".399",".719",".312","97","","0.1","","585.1","17710"
"José Devers","MIA","23","61","56","14","3","0","1","7","5","4","11","1","1","0","",".253",".310",".358",".668",".292","85","","0.1","","999.0","20540"
"Brock Holt","","58","218","194","45","9","1","2","22","17","20","43","2","2","1","",".230",".308",".314",".622",".278","73","","0.1","","999.0","9345"
"Shed Long Jr.","BAL","33","131","118","25","5","0","3","14","13","11","37","1","2","1","",".214",".285",".343",".628",".276","77","","0.1","","999.0","16542"
"Willie Calhoun","TEX","111","432","389","94","20","1","12","47","46","34","59","4","2","1","",".242",".309",".393",".702",".304","93","","0.1","","436.9","17838"
"Garrett Stubbs","PHI","29","92","81","17","4","0","1","9","7","9","20","1","1","0","",".212",".295",".318",".613",".273","67","","0.1","","600.7","18067"
"Max Schrock","CIN","49","171","156","39","8","1","4","19","18","12","29","2","2","1","",".253",".310",".384",".694",".301","82","","0.1","","600.7","17750"
"Marwin Gonzalez","","62","237","214","49","10","1","5","25","23","18","58","3","2","1","",".228",".296",".354",".651",".285","78","","0.1","","999.0","5497"
"Oswaldo Cabrera","NYY","12","46","43","10","2","0","1","5","5","3","11","0","1","0","",".234",".286",".387",".673",".290","83","","0.1","","999.0","sa916954"
"Ryan McKenna","BAL","24","85","75","17","4","0","2","10","8","8","24","1","1","0","",".232",".315",".370",".685",".301","88","","0.1","","999.0","19928"
"Jahmai Jones","BAL","35","130","117","26","5","1","3","14","12","10","33","1","2","1","",".224",".292",".348",".640",".281","74","","0.1","","600.8","18872"
"Michael Perez","PIT","54","191","172","35","7","0","5","17","20","16","53","2","1","0","",".203",".276",".341",".617",".270","68","","0.1","","999.0","12977"
"Taylor Trammell","SEA","26","101","89","18","4","0","3","11","10","10","32","1","2","1","",".206",".292",".351",".643",".283","82","","0.1","","600.7","19960"
"Donovan Walton","SEA","9","32","29","7","1","0","1","3","3","3","6","0","0","0","",".231",".304",".341",".646",".285","83","","0.1","","999.0","19314"
"Jordy Mercer","","35","123","112","26","5","0","3","13","13","8","28","1","0","0","",".237",".296",".367",".663",".288","80","","0.1","","999.0","6547"
"Steven Souza Jr.","","28","98","85","18","4","0","3","12","10","11","31","1","1","0","",".215",".312",".378",".689",".303","89","","0.1","","999.0","5667"
"Hanser Alberto","","34","103","98","26","5","0","1","10","10","3","12","1","1","0","",".263",".291",".367",".658",".284","76","","0.1","","599.0","11902"
"Pablo Reyes","MIL","18","57","52","12","3","0","1","6","6","4","11","0","1","0","",".230",".292",".365",".657",".285","75","","0.1","","999.0","16357"
"Evan White","SEA","52","205","186","42","7","1","8","22","24","16","58","2","1","0","",".227",".292",".395",".686",".296","91","","0.1","","599.9","20078"
"Bryan Lavastida","CLE","10","37","34","9","2","0","1","4","4","3","8","0","1","0","",".258",".326",".389",".716",".311","96","","0.1","","999.0","sa3006917"
"Anthony Bemboom","","16","60","54","11","2","0","1","6","5","5","16","1","0","0","",".199",".277",".320",".596",".264","63","","0.1","","999.0","13854"
"Ryan McBroom","","18","39","36","8","2","0","1","4","5","3","10","0","0","0","",".232",".295",".390",".685",".296","84","","0.1","","999.0","16524"
"Christin Stewart","BOS","24","95","84","19","5","0","4","11","12","9","26","1","0","0","",".227",".309",".416",".724",".311","92","","0.1","","999.0","17714"
"Skye Bolt","OAK","17","55","49","10","2","0","1","5","4","5","16","0","1","0","",".201",".278",".326",".603",".266","70","","0.1","","999.0","17723"
"Yairo Muñoz","","23","87","81","21","4","0","2","10","9","5","16","1","2","1","",".261",".304",".391",".696",".300","85","","0.1","","999.0","16313"
"Connor Wong","BOS","8","27","25","6","1","0","1","3","3","2","9","0","0","0","",".226",".278",".394",".672",".289","77","","0.1","","999.0","19896"
"Lars Nootbaar","STL","93","320","286","70","11","2","9","37","34","29","65","2","3","1","",".244",".317",".389",".706",".305","93","","0.1","","561.9","21454"
"Eguy Rosario","SDP","8","26","24","6","1","0","1","3","3","2","6","0","1","0","",".243",".300",".370",".670",".290","83","","0.1","","999.0","sa917140"
"Tony Wolters","LAD","12","41","36","8","1","0","0","4","4","4","10","1","0","0","",".221",".305",".313",".618",".276","69","","0.1","","999.0","11470"
"Juan Yepez","STL","55","221","201","49","11","0","7","26","26","17","51","2","1","0","",".244",".307",".413",".719",".309","96","","0.1","","498.1","sa877505"
"Ian Desmond","COL","27","106","95","22","4","0","3","13","11","8","28","1","2","1","",".234",".299",".386",".685",".298","86","","0.1","","999.0","6885"
"Korey Lee","HOU","6","22","20","5","1","0","1","2","2","2","5","0","0","0","",".241",".302",".372",".674",".291","85","","0.1","","999.0","sa3010034"
"Mario Feliciano","MIL","5","20","19","4","1","0","1","2","2","1","6","0","0","0","",".233",".285",".392",".676",".291","79","","0.1","","600.8","20263"
"Lewin Díaz","MIA","80","311","285","65","14","1","14","33","41","19","73","3","1","0","",".229",".283",".429",".712",".301","91","","0.1","","572.0","18365"
"Andrew Velazquez","LAA","33","117","106","22","4","1","2","13","9","8","37","1","4","1","",".207",".268",".326",".594",".260","62","","0.1","","999.0","14196"
"Matt Joyce","PHI","38","115","99","23","5","0","3","13","12","15","26","1","0","0","",".229",".331",".378",".709",".311","95","","0.1","","999.0","3353"
"Esteban Quiroz","TBR","6","23","20","4","1","0","1","2","2","2","6","0","0","0","",".211",".306",".356",".662",".292","89","","0.1","","999.0","sa596560"
"Aristides Aquino","CIN","83","295","264","59","12","1","15","39","40","26","92","3","4","1","",".221",".296",".448",".744",".316","92","","0.1","","591.8","15482"
"Chad Wallach","LAA","11","39","35","7","1","0","1","4","4","3","13","1","0","0","",".195",".275",".330",".605",".267","66","","0.1","","999.0","17161"
"Alejo Lopez","CIN","9","28","26","7","1","0","0","3","3","2","4","0","0","0","",".270",".329",".368",".697",".305","84","","0.1","","999.0","21127"
"Nomar Mazara","","75","292","263","63","13","1","8","32","33","24","66","3","1","0","",".241",".309",".389",".697",".302","91","","0.1","","600.7","14553"
"Chris Owings","","17","59","53","12","2","0","2","7","6","4","18","1","1","0","",".219",".280",".360",".640",".278","73","","0.1","","600.7","10030"
"MJ Melendez","KCR","25","100","90","20","5","1","3","11","12","9","30","1","1","0","",".221",".293",".403",".696",".300","87","","0.1","","375.9","sa3004139"
"René Pinto","TBR","5","18","17","4","1","0","0","2","2","1","5","0","0","0","",".222",".274",".361",".635",".275","78","","0.1","","999.0","sa826668"
"Joe Panik","","55","196","176","41","8","1","3","19","17","16","28","1","1","0","",".232",".300",".330",".631",".277","73","","0.1","","999.0","11936"
"Daniel Johnson","CLE","17","60","54","12","3","0","2","7","6","4","18","1","1","0","",".226",".289",".389",".678",".293","84","","0.1","","999.0","19643"
"Max Moroff","","9","31","27","5","1","0","1","3","3","4","9","0","0","0","",".206",".303",".357",".660",".291","84","","0.0","","999.0","14556"
"Nick Maton","PHI","18","65","58","13","3","0","1","7","6","6","18","1","1","0","",".219",".298",".347",".646",".284","74","","0.0","","999.0","21635"
"Michael Stefanic","LAA","7","26","24","6","1","0","0","3","3","2","4","0","0","0","",".255",".315",".357",".673",".294","85","","0.0","","999.0","sa3008479"
"Stuart Fairchild","ARI","7","21","19","4","1","0","1","2","2","2","5","0","0","0","",".234",".302",".378",".680",".296","82","","0.0","","999.0","20321"
"Tucupita Marcano","PIT","18","60","54","13","3","0","1","6","5","5","8","0","1","0","",".245",".308",".340",".648",".285","77","","0.0","","600.6","22871"
"Aaron Altherr","","26","105","93","20","4","0","3","12","10","10","31","2","1","0","",".211",".298",".358",".655",".289","80","","0.0","","999.0","11270"
"Renato Núñez","","23","93","84","20","4","0","4","11","12","7","24","2","0","0","",".235",".301",".428",".729",".313","96","","0.0","","599.6","14503"
"Jeter Downs","BOS","7","26","24","5","1","0","1","3","3","2","7","0","1","0","",".224",".293",".393",".686",".296","82","","0.0","","599.6","sa3004615"
"Peyton Burdick","MIA","5","18","16","4","1","0","1","2","2","2","6","0","0","0","",".216",".304",".376",".680",".297","88","","0.0","","999.0","sa3009876"
"Payton Henry","MIA","5","20","19","4","1","0","0","2","2","1","7","0","0","0","",".209",".275",".330",".605",".266","68","","0.0","","999.0","22164"
"Ali Sánchez","STL","9","30","28","7","1","0","0","3","3","2","6","0","0","0","",".242",".289",".340",".629",".274","73","","0.0","","999.0","18551"
"Jose Lobaton","","8","28","25","5","1","0","1","3","3","2","9","0","0","0","",".202",".275",".319",".594",".263","63","","0.0","","999.0","4243"
"Mark Vientos","NYM","4","15","14","3","1","0","1","2","2","1","5","0","0","0","",".235",".293",".410",".702",".299","92","","0.0","","999.0","sa3004720"
"Richie Martin","BAL","24","86","78","17","3","1","1","9","6","6","22","1","2","1","",".223",".284",".323",".607",".268","65","","0.0","","999.0","17736"
"Ender Inciarte","NYY","11","34","31","7","1","0","1","4","3","3","7","0","1","0","",".229",".300",".328",".628",".278","75","","0.0","","600.0","4922"
"Shogo Akiyama","CIN","56","198","177","43","9","1","2","22","16","18","43","2","3","1","",".244",".318",".342",".660",".292","76","","0.0","","600.8","27461"
"Hunter Feduccia","LAD","4","13","12","3","1","0","0","1","1","1","3","0","0","0","",".231",".301",".357",".659",".288","81","","0.0","","999.0","sa3007872"
"Jonathan Davis","MIL","10","30","26","5","1","0","1","3","2","3","8","1","1","0","",".210",".297",".327",".624",".279","71","","0.0","","999.0","15104"
"Andy Burns","LAD","22","32","29","6","1","0","1","4","3","3","7","0","0","0","",".221",".291",".363",".654",".286","80","","0.0","","999.0","12779"
"Brendan Donovan","STL","4","15","13","3","1","0","0","2","1","1","3","0","0","0","",".242",".315",".369",".684",".299","89","","0.0","","600.5","sa3006675"
"Kevin Padlo","SEA","11","32","28","5","1","0","1","3","3","3","11","0","0","0","",".193",".280",".359",".639",".279","79","","0.0","","600.3","16593"
"Yolbert Sanchez","CHW","5","17","16","4","1","0","0","2","2","1","3","0","0","0","",".262",".308",".371",".679",".293","85","","0.0","","999.0","sa3011471"
"Webster Rivas","SDP","10","32","29","6","1","0","1","3","3","2","7","0","0","0","",".221",".286",".322",".608",".267","68","","0.0","","999.0","14636"
"Luke Raley","LAD","22","76","68","15","3","0","2","9","9","5","23","3","1","0","",".227",".299",".389",".688",".299","88","","0.0","","999.0","19354"
"Drew Ellis","ARI","27","102","90","19","5","0","3","11","11","10","29","1","0","0","",".210",".293",".367",".660",".289","77","","0.0","","999.0","19873"
"Jose Herrera","ARI","12","44","40","9","2","0","1","5","5","4","10","0","0","0","",".226",".304",".353",".657",".288","77","","0.0","","999.0","sa830295"
"Lucius Fox","WSN","13","51","46","10","2","0","1","6","4","4","13","1","2","0","",".226",".302",".332",".634",".281","72","","0.0","","999.0","sa914200"
"Chance Sisco","NYM","20","72","63","13","3","0","2","7","7","7","21","2","0","0","",".210",".305",".339",".644",".286","79","","0.0","","999.0","15694"
"P.J. Higgins","CHC","6","17","15","3","1","0","0","2","1","1","4","0","0","0","",".225",".294",".330",".624",".276","69","","0.0","","999.0","18433"
"Sam Huff","TEX","7","27","25","5","1","0","1","3","3","2","10","0","0","0","",".215",".273",".401",".675",".288","82","","0.0","","587.4","22209"
"Kyle Garlick","MIN","23","70","64","14","3","0","3","8","9","5","22","1","0","0","",".225",".287",".413",".700",".300","89","","0.0","","999.0","18063"
"Ryan Kreidler","DET","4","15","14","3","1","0","0","2","1","1","4","0","0","0","",".226",".289",".366",".655",".285","79","","0.0","","999.0","sa3010587"
"Sheldon Neuse","LAD","11","31","29","7","1","0","1","3","3","2","9","0","0","0","",".233",".286",".371",".657",".285","79","","0.0","","999.0","19635"
"José Godoy","SEA","9","25","23","5","1","0","0","2","2","2","6","0","0","0","",".216",".279",".309",".588",".261","67","","0.0","","999.0","15808"
"Edwin Ríos","LAD","41","146","131","29","6","0","6","18","19","11","47","2","0","0","",".220",".291",".412",".703",".302","90","","0.0","","568.4","18316"
"Brett Cumberland","BAL","9","34","29","6","1","0","1","3","3","3","11","1","0","0","",".194",".301",".345",".646",".288","79","","0.0","","999.0","sa915611"
"Franchy Cordero","BOS","24","86","78","18","4","1","2","10","8","7","28","1","1","1","",".230",".300",".384",".684",".296","82","","0.0","","999.0","14567"
"Omar Estévez","LAD","7","29","27","6","1","0","1","3","3","2","8","0","0","0","",".229",".286",".371",".658",".285","79","","0.0","","999.0","sa914242"
"Jason Vosler","SFG","11","36","32","7","2","0","1","4","4","3","9","1","0","0","",".213",".287",".362",".650",".284","78","","0.0","","999.0","16686"
"Rob Brantly","","5","15","14","3","1","0","0","1","1","1","3","0","0","0","",".219",".283",".325",".608",".267","67","","0.0","","999.0","10655"
"Greg Cullen","BAL","3","12","11","2","1","0","0","1","1","1","3","0","0","0","",".230",".318",".358",".676",".299","86","","0.0","","999.0","sa3007069"
"Clay Dungan","KCR","5","21","19","5","1","0","0","2","2","1","4","0","0","0","",".244",".295",".352",".647",".282","75","","0.0","","999.0","sa1169803"
"Scott Kingery","PHI","45","147","134","29","7","1","4","16","15","10","44","2","3","1","",".220",".279",".370",".649",".281","73","","0.0","","600.3","17975"
"Jace Peterson","MIL","59","220","193","43","8","1","5","26","20","24","54","2","5","1","",".225",".316",".352",".667",".296","81","","0.0","","563.3","12325"
"Brendon Davis","LAA","5","22","20","4","1","0","1","2","2","2","7","0","0","0","",".221",".287",".366",".653",".284","78","","0.0","","999.0","sa875089"
"Abraham Almonte","","7","19","17","4","1","0","1","2","2","2","4","0","0","0","",".231",".323",".392",".716",".312","92","","0.0","","999.0","5486"
"Emmanuel Rivera","KCR","20","77","71","18","4","0","2","8","9","5","15","1","1","0","",".250",".299",".390",".689",".297","85","","0.0","","999.0","19890"
"Taylor Davis","PIT","9","29","26","6","1","0","0","2","2","2","5","0","0","0","",".228",".295",".311",".606",".268","66","","0.0","","999.0","12782"
"Sebastian Rivero","KCR","8","28","26","6","1","0","1","3","3","2","7","0","0","0","",".226",".277",".345",".622",".270","67","","0.0","","999.0","21735"
"Chadwick Tromp","ATL","5","15","14","3","1","0","0","2","2","1","4","0","0","0","",".219",".268",".355",".623",".270","64","","0.0","","999.0","16953"
"Austin Wynns","","6","18","17","4","1","0","0","2","2","1","4","0","0","0","",".222",".284",".328",".612",".270","67","","0.0","","999.0","15271"
"Isan Díaz","MIA","33","121","107","23","5","0","3","13","12","12","34","1","1","0","",".212",".300",".359",".658",".287","82","","0.0","","600.5","17922"
"Travis Blankenhorn","NYM","6","16","14","3","1","0","0","2","2","1","5","0","0","0","",".211",".279",".365",".644",".280","79","","0.0","","999.0","18395"
"Keston Hiura","MIL","86","331","296","69","14","1","12","41","40","26","109","7","5","1","",".232",".308",".415",".722",".312","92","","0.0","","453.3","20003"
"Taylor Motter","","13","35","31","7","1","0","1","4","4","3","9","0","0","0","",".209",".290",".364",".654",".285","74","","0.0","","999.0","12399"
"Aramis Garcia","CIN","15","51","47","10","2","0","2","5","6","3","16","1","0","0","",".213",".266",".362",".628",".272","63","","0.0","","999.0","16925"
"Tyler Nevin","BAL","19","70","63","15","3","0","2","7","7","6","16","1","0","0","",".235",".301",".371",".672",".293","83","","0.0","","999.0","17893"
"Pedro Leon","HOU","3","8","7","2","0","0","0","1","1","1","3","0","0","0","",".214",".290",".345",".635",".279","77","","0.0","","999.0","sa3014838"
"Jedd Gyorko","","4","16","14","3","1","0","1","2","2","2","4","0","0","0","",".235",".313",".423",".736",".317","99","","0.0","","999.0","10816"
"Lewis Brinson","MIA","57","215","197","45","9","1","7","24","23","13","56","3","3","1","",".229",".284",".387",".670",".289","80","","0.0","","600.5","14352"
"Alex De Goti","HOU","4","14","13","3","1","0","0","1","1","1","4","0","0","0","",".213",".278",".321",".599",".265","68","","0.0","","999.0","19477"
"Gregory Polanco","","4","13","12","3","1","0","1","2","2","1","4","0","0","0","",".224",".298",".418",".715",".306","90","","0.0","","597.3","12907"
"Brian Serven","COL","6","17","15","3","1","0","1","2","2","1","4","0","0","0","",".228",".283",".390",".673",".290","67","","0.0","","999.0","sa857231"
"Kody Clemens","DET","4","17","15","3","1","0","0","2","2","1","4","0","0","0","",".217",".282",".365",".647",".281","76","","0.0","","999.0","sa3008002"
"Luis Barrera","OAK","55","168","153","35","7","1","2","16","12","11","38","1","3","1","",".228",".284",".327",".612",".269","72","","0.0","","999.0","19615"
"Billy McKinney","","3","9","8","2","0","0","0","1","1","1","2","0","0","0","",".224",".301",".406",".707",".305","92","","0.0","","599.2","15654"
"Ronald Torreyes","PHI","51","183","170","40","7","1","2","17","16","9","24","1","1","0","",".237",".279",".327",".606",".264","64","","0.0","","600.7","11400"
